id,clee_denue2026,clee_maryhelen_mh2,nombre_denue2026,nombre_maryhelen_mh2,cambio_clee,cambio_nombre
3326311,21074813210000324002000000U6,21074813210000324001000000U6,EL LEON DE LA TRIBU DE JUDA,EL LEON DE LA TRIBU DE JUDA,True,False
3326325,21074461130000831110000000U5,21074461130000831000000000U5,VENTA DE HAMBURGUESAS SIN NOMBRE,VENTA DE HAMBURGUESAS SIN NOMBRE,True,False
3326335,21074722519000091110000000U5,21074722519000091000000000U5,BOUTIQUE ESTELA,BOUTIQUE ESTELA,True,False
3326344,21074461110006511102000000U9,21074461110006511001000000U9,MISCELANEA CASA RAMIREZ,MISCELANEA CASA RAMIREZ,True,False
3326347,21074315229001391002000000U7,21074315229001391001000000U7,TALLER DE MAQUILA SIN NOMBRE,TALLER DE MAQUILA SIN NOMBRE,True,False
3326348,21074315229001403002000000U0,21074315229001403001000000U0,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,True,False
3326365,21074314991000141020000000U3,21074314991000141010000000U3,TALLER DE BORDADO,TALLER DE BORDADO,True,False
3326371,21074461190000291000000000U6,21074461190000291000000000S6,EXPENDIO DE PAN MONSE,EXPENDIO DE PAN MONSE,True,False
3326372,21074532291000121002000000U6,21074532291000121001000000U6,RENTA DE LOSAS Y UTENSILIOS PARA EVENTOS FIDELIA ELEGANTS,RENTA DE LOSAS Y UTENSILIOS PARA EVENTOS FIDELIA ELEGANTS,True,False
3365319,21114434229000443222000000U7,21114434229000443111000000U7,LUBYNORAMMEX,LUBYNORAMMEX,True,False
3419474,21074812110000401100000000U5,21074812110000401000000000U5,PELUQUERIA MIGUEL ANGEL,PELUQUERIA MIGUEL ANGEL,True,False
3427111,21074461110002411002000000U6,21074461110002411001000000U6,MISCELANEA LULU,MISCELANEA LULU,True,False
3427115,21074464111000452001028214S7,21074464111000452000028214S7,FARMACIAS SIMILARES,FARMACIAS SIMILARES,True,False
3427116,21074311520000061001000000U0,21074311520000061000000000U0,PALETERIA LA MICHOACANA,PALETERIA LA MICHOACANA,True,False
3427120,21074465311001311010000000U9,21074465311001311000000000U9,NUBE VERDE,NUBE VERDE,True,False
3427142,21074469110000011010000000U2,21074469110000011000000000U2,VENTA DE ROPA,VENTA DE ROPA,True,False
3427145,21074722514000141010000000U9,21074722514000141000000000U9,CAFETERIA ARACELI,CAFETERIA ARACELI,True,False
3427179,21074812130000031012000000U8,21074812130000031011000000U8,BA�OS MIKY,BA�OS MIKY,True,False
3427182,21074333291000022001000000U7,21074333291000022000000000U7,TALLER DE MAQUILA SIN NOMBRE,TALLER DE MAQUILA SIN NOMBRE,True,False
3427184,21074522490000033011000000U3,21074522490000033000000000M3,EMPRESARIOS POR EL DERECHO A LA ACTIVIDAD ECONOMICA ENR,EMPRESARIOS POR EL DERECHO A LA ACTIVIDAD ECONOMICA ENR,True,False
3427185,21074813210000051002000000U5,21074813210000051001000000U5,TEMPLO BETEL,TEMPLO BETEL,True,False
3427189,21074561432000021010000000U2,21074561432000021000000000U2,TIENDA DE NOVEDADES SIN NOMBRE,TIENDA DE NOVEDADES SIN NOMBRE,True,False
3427190,21074315229001243002000000U0,21074315229001243001000000U0,MAQUILA DE PANTALONES SIN NOMBRE,MAQUILA DE PANTALONES SIN NOMBRE,True,False
3427191,21074462112000061010000000U6,21074462112000061000000000U6,MINI SUPER SIGLO XXI,MINI SUPER SIGLO XXI,True,False
3427201,21074812210000071120000000U4,21074812210000071010000000U4,CERERIA GLORIA,CERERIA GLORIA,True,False
3427203,21074541410000011100000000U4,21074541410000011000000000U4,DECORACIONES XALMIMILULCO,DECORACIONES XALMIMILULCO,True,False
3427206,21074812110000791100000000U9,21074812110000791000000000U9,ESTETICA LORENA,ESTETICA LORENA,True,False
3427210,21074462112000011010000000U1,21074462112000011000000000S1,ECONOSUPER,ECONOSUPER,True,False
3427211,21074315225000041002000000U7,21074315225000041001000000U7,MAQUILA DE PANTALON SIN NOMBRE,MAQUILA DE PANTALON SIN NOMBRE,True,False
3427213,21074812210000342001000000U9,21074812210000342000000000U9,LAVANDERIA MAGALY,LAVANDERIA MAGALY,True,False
3427228,21074812210000141000000000U5,21074812210000141000083556S5,TINTORERIA LIZ,TINTORERIA LIZ,True,False
3427244,21074812210000131000000000U6,21074812210000131000083556M6,TINTORERIA LIZ,TINTORERIA LIZ,True,False
3427268,21074315229000111002000000U0,21074315229000111001000000U0,TALLER DE MAQUILA DE PANTALON,TALLER DE MAQUILA DE PANTALON,True,False
3427286,21074813210000031002000000U7,21074813210000031001000000U7,TEMPLO GENESIS IGLESIA METODISTA,TEMPLO GENESIS IGLESIA METODISTA,True,False
3427838,21074722219000861010000000U8,21074722219000861000000000U8,BILLAR EL CHARRO,BILLAR EL CHARRO,True,False
3427858,21074314991000122002000000U3,21074314991000122001000000U3,TALLER DE MAQUILA,TALLER DE MAQUILA,True,False
3427871,21074812210000202021000000U5,21074812210000202010000000U5,PEGADO DE PRESILLA SIN NOMBRE,PEGADO DE PRESILLA SIN NOMBRE,True,False
3427887,21074315229001142001000000U4,21074315229001142000000000U4,TALLER DE MAQUILA HOJALEADORA,TALLER DE MAQUILA HOJALEADORA,True,False
3427898,21074812110000191010000000U2,21074812110000191000000000U2,CABINA PODOLOGIA,CABINA PODOLOGIA,True,False
3427899,21074315229000831002000000U3,21074315229000831001000000U3,TALLER DE MAQUILA,TALLER DE MAQUILA,True,False
3427953,21074311830000271000000000U1,21074311830000271000000000S1,TORTILLERIA NEALTICAN,TORTILLERIA NEALTICAN,True,False
3427964,21074315229001282002000000U8,21074315229001282001000000U8,MAQUILA DE PANTALON,MAQUILA DE PANTALON,True,False
3427981,21074461110004871020000000U9,21074461110004871010000000U9,TORTAS Y JUGOS,TORTAS Y JUGOS,True,False
3427993,21074812210000213002000000U2,21074812210000213001000000U2,LAVANDERIA SIN NOMBRE,LAVANDERIA SIN NOMBRE,True,False
3428020,21074813210000291002000000U7,21074813210000291001000000U7,PARROQUIA DE SANTA ANA XALMIMILULCO,PARROQUIA DE SANTA ANA XALMIMILULCO,True,False
3428021,21074722219000441100000000U9,21074722219000441000000000U9,SUPER TACOS,SUPER TACOS,True,False
3428025,21074462112000051010000000U7,21074462112000051000000000U7,MINI SUPER PANCHITA,MINI SUPER PANCHITA,True,False
3428032,21074713992000041010000000U0,21074713992000041000000000U0,CANCHA DE FUTBOL FUTSAL,CANCHA DE FUTBOL FUTSAL,True,False
3428036,21074713120000241010000000U4,21074713120000241000000000U4,VENTA DE ROPA SIN NOMBRE,VENTA DE ROPA SIN NOMBRE,True,False
3428041,21074722512000061010000000U3,21074722512000061000000000U3,PESCADOS Y MARISCOS BAMBAM,PESCADOS Y MARISCOS BAMBAM,True,False
3428070,21074813210000041002000000U6,21074813210000041001000000U6,SALON DEL REINO DE LOS TESTIGOS DE JEHOVA,SALON DEL REINO DE LOS TESTIGOS DE JEHOVA,True,False
3428077,21074332320000402012000000U9,21074332320000402001000000U9,TALLER DE SOLDADURA CAYMIGUE,TALLER DE SOLDADURA CAYMIGUE,True,False
3428097,21074463111000041010000000U9,21074463111000041000000000U9,TELAS EL TIGRE,TELAS EL TIGRE,True,False
3428098,21074332320000412020000000U8,21074332320000412010000000U8,STAHLWERK,STAHLWERK,True,False
3428103,21074812210000192001000000U8,21074812210000192000000000U8,LAVANDERIA NOVALAV,LAVANDERIA NOVALAV,True,False
3428104,21074722219000481010000000U5,21074722219000481000000000U5,TIENDA GOIZ,TIENDA GOIZ,True,False
3428120,21074315229000491001000000U6,21074315229000491000000000U6,TALLER DE COSTURA,TALLER DE COSTURA,True,False
3428134,21074812210000223001000000U1,21074812210000223000000000U1,LAVANDERIA SANTA MONICA,LAVANDERIA SANTA MONICA,True,False
3428137,21074315229000121002000000U9,21074315229000121001000000U9,TALLER DE PANTALON DE CABALLERO,TALLER DE PANTALON DE CABALLERO,True,False
3428147,21074461110003251010000000U5,21074461110003251000000000U5,IMPRENTA RANHU,IMPRENTA RANHU,True,False
3428151,21074315229001371002000000U9,21074315229001371001000000U9,MAQUILA DE PANTALON DE MESCLILLA,MAQUILA DE PANTALON DE MESCLILLA,True,False
3428168,21074315229000051002000000U8,21074315229000051001000000U8,TALLER DE MAQUILA SIN NOMBRE,TALLER DE MAQUILA SIN NOMBRE,True,False
3428174,21074812210000172002000000U0,21074812210000172001000000U0,LAVANDERIA ALEX,LAVANDERIA ALEX,True,False
3428184,21074461160000531010000000U8,21074461160000531000000000U8,RECAUDERIA SIN NOMBRE,RECAUDERIA SIN NOMBRE,True,False
3428213,21074311513000041001000000U0,21074311513000041000000000U0,PRODUCTOS LACTEOS DON ANDRES,PRODUCTOS LACTEOS DON ANDRES,True,False
3428228,21074315229000811002000000U5,21074315229000811001000000U5,MAQUILAR PANTALON DE MEZCLILLA,MAQUILAR PANTALON DE MEZCLILLA,True,False
3428230,21074461190000241010000000U1,21074461190000241000000000S1,PANADERIA MONSE,PANADERIA MONSE,True,False
3428246,21074463113000451000000000U6,21074463113000451000000000S6,MERCERIA HILOS LOBO,MERCERIA HILOS LOBO,True,False
3428251,21074311830000501000000000U1,21074311830000501000000000S1,TORTILLERIA IXTACUIXTLA,TORTILLERIA IXTACUIXTLA,True,False
3428268,21074811410000061110000000U2,21074811410000061000000000U2,ELECTRONICA PAREDES,ELECTRONICA PAREDES,True,False
3428270,21074461110002561000000000U8,21074461110002561000097218M8,MISCELANEA DOMI,MISCELANEA DOMI,True,False
3428305,21074461130000281010000000U3,21074461130000281000000000U3,VENTA DE ROPA DE BEBE,VENTA DE ROPA DE BEBE,True,False
3428313,21074311830000631011000000U6,21074311830000631000000000U6,ANTOJITOS DO�A REME,ANTOJITOS DO�A REME,True,False
3428321,21074812210000051011000000U6,21074812210000051010000000U6,LAVANDERIA Y TERMINADOS G C,LAVANDERIA Y TERMINADOS G C,True,False
3428329,21074812210000243010000000U9,21074812210000243000000000U9,POLIPROCESO,POLIPROCESO,True,False
3428337,21074311830000131000000000U7,21074311830000131000000000S7,TORTILLERIA EL RIO,TORTILLERIA EL RIO,True,False
3428343,21074468211000201010000000U2,21074468211000201000000000U2,LUBRICANTES Y ACEITES SIN NOMBRE,LUBRICANTES Y ACEITES SIN NOMBRE,True,False
3428347,21074624191000041002000000U7,21074624191000041001000000U7,GRUPO DE AUTOAYUDA 27 DE ENERO,GRUPO DE AUTOAYUDA 27 DE ENERO,True,False
3538483,21074315229001255003000000U4,21074315229001255002000000U4,HERA APPAREL,HERA APPAREL,True,False
6165481,21074484129000014012000000U3,21074484129000014011000000U3,AUTOTRANSPORTES ESPECIALIZADOS PENALOZA,AUTOTRANSPORTES ESPECIALIZADOS PENALOZA,True,False
6272576,21074313310000034103000000U4,21074313310000034002000000U4,LAVADOS NACIONALES,LAVADOS NACIONALES,True,False
6376341,21132462112000301002008202S2,21132462112000301001008202S2,OXXO SUC 50UHD AUTOPISTA PBF,OXXO SUC 50UHD AUTOPISTA PBF,True,False
6377794,21074327121000066001000000U1,21074327121000066001063563S1,SANTA JULIA DE PUEBLA,SANTA JULIA DE PUEBLA,True,False
6378056,21074462112000111002008202S9,21074462112000111001008202S9,OXXO SUC 50GWR PASEO DE LOS SAUCES PBF,OXXO SUC 50GWR PASEO DE LOS SAUCES PBF,True,False
