id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,categoria_final,estado_auditoria,notas_auditoria,categoria_auditada,categoria_auditada_normalizada,notas_auditoria_audit,region_auditoria
9347738,21074315229002223001000000U1,MAQUILADORA ESTYR BLUE MICHELLE JEANS,315229,19.15536543,-98.40027993,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315229002223001000000u1 maquiladora estyr blue michelle jeans 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229,jeans; maquila,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",22.24969336173728,True,True,True,True,0-100 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
9440789,21074325620000013000000000U6,PMP PRODUCTOS Y MAQUILAS DE PUEBLA,325620,19.16625856,-98.38609275,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074325620000013000000000u6 pmp productos y maquilas de puebla 325620 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,325620,maquila,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",42.90923552958895,True,True,True,True,0-100 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
9624559,21074812210000681000000000U0,LAVANDERIA SERGIO,812210,19.17696831,-98.39106949,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000681000000000u0 lavanderia sergio 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",7.814713566941766,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
9682319,21074314991000271000000000U8,BORDADOS COMPUTARIZADOS,314991,19.16159272,-98.41213947,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074314991000271000000000u8 bordados computarizados 314991 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314991,bordado,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",220.37401184225732,False,True,True,True,100-250 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
9734956,21074315229002843000000000U6,COLMEX CONFECCIONES,315229,19.1523526,-98.40723685,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315229002843000000000u6 colmex confecciones 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229,confeccion,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",720.2802720035517,False,False,False,True,500-1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10070109,21074812210000981000000000U4,LAVANDERIA JUQUILITA,812210,19.16464599,-98.41176424,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000981000000000u4 lavanderia juquilita 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",46.680596086480165,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
10183338,21074315225000241000000000U3,TALLER DE COSTURA Y VENTA DE HUARACHES SIN NOMBRE,315225,19.16037523,-98.40969749,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000241000000000u3 taller de costura y venta de huaraches sin nombre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",127.27981607851723,False,True,True,True,100-250 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10279073,21074812210000841000000000U0,LAVANDERIA SIN NOMBRE,812210,19.17748238,-98.39006779,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000841000000000u0 lavanderia sin nombre 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",341.4405841073572,False,False,True,True,250-500 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
10414011,21074315224000071000000000U7,ELABORACION DE MASCARAS ARTESANALES,315224,19.16203436,-98.39986232,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315224000071000000000u7 elaboracion de mascaras artesanales 315224 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315224,,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",364.02611220584606,False,False,True,True,250-500 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10501043,21074812210000801000000000U4,LAVANDERIA RAPIDI WUASH,812210,19.14960063,-98.40921251,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000801000000000u4 lavanderia rapidi wuash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",532.6146971833612,False,False,False,True,500-1000 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
10523798,21074811499000291000000000U8,CONFECCIONES Y COSTURAS ZIC ZAC,811499,19.16107157,-98.40428645,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811499000291000000000u8 confecciones y costuras zic zac 811499 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811499,confeccion; costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",466.8031505167743,False,False,True,True,250-500 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10799209,21074811410000291000000000U5,REPARADORA DE LAVADORAS,811410,19.13788635,-98.41426237,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811410000291000000000u5 reparadora de lavadoras 811410 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811410,lavado,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",264.46759328593674,False,False,True,True,250-500 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
10819893,21074314991000251000000000U0,BORDADOS SIN NOMBRE,314991,19.15990025,-98.40534525,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074314991000251000000000u0 bordados sin nombre 314991 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314991,bordado,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1030.567286270334,False,False,False,False,>1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10866423,21074812210000943000000000U4,LAVANDERIA SAN JOSE,812210,19.17149897,-98.40465013,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000943000000000u4 lavanderia san jose 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",375.32439055978523,False,False,True,True,250-500 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
10940394,21074315225000211000000000U6,CONFECCIONES DE ROPA PALACIOS,315225,19.1530422,-98.4088014,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000211000000000u6 confecciones de ropa palacios 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,confeccion,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",729.1511138506149,False,False,False,True,500-1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
10941241,21074812210000781000000000U8,LAVANDERIA BURBUJAS,812210,19.17848924,-98.38776675,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000781000000000u8 lavanderia burbujas 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",187.2076449665989,False,True,True,True,100-250 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
11054153,21074315229002551000000000U5,TALLER DE MAQUILA SIN NOMBRE,315229,19.16289243,-98.40507247,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315229002551000000000u5 taller de maquila sin nombre 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229,maquila,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",594.2267580683227,False,False,False,True,500-1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
11085776,21074812210000721000000000U4,LAUNDRY BOUTIQUE,812210,19.17378594,-98.3833149,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000721000000000u4 laundry boutique 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,laundry,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",28.10074300245525,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
11255589,21074812210000961000000000U6,LAVANDERIA NATALI,812210,19.14298651,-98.41374356,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000961000000000u6 lavanderia natali 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",537.5603044903331,False,False,False,True,500-1000 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
11273322,21074315229002401000000000U3,CONFECCIONES DAGAZA,315229,19.14274321,-98.41486508,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315229002401000000000u3 confecciones dagaza 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229,confeccion,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",743.9019305234224,False,False,False,True,500-1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
11315354,21074315225000231000000000U4,SASTRERIA SIN NOMBRE,315225,19.15143593,-98.40374347,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000231000000000u4 sastreria sin nombre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",145.23594613273661,False,True,True,True,100-250 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
11446479,21074812210000791000000000U7,LAVANDERIA FAST & CLEAN,812210,19.16140369,-98.4095095,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000791000000000u7 lavanderia fast & clean 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",727.8985332344357,False,False,False,True,500-1000 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
11484003,21074315229002851000000000U9,TALLER DE COSTURA SIN NOMBRE,315229,19.1629464,-98.41191436,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315229002851000000000u9 taller de costura sin nombre 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",571.0677635065938,False,False,False,True,500-1000 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
11536634,21074314991000281000000000U7,BORDADOS GRAN DANES,314991,19.17467651,-98.38896671,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074314991000281000000000u7 bordados gran danes 314991 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314991,bordado,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",21.047946659253274,True,True,True,True,0-100 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
3325844,21074812210000321000000000U3,LAVANDERIA SUNY CLEAN,812210,19.16115304,-98.40450336,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000321000000000u3 lavanderia suny clean 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",156.14334659337044,False,True,True,True,100-250 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
3326451,21074812210000281000000000U9,LAVANDERIA SAN MIGUEL,812210,19.15846229,-98.41079496,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000281000000000u9 lavanderia san miguel 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",10.842593542600799,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
3419521,21074461110000221010000000U1,LAVANDERIA EL CHINO,812210,19.1569117,-98.40311639,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074461110000221010000000u1 lavanderia el chino 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",534.0963031912969,False,False,False,True,500-1000 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
3419622,21074812210000061000000000U5,TINTORERIA LUCY,812210,19.15379417,-98.40422707,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000061000000000u5 tintoreria lucy 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,tintoreria,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",844.1926638683314,False,False,False,True,500-1000 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
3426943,21074463211000651010000000U3,ELABORACION DE UNIFORMES ESCOLARES MICHELLE,315223,19.16422176,-98.41181733,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463211000651010000000u3 elaboracion de uniformes escolares michelle 315223 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315223,,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",269.2028233542849,False,False,True,True,250-500 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
6272576,21074313310000034103000000U4,LAVADOS NACIONALES,313310,19.17826146,-98.40035305,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313310000034103000000u4 lavados nacionales 313310 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313310,lavado,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",82.96727557610313,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
6377919,21114314912000101013009849S7,CONFECCIONES Y DISEÑOS DE PUEBLA,313113,19.161724,-98.38613143,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21114314912000101013009849s7 confecciones y disenos de puebla 313113 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313113,confeccion,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",272.5044026080988,False,False,True,True,250-500 m,media_relevancia_ambiental,clasificacion_automatica,,,,,
8089409,21074812210000441000000000U9,LAVANDERIA LONDRY CLOTHER,812210,19.16213214,-98.40508793,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000441000000000u9 lavanderia londry clother 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",68.79651963515347,True,True,True,True,0-100 m,alta_relevancia_ambiental,clasificacion_automatica,,,,,
