id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,categoria_final,estado_auditoria,notas_auditoria,categoria_auditada,categoria_auditada_normalizada,notas_auditoria_audit,region_auditoria
8559701,21074314993000013000000000U0,FIBRAS TEXTIL NEPTUNO,314993,19.16161451,-98.38403303,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074314993000013000000000u0 fibras textil neptuno 314993 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314993,textil,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",197.68647711265507,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
9440701,21074313230000023001000000U7,SCHALLSCHUTZ DE MEXICO,313230,19.16272836,-98.37914315,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313230000023001000000u7 schallschutz de mexico 313230 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313230,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",369.7851013485955,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
9522648,21074812210000591000000000U1,TINTOWASH,812210,19.16599298,-98.40553468,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000591000000000u1 tintowash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",105.14881671981743,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
9567689,21060315225000021000000000U8,VESTIDOS DE NOVIA SIN NOMRE,315225,19.14261702,-98.45347723,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21060315225000021000000000u8 vestidos de novia sin nomre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",361.2385113810431,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
9844272,21074314991000333000000000U6,GEMINIS TEXTIL,314991,19.15548527,-98.41286449,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074314991000333000000000u6 geminis textil 314991 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314991,textil,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",105.57486391863837,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
10066057,21074315224000102000000000U0,BORDARTE,314991,19.160108,-98.40799474,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315224000102000000000u0 bordarte 314991 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,314991,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",315.81044377231575,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
10582863,21074313220000025000000000U3,CINTAS Y ETIQUETAS ESPINO,313220,19.16242646,-98.37899739,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313220000025000000000u3 cintas y etiquetas espino 313220 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313220,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",125.67999974369455,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
10597677,21074313240000023000000000U6,BEKAERTDESLEE,313240,19.17966759,-98.37502579,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313240000023000000000u6 bekaertdeslee 313240 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313240,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",241.09261209002366,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
10978442,21074812210000741000000000U2,MAGIC WASH SERVICIOS,812210,19.14958454,-98.40537115,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000741000000000u2 magic wash servicios 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",754.4336315324291,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
11095597,21074315224000091000000000U5,MASCARAS DE CARNAVAL,315224,19.15676224,-98.41094181,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315224000091000000000u5 mascaras de carnaval 315224 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315224,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",51.536118971083646,True,True,True,True,0-100 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
11484735,21074313111000021000000000U3,CASA OLIVER,313111,19.16097359,-98.4070651,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313111000021000000000u3 casa oliver 313111 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313111,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",307.29928807558366,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
11488206,21074315121000023000000000U6,BONETERA DE PUEBLA SAN JOSE,315121,19.14630178,-98.38867009,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315121000023000000000u6 bonetera de puebla san jose 315121 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315121,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",39.38290354228654,True,True,True,True,0-100 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
11620168,21074315224000081000000000U6,ARTESANIAS PARA CARNAVAL SIN NOMBRE,315224,19.16739713,-98.40361347,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315224000081000000000u6 artesanias para carnaval sin nombre 315224 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315224,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",454.55666820531616,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
11827938,21074313210000105000000000U4,INDORAMA VENTURES MOBILITY PUEBLA,313210,19.15856927,-98.37948213,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074313210000105000000000u4 indorama ventures mobility puebla 313210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,313210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",211.67224426260253,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,huejotzingo
6271697,21132313210000016102003933S9,FABRICA DE SAN MARTIN,313210,19.29210931,-98.44304428,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132313210000016102003933s9 fabrica de san martin 313210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,313210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",395.4139758581218,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
7536246,21143314912000011000000000U7,LONAS Y LUMINOSOS KENIA,314912,19.30979736,-98.48354746,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143314912000011000000000u7 lonas y luminosos kenia 314912 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,314912,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",359.4030525006756,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
8787568,29019315229000601000000000U7,COSTUREROS SIN NOMBRE,315229,19.27010976,-98.3846676,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019315229000601000000000u7 costureros sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",711.8728355839531,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
9176687,21132315223000301000000000U6,COMPOSTURAS DE ROPA SIN NOMBRE,315223,19.28815838,-98.42650105,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315223000301000000000u6 composturas de ropa sin nombre 315223 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315223,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",150.22052132002392,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
9329155,29019812210000381010000000U4,PLANCHADURIA,315229,19.28159353,-98.3957077,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019812210000381010000000u4 planchaduria 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",222.77620841345762,False,True,True,True,100-250 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
9667233,21132315225000931000000000U5,CYAN COMPANY,315225,19.27847,-98.41801427,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315225000931000000000u5 cyan company 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",584.2481742729362,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
9925244,29019314991000071000000000U9,DISEÑOS DE AMOR,314991,19.2848487,-98.39822386,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019314991000071000000000u9 disenos de amor 314991 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,314991,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",699.2065962223819,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
10778198,21132315221000021000000000U4,PIJAMA OOUCH,315221,19.2887342,-98.46594532,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315221000021000000000u4 pijama oouch 315221 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315221,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",303.7160988032551,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
11161213,21132315229004631000000000U9,PLAYERA BONITA THE SHISTS NICE,315229,19.28132185,-98.44226692,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229004631000000000u9 playera bonita the shists nice 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",618.6555335269093,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
11430400,21132812210001161000000000U8,SERVICLEAN,812210,19.28668892,-98.43755143,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132812210001161000000000u8 serviclean 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",268.7152505527339,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
11477163,29019432111000071000000000U1,K-POTEX DISTRIBUIDOR TEXTIL,432111,19.28246887,-98.39796648,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019432111000071000000000u1 k-potex distribuidor textil 432111 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,432111,textil,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",599.2758068777526,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
11590807,29019315225000101000000000U6,ARMADO DE SUDADERA SIN NOMBRE,315225,19.28097558,-98.39115614,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019315225000101000000000u6 armado de sudadera sin nombre 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",385.91486200577083,False,False,True,True,250-500 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
3264233,21132315229000341000000000U9,NOVIAS DE ANDYS,315229,19.28381129,-98.43463401,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229000341000000000u9 novias de andys 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",644.7983270831284,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
3273655,21132315229002402000000000U7,COSTURERO SIN NOMBRE,315229,19.27342916,-98.4074254,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229002402000000000u7 costurero sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",23.118468208725258,True,True,True,True,0-100 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
3273661,21132315229000221000000000U3,COSTURERO SIN NOMBRE,315229,19.27253528,-98.40871819,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229000221000000000u3 costurero sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",527.0121935064149,False,False,False,True,500-1000 m,pendiente_auditoria,pendiente_auditoria,,,,,san_martin
