id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,regla_decisiva,terminos_detectados,per_ocu,direccion_completa,tipo_vial,nom_vial,numero_ext,letra_ext,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,telefono,correoelec,www,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,clasificacion_proceso_hidrico,decision_hidrica_automatica,prioridad_hidrica_maquila,causa_decision_hidrica,en_mh,antecedente_mh,nota_antecedente_mh,grupo_primera_revision,orden_revision,dictamen_documental_inicial,error_sectorial_evidente,causa_dictamen_inicial,posible_duplicado_geometria,ids_misma_geometria,estado_revision_manual,establecimiento_encontrado,objeto_maquila_observado,evidencia_textil,evidencia_mezclilla,evidencia_proceso_humedo,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision
8777526,21074315229002171000000000U2,MAQUILA DESHEBRADO,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,base_texto_textil,deshebrado|maquila|ropa,0 a 5 personas,"CALLE NINGUNO SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,NINGUNO,,SN,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.211873,-98.38360262,https://www.google.com/maps/search/?api=1&query=MAQUILA+DESHEBRADO+NINGUNO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.211873%2C-98.38360262,https://www.openstreetmap.org/?mlat=19.2118730&mlon=-98.3836026#map=19/19.2118730/-98.3836026,SECO_EXPLICITO,EXCLUIR_SECO,fuera_hidrico,"El nombre declara corte, costura, confección, deshebrado, bordado o ensamble; proceso seco fuera del universo hídrico",False,NO_APARECE_EN_MH,,proceso_seco_explicito,9,GIRO_TEXTIL_RESPALDADO_POR_SCIAN_315,False,"Código SCIAN manufacturero 315 y descripción de confección de prendas; confirma pertenencia al universo productivo, no existencia actual ni proceso húmedo",False,,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
11133786,21074315229002281000000000U9,MAQUILA DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,base_texto_textil,deshebrado|maquila|ropa|pantalon,0 a 5 personas,"CALLE VENUSTIANO CARRANZA 9, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,VENUSTIANO CARRANZA,9,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.20687249,-98.38149947,https://www.google.com/maps/search/?api=1&query=MAQUILA+DESHEBRADO+DE+PANTALON+SIN+NOMBRE+VENUSTIANO+CARRANZA+CENTRO+74169+Santa+Ana+Xalmimilulco+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.20687249%2C-98.38149947,https://www.openstreetmap.org/?mlat=19.2068725&mlon=-98.3814995#map=19/19.2068725/-98.3814995,SECO_EXPLICITO,EXCLUIR_SECO,fuera_hidrico,"El nombre declara corte, costura, confección, deshebrado, bordado o ensamble; proceso seco fuera del universo hídrico",False,NO_APARECE_EN_MH,,proceso_seco_explicito,9,GIRO_TEXTIL_RESPALDADO_POR_SCIAN_315,False,"Código SCIAN manufacturero 315 y descripción de confección de prendas; confirma pertenencia al universo productivo, no existencia actual ni proceso húmedo",False,,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
10380905,21074315223000761000000000U5,MAQUILA OVER Y RECTA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,base_texto_textil,maquila|ropa,0 a 5 personas,"CALLE REAL DE PUEBLA 108, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REAL DE PUEBLA,108,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.20629519,-98.37292543,https://www.google.com/maps/search/?api=1&query=MAQUILA+OVER+Y+RECTA+REAL+DE+PUEBLA+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.20629519%2C-98.37292543,https://www.openstreetmap.org/?mlat=19.2062952&mlon=-98.3729254#map=19/19.2062952/-98.3729254,SECO_EXPLICITO,EXCLUIR_SECO,fuera_hidrico,"El nombre declara corte, costura, confección, deshebrado, bordado o ensamble; proceso seco fuera del universo hídrico",False,NO_APARECE_EN_MH,,proceso_seco_explicito,9,GIRO_TEXTIL_RESPALDADO_POR_SCIAN_315,False,"Código SCIAN manufacturero 315 y descripción de confección de prendas; confirma pertenencia al universo productivo, no existencia actual ni proceso húmedo",False,,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
3427887,21074315229001142001000000U4,TALLER DE MAQUILA HOJALEADORA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,base_texto_textil,maquila|ropa,6 a 10 personas,"CALLE DOMINGO ARENAS 38, LOCALIDAD SANTA ANA XALMIMILULCP, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,DOMINGO ARENAS,38,,,,LOCALIDAD,SANTA ANA XALMIMILULCP,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,,,,19.21084323,-98.38439888,https://www.google.com/maps/search/?api=1&query=TALLER+DE+MAQUILA+HOJALEADORA+DOMINGO+ARENAS+SANTA+ANA+XALMIMILULCP+74169+Santa+Ana+Xalmimilulco+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21084323%2C-98.38439888,https://www.openstreetmap.org/?mlat=19.2108432&mlon=-98.3843989#map=19/19.2108432/-98.3843989,SECO_EXPLICITO,EXCLUIR_SECO,fuera_hidrico,"El nombre declara corte, costura, confección, deshebrado, bordado o ensamble; proceso seco fuera del universo hídrico",True,VISTO_BUENO_PREVIO_MH,"MH incluyó previamente este ID DENUE; usar como antecedente favorable, sin asumir que confirma proceso húmedo actual",proceso_seco_explicito,9,GIRO_TEXTIL_RESPALDADO_POR_SCIAN_315,False,"Código SCIAN manufacturero 315 y descripción de confección de prendas; confirma pertenencia al universo productivo, no existencia actual ni proceso húmedo",False,,RESUELTO_AUTOMATICAMENTE,,,,,,,,,,,
