id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,localidad,municipio,etapa_productiva_sugerida,palabras_clave_etapa,evidencia_clasificacion,motivo_flag_estudio_prioritario,distancia_hidrografia_m
11444709,21074221312000021000000000U8,AGUA POTABLE COAPAXAL,221312,"Captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",Santa Ana Xalmimilulco,Huejotzingo,acabado_textil,tratamiento,acabado_tratamiento: tratamiento,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,681.5176854147586
12292251,21074221312000032000000000U5,SOSAPAHUE,221312,"Captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",Rancho de los Caballos,Huejotzingo,acabado_textil,tratamiento,acabado_tratamiento: tratamiento,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,485.1222636245697
