id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipocencom,nom_cencom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipounieco,latitud,longitud,fecha_alta,localidad_id_analisis,localidad_analisis,poligono_id_analisis,metodo_recorte,criterio_recorte,texto_normalizado,codigo_scian_normalizado,keywords_detectadas,terminos_detectados,grupos_detectados,codigos_regla_detectados,evidencias_detectadas,reglas_activadas,regla_decisiva,categoria_clasificacion,decision_clasificacion,relevancia_ambiental,explicacion_decision,exclusion_fuerte,exclusion_condicional,exclusion_condicional_superada,version_filtro,regla_refinamiento,decision_refinada,prioridad_refinada,motivo_refinamiento,flags_refinamiento
3427228,21074812210000141000000000U5,TINTORERIA LIZ,,812210,Lavander�as y tintorer�as,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,PALMA,CALLE,VENUSTIANO CARRANZA,CALLE,IXTACUIXTLA SUR,30,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,002,,,,Fijo,19.20766002,-98.38274798,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,tintoreria liz | | lavander�as y tintorer�as,812210,kw049,tintoreria,candidate_textile|wash_generic|wet_specific,8122|812210,SCIAN:8122:textile_service|SCIAN:812210:wet_service_possible|kw049:tintoreria,base_servicio_textil|base_texto_textil|inc_humedo_texto,inc_humedo_texto,lavado_acabado_textil,INCLUIR_ALTA,alta,INCLUIR_ALTA: Proceso húmedo textual o SCIAN específico; regla decisiva inc_humedo_texto; 2 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,excluir_tintoreria_comercial,EXCLUIR_ALCANCE,excluir,Servicio comercial de tintorería sobre prendas terminadas; fuera del foco productivo y de procesamiento de mezclilla,is_scian_812210|name_tintoreria|original_incluir_alta
3427244,21074812210000131000000000U6,TINTORERIA LIZ,,812210,Lavander�as y tintorer�as,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,PRIVADA,NINGUNO,CALLE,NINGUNO,CALLE,SAN MANUEL,12,,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,016,,,,Fijo,19.20685794,-98.38143472,2010-07,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,tintoreria liz | | lavander�as y tintorer�as,812210,kw049,tintoreria,candidate_textile|wash_generic|wet_specific,8122|812210,SCIAN:8122:textile_service|SCIAN:812210:wet_service_possible|kw049:tintoreria,base_servicio_textil|base_texto_textil|inc_humedo_texto,inc_humedo_texto,lavado_acabado_textil,INCLUIR_ALTA,alta,INCLUIR_ALTA: Proceso húmedo textual o SCIAN específico; regla decisiva inc_humedo_texto; 2 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,excluir_tintoreria_comercial,EXCLUIR_ALCANCE,excluir,Servicio comercial de tintorería sobre prendas terminadas; fuera del foco productivo y de procesamiento de mezclilla,is_scian_812210|name_tintoreria|original_incluir_alta
