mh_row_id,Name,DENUE,ID DENUE,_id_key,situacion_comparativa,razon_no_es_mi_prioritario,en_denue2026_base,en_mi_clasificacion_textil_2026,en_mi_universo_prioritario_2026,en_mi_santa_actual,dist_m_mh_vs_denue2026,id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,municipio,localidad,categoria_relevancia_ambiental,etapa_productiva_sugerida,decision_estudio_sugerida,decision_alcance_proyecto,flag_universo_alcance_proyecto,flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_cercania_hidrografia_250m,distancia_hidrografia_m,evidencia_clasificacion,palabras_clave_etapa,motivo_flag_estudio_prioritario,motivo_universo_alcance_proyecto,motivo_exclusion_prioritaria,motivo_auditoria
31,32,1,3428168.0,3428168,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,1.0433930070332762,3428168,21074315229000051002000000U8,TALLER DE MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,399.30138586950335,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
32,33,1,9890180.0,9890180,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,4.049391620289092,9890180,21074315229001431000000000U1,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,True,121.34789004486063,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,cercania a hidrografia requiere cautela documental; maquila o confeccion productiva sin senal humeda
33,34,1,10122074.0,10122074,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,38.445732513784854,10122074,21074315229000271000000000U2,MAQUILLADORA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,541.3412894329784,SCIAN 315229 | confeccion: ropa,,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
34,35,1,9804661.0,9804661,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,8.64406936901405,9804661,21074315229002591000000000U1,MAQUILLA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,516.3495380880846,SCIAN 315229 | confeccion: ropa,,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
35,36,0,,,sin_id_denue_en_mh,La capa MH no trae ID DENUE; no se puede validar contra DENUE registro a registro.,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,1,7742787.0,7742787,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,True,63.9776735340424,7742787,21074461160000781011000000U9,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,True,True,False,True,False,False,False,True,False,646.8218556008736,"SCIAN 315229 | mezclilla_jeans: mezclilla, pantalones de mezclilla | maquila: maquila | confeccion: ropa, pantalon",maquila; mezclilla; pantalones de mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo
37,38,1,11521781.0,11521781,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,9.389359439976184,11521781,21074315229002362000000000U7,MAQUILLADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,543.3748419759451,SCIAN 315229 | confeccion: ropa,,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
38,39,1,10494863.0,10494863,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,95.27123498152315,10494863,21074315229002341000000000U1,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,538.6216615975089,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
39,40,1,11528292.0,11528292,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,5.485969380704157,11528292,21074315229002771000000000U9,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,417.22267302070065,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
40,41,1,10416578.0,10416578,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,19.380576230279082,10416578,21074315229002972000000000U3,MAQUILLADORA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,396.53120538721794,"SCIAN 315229 | industrial: maquiladora | maquila: maquila, maquiladora | confeccion: ropa",maquila; maquiladora,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
41,42,1,9890969.0,9890969,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,18.34349441808342,9890969,21074315229002451000000000U8,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,372.71812752666017,"SCIAN 315229 | industrial: maquiladora | maquila: maquila, maquiladora | confeccion: ropa",maquila; maquiladora,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
42,43,1,11303687.0,11303687,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,43.86076391975668,11303687,21074315223001141000000000U9,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,True,238.85198557848463,"SCIAN 315229 | industrial: maquiladora | maquila: maquila, maquiladora | confeccion: ropa",maquila; maquiladora,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,cercania a hidrografia requiere cautela documental; maquila o confeccion productiva sin senal humeda
43,44,1,3428134.0,3428134,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,True,8.85870925044794,3428134,21074812210000223001000000U1,LAVANDERIA SANTA MONICA,812210,Lavander�as y tintorer�as,31 a 50 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavado_deslavado,incluir_prioritario,dentro_alcance_proyecto,True,True,True,False,True,False,False,False,True,106.66212361767664,SCIAN 812210 | lavado_deslavado: lavado | lavanderia_industrial: lavanderia,lavado; lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,
44,45,1,6272576.0,6272576,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,False,34.793695059573054,6272576,21074313310000034103000000U4,LAVADOS NACIONALES,313310,Acabado de productos textiles,51 a 100 personas,Huejotzingo,Los Encinos,alta_relevancia_ambiental,lavado_deslavado,incluir_prioritario,dentro_alcance_proyecto,True,True,True,False,True,False,True,False,False,787.6259313593117,SCIAN 313310 | lavado_deslavado: lavado | acabado_tratamiento: acabado,acabado; lavado,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,
45,46,1,6861846.0,6861846,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,True,12.7480826308301,6861846,21074812210000364001000000U3,STONE LAV,812210,Lavander�as y tintorer�as,51 a 100 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,True,True,True,False,False,False,False,False,False,1001.514311383179,SCIAN 812210,,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,
46,47,1,3428329.0,3428329,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,False,16.26184012480667,3428329,21074812210000243010000000U9,POLIPROCESO,313310,Acabado de productos textiles,11 a 30 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,acabado_textil,incluir_prioritario,dentro_alcance_proyecto,True,True,True,False,False,False,True,False,False,994.2954381024825,SCIAN 313310 | acabado_tratamiento: acabado,acabado,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,
47,48,1,11290346.0,11290346,textil_en_denue2026_pero_no_prioritario,"Si es textil/candidato, pero no prioritario automatico: decision=incluir_contexto_productivo; etapa=confeccion_maquila; banderas=sin bandera humeda/mezclilla prioritaria",True,True,False,False,124.28177401534518,11290346,21074315229002791000000000U7,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,False,False,False,False,False,False,False,True,False,365.909930962375,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,
48,49,1,8090455.0,8090455,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,True,2.178617336296574,8090455,21074315229001931000000000U0,TALLER DE MAQUILA DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,True,True,False,True,False,False,False,True,False,395.2363794813023,SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila | confeccion: ropa,maquila; mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo
49,50,1,11173772.0,11173772,si_entra_en_mi_universo_prioritario_2026,Coincide con mi universo prioritario 2026.,True,True,True,False,1.7210196563243838,11173772,21074315229002821000000000U2,TALLER DE PANTALLA DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,True,True,False,True,False,False,False,False,False,806.2422564973679,SCIAN 315229 | mezclilla_jeans: mezclilla | industrial: industria | confeccion: ropa,industria; mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo
