_id_key,id,en_universo_actual_santa,en_filtrado_2026_santa,en_mh_filtrado,en_denue2026_base,en_clasificacion_2026,conjunto_comparativo,comparacion,fuente_mapa,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,municipio,localidad,categoria_relevancia_ambiental,etapa_productiva_sugerida,decision_estudio_sugerida,decision_alcance_proyecto,presion_ambiental_potencial,confianza_clasificacion,flag_universo_alcance_proyecto,flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_cercania_hidrografia_250m,distancia_hidrografia_m,evidencia_clasificacion,palabras_clave_etapa,motivo_flag_estudio_prioritario,motivo_universo_alcance_proyecto,motivo_exclusion_prioritaria,motivo_auditoria,mh_name,mh_denue_flag,mh_id_denue,nombre_mapa,membresia,senales_resumen,lectura_auditoria
3326339,3326339,True,True,True,True,True,actual_2026_y_mh,actual_2026_y_mh,union_conjuntos,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,media,media,True,True,False,True,False,False,False,True,False,687.0095651501339,"SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila | confeccion: ropa, pantalon",maquila; mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo,8,1.0,3326339.0,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,actual Santa; filtrado 2026 Santa; MH filtrado,mezclilla/jeans; maquila,Coincide en ambos filtros y tambien en MH.
3326347,3326347,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229001391002000000U7,TALLER DE MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,913.7305904569644,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,11,1.0,3326347.0,TALLER DE MAQUILA SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3326348,3326348,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074315229001403002000000U0,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,11 a 30 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,media,media,True,True,False,True,False,False,False,True,False,886.4567113901371,"SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila | confeccion: ropa, pantalon",maquila; mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo,,,,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,actual Santa; filtrado 2026 Santa,mezclilla/jeans; maquila,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3327188,3327188,False,False,True,False,False,solo_mh,solo_mh,union_conjuntos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.0,3327188.0,,MH filtrado,proceso humedo; mezclilla/jeans; lavado/deslavado; tenido/tintoreria; acabado/tratamiento; maquila; cercania <=250m hidrografia,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427182,3427182,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074333291000022001000000U7,TALLER DE MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,11 a 30 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,1037.901562391848,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,15,1.0,3427182.0,TALLER DE MAQUILA SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427211,3427211,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315225000041002000000U7,MAQUILA DE PANTALON SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,1075.2826106300781,"SCIAN 315229 | maquila: maquila | confeccion: ropa, pantalon",maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,16,1.0,3427211.0,MAQUILA DE PANTALON SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427213,3427213,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000342001000000U9,LAVANDERIA MAGALY,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,814.1520081762612,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA MAGALY,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3427228,3427228,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000141000000000U5,TINTORERIA LIZ,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,False,True,False,False,False,1060.8629651416393,SCIAN 812210 | tenido_tintoreria: tintoreria,tintoreria,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,,,,,TINTORERIA LIZ,actual Santa; filtrado 2026 Santa,proceso humedo; tenido/tintoreria,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3427244,3427244,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000131000000000U6,TINTORERIA LIZ,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,False,True,False,False,False,973.1881135838404,SCIAN 812210 | tenido_tintoreria: tintoreria,tintoreria,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,,,,,TINTORERIA LIZ,actual Santa; filtrado 2026 Santa,proceso humedo; tenido/tintoreria,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3427268,3427268,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229000111002000000U0,TALLER DE MAQUILA DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,720.846797028796,"SCIAN 315229 | maquila: maquila | confeccion: ropa, pantalon",maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,7,1.0,3427268.0,TALLER DE MAQUILA DE PANTALON,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427858,3427858,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074314991000122002000000U3,TALLER DE MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,485.41544533583243,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,21,1.0,3427858.0,TALLER DE MAQUILA,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427887,3427887,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229001142001000000U4,TALLER DE MAQUILA HOJALEADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,675.6018178581392,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,22,1.0,3427887.0,TALLER DE MAQUILA HOJALEADORA,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427899,3427899,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229000831002000000U3,TALLER DE MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,709.2462567561888,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,23,1.0,3427899.0,TALLER DE MAQUILA,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3427952,3427952,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000031010000000U8,MAQUILA DE LAVANDERIA DE PANTALON,313310,Acabado de productos textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,True,False,True,True,False,1029.744659867909,SCIAN 313310 | lavanderia_industrial: lavanderia | acabado_tratamiento: acabado | industrial: industria | maquila: maquila | confeccion: pantalon,acabado; industria; lavanderia; maquila,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,MAQUILA DE LAVANDERIA DE PANTALON,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado; acabado/tratamiento; maquila,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3427993,3427993,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000213002000000U2,LAVANDERIA SIN NOMBRE,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,667.1629677809149,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA SIN NOMBRE,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428048,3428048,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229000581000000000U4,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,731.8610011959705,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,17,1.0,3428048.0,MAQUILA SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3428103,3428103,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000192001000000U8,LAVANDERIA NOVALAV,812210,Lavander�as y tintorer�as,11 a 30 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,470.72498593700766,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA NOVALAV,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428125,3428125,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000182000000000U9,LAVANDERIA SANTA CECILIA,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,299.3850077849367,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA SANTA CECILIA,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428134,3428134,True,True,True,True,True,actual_2026_y_mh,actual_2026_y_mh,union_conjuntos,21074812210000223001000000U1,LAVANDERIA SANTA MONICA,812210,Lavander�as y tintorer�as,31 a 50 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavado_deslavado,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,True,False,False,False,True,106.66212361767664,SCIAN 812210 | lavado_deslavado: lavado | lavanderia_industrial: lavanderia,lavado; lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,44,1.0,3428134.0,LAVANDERIA SANTA MONICA,actual Santa; filtrado 2026 Santa; MH filtrado,proceso humedo; lavado/deslavado; cercania <=250m hidrografia,Coincide en ambos filtros y tambien en MH.
3428151,3428151,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229001371002000000U9,MAQUILA DE PANTALON DE MESCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,524.2340826878153,"SCIAN 315229 | maquila: maquila | confeccion: ropa, pantalon",maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,29,1.0,3428151.0,MAQUILA DE PANTALON DE MESCLILLA,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3428168,3428168,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229000051002000000U8,TALLER DE MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,399.30138586950335,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,32,1.0,3428168.0,TALLER DE MAQUILA SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
3428174,3428174,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000172002000000U0,LAVANDERIA ALEX,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,263.3192922292199,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA ALEX,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428228,3428228,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074315229000811002000000U5,MAQUILAR PANTALON DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,media,media,True,True,False,True,False,False,False,True,False,971.5512807745988,"SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila | confeccion: ropa, pantalon",maquila; mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo,,,,MAQUILAR PANTALON DE MEZCLILLA,actual Santa; filtrado 2026 Santa,mezclilla/jeans; maquila,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428283,3428283,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000121001000000U7,LAVANDERIA LAVAMEXXAL,812210,Lavander�as y tintorer�as,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,1088.439059279807,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA LAVAMEXXAL,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428321,3428321,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000051011000000U6,LAVANDERIA Y TERMINADOS G C,313310,Acabado de productos textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,True,False,True,False,False,922.9809311420709,SCIAN 313310 | lavanderia_industrial: lavanderia | acabado_tratamiento: acabado | industrial: industria,acabado; industria; lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA Y TERMINADOS G C,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado; acabado/tratamiento,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
3428329,3428329,False,True,True,True,True,2026_y_mh_no_actual,2026_y_mh_no_actual,union_conjuntos,21074812210000243010000000U9,POLIPROCESO,313310,Acabado de productos textiles,11 a 30 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,acabado_textil,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,False,False,True,False,False,994.2954381024825,SCIAN 313310 | acabado_tratamiento: acabado,acabado,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,,47,1.0,3428329.0,POLIPROCESO,filtrado 2026 Santa; MH filtrado,proceso humedo; acabado/tratamiento,Nuevo candidato del filtrado 2026 para Santa Ana.
3538483,3538483,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229001255003000000U4,HERA APPAREL,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,51 a 100 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,True,170.68574841574875,SCIAN 315229 | confeccion: ropa,,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,cercania a hidrografia requiere cautela documental; maquila o confeccion productiva sin senal humeda,1,1.0,3538483.0,HERA APPAREL,MH filtrado,maquila; cercania <=250m hidrografia,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
6272576,6272576,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074313310000034103000000U4,LAVADOS NACIONALES,313310,Acabado de productos textiles,51 a 100 personas,Huejotzingo,Los Encinos,alta_relevancia_ambiental,lavado_deslavado,incluir_prioritario,dentro_alcance_proyecto,alta,alta,True,True,True,False,True,False,True,False,False,787.6259313593117,SCIAN 313310 | lavado_deslavado: lavado | acabado_tratamiento: acabado,acabado; lavado,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,45,1.0,6272576.0,LAVADOS NACIONALES,MH filtrado,proceso humedo; lavado/deslavado; acabado/tratamiento,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
6450047,6450047,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229000221000000000U7,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,699.1442942513505,SCIAN 315229 | maquila: maquila | confeccion: ropa,maquila,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,18,1.0,6450047.0,MAQUILA SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
6861846,6861846,True,True,True,True,True,actual_2026_y_mh,actual_2026_y_mh,union_conjuntos,21074812210000364001000000U3,STONE LAV,812210,Lavander�as y tintorer�as,51 a 100 personas,Huejotzingo,Santa Ana Xalmimilulco,revisar,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,False,False,False,False,False,1001.514311383179,SCIAN 812210,,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento,,,46,1.0,6861846.0,STONE LAV,actual Santa; filtrado 2026 Santa; MH filtrado,proceso humedo,Coincide en ambos filtros y tambien en MH.
7742787,7742787,True,True,True,True,True,actual_2026_y_mh,actual_2026_y_mh,union_conjuntos,21074461160000781011000000U9,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,media,media,True,True,False,True,False,False,False,True,False,646.8218556008736,"SCIAN 315229 | mezclilla_jeans: mezclilla, pantalones de mezclilla | maquila: maquila | confeccion: ropa, pantalon",maquila; mezclilla; pantalones de mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo,37,1.0,7742787.0,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,actual Santa; filtrado 2026 Santa; MH filtrado,mezclilla/jeans; maquila,Coincide en ambos filtros y tambien en MH.
8088970,8088970,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074315229001671000000000U2,MAQUILADORA DE PANTALONES DE MEZCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,fabricacion_mezclilla,validar_documentalmente,dentro_alcance_proyecto,media,media,True,True,False,True,False,False,False,True,False,994.0648440878524,"SCIAN 315229 | mezclilla_jeans: mezclilla, pantalones de mezclilla | industrial: maquiladora | maquila: maquila, maquiladora | confeccion: ropa, pantalon",maquila; maquiladora; mezclilla; pantalones de mezclilla,contexto productivo textil,senal de mezclilla/jeans,,mezclilla/jeans sin evidencia directa de proceso humedo,,,,MAQUILADORA DE PANTALONES DE MEZCLILLA,actual Santa; filtrado 2026 Santa,mezclilla/jeans; maquila,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
8089208,8089208,False,False,True,True,True,solo_mh,solo_mh,union_conjuntos,21074315229001731000000000U4,TERMINADO DE PANTALON SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,media_relevancia_ambiental,confeccion_maquila,incluir_contexto_productivo,fuera_alcance_contexto_textil,media,media,False,False,False,False,False,False,False,True,False,949.3074609503949,"SCIAN 315229 | confeccion: ropa, pantalon",,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",textil fuera del alcance operativo definido para este proyecto,,,12,1.0,8089208.0,TERMINADO DE PANTALON SIN NOMBRE,MH filtrado,maquila,Solo aparece en MH filtrado; revisar si es maquila/confeccion sin senal prioritaria.
8089261,8089261,True,True,False,True,True,actual_y_2026_no_mh,actual_y_2026_no_mh,union_conjuntos,21074812210000431000000000U0,LAVANDERIA REY,812210,Lavander�as y tintorer�as,0 a 5 personas,Huejotzingo,Santa Ana Xalmimilulco,alta_relevancia_ambiental,lavanderia_industrial,incluir_prioritario,dentro_alcance_proyecto,alta,media,True,True,True,False,True,False,False,False,False,1122.208125024331,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,,,,,,LAVANDERIA REY,actual Santa; filtrado 2026 Santa,proceso humedo; lavado/deslavado,Coincide entre mi universo actual y mi filtrado 2026; no esta en MH filtrado.
