tipo_comparacion,n_comparaciones,ari_global_media,ari_global_min,ari_sin_ruido_media,ari_sin_ruido_min,ari_sin_mega_media,ari_sin_mega_min
cinco_particiones_mas_similares_mismo_metodo,5,0.9365642631532365,0.8486011210215152,0.9921993779515199,0.9633458534877964,0.8194613572048468,0.5830489310939269
perturbacion_gaussiana_25m,3,0.925520713345322,0.892302188181278,0.9860192242087554,0.9786517621832721,0.8963218758137814,0.8538408949768707
