grupo_espacial,CLUSTER_004,CLUSTER_005,CLUSTER_006,CLUSTER_007,CLUSTER_008,CLUSTER_009,CLUSTER_010,CLUSTER_011,CLUSTER_012,CLUSTER_013,CLUSTER_014,CLUSTER_015,CLUSTER_016,CLUSTER_017,CLUSTER_018,CLUSTER_019,CLUSTER_020,CLUSTER_021
CLUSTER_004,0.0,0.13650889168207755,0.2903160995486469,0.4177826975435758,0.08547308570223178,0.26929571135099917,0.33363263662157255,0.2818525659891744,0.09725304656244672,0.04349416465782046,0.35214694366461985,0.37282249734542466,0.09241023069454347,0.09827339225134547,0.35174433725691767,0.0766146933325593,0.5534848085420735,0.4496721256612666
CLUSTER_005,0.13650889168207755,0.0,0.35424830974658406,0.41994255456074664,0.12205530356179602,0.3003207335456898,0.2962728685690593,0.34949788021955586,0.13908031227852619,0.14969342889748066,0.4036862029948852,0.40669825321077435,0.14935128224978028,0.14385739464140213,0.40749823579541583,0.13359209479923223,0.5650076261535139,0.46252547651564635
CLUSTER_006,0.2903160995486469,0.35424830974658406,0.0,0.5568443358657856,0.3657516493709809,0.44324459551706835,0.5341875626439394,0.2759318337419505,0.37691132240981823,0.3358358582284936,0.4520519864644644,0.5300268246935553,0.3036327692896524,0.3962618505933702,0.4662186059390863,0.3061081644850806,0.6701716967086213,0.5486210699448997
CLUSTER_007,0.4177826975435758,0.41994255456074664,0.5568443358657856,0.0,0.40786056694148165,0.5406563231669707,0.548057480248541,0.3355341240016209,0.3834785120442206,0.39252282507949854,0.19056959459151268,0.11654786502096391,0.30073214276295646,0.35079681015884,0.16563009771734935,0.35274550023803064,0.09325787792670931,0.062120877156162685
CLUSTER_008,0.08547308570223178,0.12205530356179602,0.3657516493709809,0.40786056694148165,0.0,0.3105252016975025,0.34197760381470416,0.315761541145044,0.06331331064122662,0.10562787574847088,0.3638434971238803,0.3838425822222291,0.12302878418394637,0.11189317037335814,0.365873100803826,0.09649159987476302,0.5555761260359231,0.46970481169106487
CLUSTER_009,0.26929571135099917,0.3003207335456898,0.44324459551706835,0.5406563231669707,0.3105252016975025,0.0,0.10750820984757321,0.3918826249687287,0.2874419628100149,0.2829365922696356,0.5044064324517441,0.5545868052855565,0.34087060714788214,0.30893069066167,0.5193625304599162,0.29033891943325696,0.6705136231440261,0.5629862150114994
CLUSTER_010,0.33363263662157255,0.2962728685690593,0.5341875626439394,0.548057480248541,0.34197760381470416,0.10750820984757321,0.0,0.4669045627010442,0.3483468132618375,0.35830699585291637,0.552718544607577,0.5703486400436047,0.3872784125699724,0.34523779226819884,0.5642565136315343,0.34872297844594335,0.6584165798332642,0.5611716271483872
CLUSTER_011,0.2818525659891744,0.34949788021955586,0.2759318337419505,0.3355341240016209,0.315761541145044,0.3918826249687287,0.4669045627010442,0.0,0.23701058368930683,0.22469671506608968,0.16528164348445784,0.31699346498940734,0.22564948031190601,0.2618991565882935,0.205054551742283,0.21533710415627616,0.46076140295282314,0.3741573700301891
CLUSTER_012,0.09725304656244672,0.13908031227852619,0.37691132240981823,0.3834785120442206,0.06331331064122662,0.2874419628100149,0.3483468132618375,0.23701058368930683,0.0,0.05281512039886844,0.2894589833416651,0.35763596898748184,0.11976037268722874,0.09511301533649878,0.3027692213357499,0.06483126703426498,0.5393241174087275,0.4647212552640713
CLUSTER_013,0.04349416465782046,0.14969342889748066,0.3358358582284936,0.39252282507949854,0.10562787574847088,0.2829365922696356,0.35830699585291637,0.22469671506608968,0.05281512039886844,0.0,0.2801593457895791,0.34550458367806214,0.1035510999768283,0.07781261495351952,0.29243110148074336,0.07321161225362552,0.5355845137131504,0.4575053121672352
CLUSTER_014,0.35214694366461985,0.4036862029948852,0.4520519864644644,0.19056959459151268,0.3638434971238803,0.5044064324517441,0.552718544607577,0.16528164348445784,0.2894589833416651,0.2801593457895791,0.0,0.1293315744115202,0.2482707044251706,0.28324589348637647,0.03266954237637193,0.27490824680571835,0.25260224238336415,0.24667217636512956
CLUSTER_015,0.37282249734542466,0.40669825321077435,0.5300268246935553,0.11654786502096391,0.3838425822222291,0.5545868052855565,0.5703486400436047,0.31699346498940734,0.35763596898748184,0.34550458367806214,0.1293315744115202,0.0,0.25950045562594126,0.3028995103696107,0.09463317691543115,0.32580146699017243,0.12830080010120243,0.1598114512177592
CLUSTER_016,0.09241023069454347,0.14935128224978028,0.3036327692896524,0.30073214276295646,0.12302878418394637,0.34087060714788214,0.3872784125699724,0.22564948031190601,0.11976037268722874,0.1035510999768283,0.2482707044251706,0.25950045562594126,0.0,0.10631107316123292,0.25164612421604926,0.06231109024268465,0.42694319759440313,0.3307676434327107
CLUSTER_017,0.09827339225134547,0.14385739464140213,0.3962618505933702,0.35079681015884,0.11189317037335814,0.30893069066167,0.34523779226819884,0.2618991565882935,0.09511301533649878,0.07781261495351952,0.28324589348637647,0.3028995103696107,0.10631107316123292,0.0,0.288014572645539,0.10768029671754331,0.4818397504467004,0.39694930312753884
CLUSTER_018,0.35174433725691767,0.40749823579541583,0.4662186059390863,0.16563009771734935,0.365873100803826,0.5193625304599162,0.5642565136315343,0.205054551742283,0.3027692213357499,0.29243110148074336,0.03266954237637193,0.09463317691543115,0.25164612421604926,0.288014572645539,0.0,0.2895385812235408,0.21314567684957006,0.21980955717105385
CLUSTER_019,0.0766146933325593,0.13359209479923223,0.3061081644850806,0.35274550023803064,0.09649159987476302,0.29033891943325696,0.34872297844594335,0.21533710415627616,0.06483126703426498,0.07321161225362552,0.27490824680571835,0.32580146699017243,0.06231109024268465,0.10768029671754331,0.2895385812235408,0.0,0.5023327357236054,0.4058382303441457
