cluster,rasgo,n,conteo,prevalencia_cluster,prevalencia_global,diferencia_pp,lift,log2_lift,odds_ratio,IC95,p_fisher,p_BH,estado_celda
CLUSTER_009,actividad_bordado_deshilado,30,0,0.0,0.0446384039900249,-4.46384039900249,0.0,,0.0,"[0.0211, 5.7]",0.6429054765898565,0.8865873911037537,NO_SOBRERREPRESENTADO
CLUSTER_009,senal_pantalon,30,0,0.0,0.0366583541147132,-3.66583541147132,0.0,,0.0,"[0.0259, 7]",0.6264104001421413,0.8816375019289009,NO_SOBRERREPRESENTADO
CLUSTER_009,senal_mezclilla_o_pantalon,30,0,0.0,0.0456359102244389,-4.56359102244389,0.0,,0.0,"[0.0207, 5.57]",0.3998530848197658,0.6543846810980979,NO_SOBRERREPRESENTADO
CLUSTER_010,textil,142,5,0.0352112676056338,0.2483790523690773,-21.31677847634435,0.1417642400588268,-2.8184344353431183,0.1059535822401614,"[0.0494, 0.273]",3.661896930434538e-12,2.6646143621459828e-11,NO_SOBRERREPRESENTADO
CLUSTER_010,mezclilla,142,0,0.0,0.0184538653366583,-1.8453865336658297,0.0,,0.0,"[0.011, 2.9]",0.1134120419166597,0.2409125362453269,NO_SOBRERREPRESENTADO
CLUSTER_010,humedo_explicito,142,3,0.0211267605633802,0.0922693266832917,-7.114256611991141,0.228968405024743,-2.1267795579575552,0.2058886950385196,"[0.0823, 0.694]",0.0009920324768244,0.0033927510707397,NO_SOBRERREPRESENTADO
CLUSTER_010,lavado_generico,142,2,0.0140845070422535,0.2992518703241895,-28.5167363281936,0.0470657276995305,-4.40917928865828,0.031838778917243,"[0.0113, 0.139]",1.0320398550133268e-19,9.804378622626605e-19,NO_SOBRERREPRESENTADO
CLUSTER_010,produccion,142,30,0.2112676056338028,0.1219451371571072,8.93224684766955,1.7324807742158472,0.7928393424938853,1.9893790849673203,"[1.33, 3.04]",0.0023437996211047,0.0072214366704308,SOBRERREPRESENTADO
CLUSTER_010,maquila,142,13,0.0915492957746478,0.1468827930174563,-5.53334972428084,0.6232812836270595,-0.682044703851768,0.575958225667528,"[0.338, 1.05]",0.0690132212365475,0.1650525990412535,NO_SOBRERREPRESENTADO
CLUSTER_010,proceso_seco_explicito,142,2,0.0140845070422535,0.1605985037406483,-14.65139966983948,0.0877001137258332,-3.5112774762770163,0.0717846016911437,"[0.0255, 0.313]",7.549598361319361e-09,4.2327256386413474e-08,NO_SOBRERREPRESENTADO
CLUSTER_010,scian_textil,142,137,0.9647887323943662,0.6044887780548629,36.029995433950326,1.5960407660484357,0.6744975013251763,18.94158285964145,"[7.35, 40.6]",2.17898216245239e-24,2.328787186120992e-23,SOBRERREPRESENTADO
CLUSTER_010,scian_acabado_humedo,142,1,0.0070422535211267,0.0084788029925187,-0.14365494713919,0.8305716652858327,-0.2678234394127387,0.8241994412207179,"[0.234, 6.28]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_010,scian_lavanderia,142,5,0.0352112676056338,0.3955112219451371,-36.029995433950326,0.0890272276788093,-3.489609558979016,0.0527938983457757,"[0.0246, 0.136]",2.17898216245239e-24,2.328787186120992e-23,NO_SOBRERREPRESENTADO
CLUSTER_010,actividad_lavanderia_tintoreria,142,5,0.0352112676056338,0.3955112219451371,-36.029995433950326,0.0890272276788093,-3.489609558979016,0.0527938983457757,"[0.0246, 0.136]",2.17898216245239e-24,2.328787186120992e-23,NO_SOBRERREPRESENTADO
CLUSTER_010,actividad_acabado_textil,142,1,0.0070422535211267,0.0084788029925187,-0.14365494713919,0.8305716652858327,-0.2678234394127387,0.8241994412207179,"[0.234, 6.28]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_010,actividad_confeccion,142,1,0.0070422535211267,0.3895261845386533,-38.24839310175266,0.0180790247245315,-5.789539336304379,0.0104815516512873,"[0.00313, 0.0784]",1.2790862742451866e-29,1.776690237288063e-28,NO_SOBRERREPRESENTADO
CLUSTER_010,actividad_fabricacion_telas,142,1,0.0070422535211267,0.0386533665835411,-3.16111130624143,0.182189913675602,-2.456485003436637,0.1710417242332136,"[0.0506, 1.28]",0.0435282531137405,0.1110944967529795,NO_SOBRERREPRESENTADO
CLUSTER_010,actividad_tejido_hilado,142,135,0.9507042253521126,0.0895261845386533,86.11780408134592,10.619286751147554,3.40861496506538,313.7372448979592,"[139, 619]",9.567027641479225e-143,8.179808633464737e-141,SOBRERREPRESENTADO
CLUSTER_010,actividad_bordado_deshilado,142,0,0.0,0.0446384039900249,-4.46384039900249,0.0,,0.0,"[0.00447, 1.16]",0.0028014368910446,0.008404310673134,NO_SOBRERREPRESENTADO
CLUSTER_010,senal_pantalon,142,0,0.0,0.0366583541147132,-3.66583541147132,0.0,,0.0,"[0.00548, 1.43]",0.0098792615379187,0.0279232020327951,NO_SOBRERREPRESENTADO
CLUSTER_010,senal_mezclilla_o_pantalon,142,0,0.0,0.0456359102244389,-4.56359102244389,0.0,,0.0,"[0.00437, 1.14]",0.0017933834165017,0.0056269461325099,NO_SOBRERREPRESENTADO
CLUSTER_011,textil,8,3,0.375,0.2483790523690773,12.662094763092268,1.509789156626506,0.5943470899953579,1.8181268882175223,"[0.504, 7.38]",0.4189631760297175,0.6701184349750399,FILTRADO_POR_CRITERIO
CLUSTER_011,mezclilla,8,0,0.0,0.0184538653366583,-1.8453865336658297,0.0,,0.0,"[0.177, 54.2]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,humedo_explicito,8,0,0.0,0.0922693266832917,-9.22693266832917,0.0,,0.0,"[0.0332, 10]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,lavado_generico,8,1,0.125,0.2992518703241895,-17.42518703241895,0.4177083333333333,-1.2594321691535983,0.3339687835100679,"[0.0809, 2.7]",0.4490528412956053,0.7044773932252156,NO_SOBRERREPRESENTADO
CLUSTER_011,produccion,8,2,0.25,0.1219451371571072,12.80548628428927,2.0501022494887526,1.035695866390049,2.405886379192334,"[0.643, 12]",0.2540586348579618,0.4696651520076916,FILTRADO_POR_CRITERIO
CLUSTER_011,maquila,8,0,0.0,0.1468827930174563,-14.688279301745629,0.0,,0.0,"[0.0196, 5.91]",0.6131981330618644,0.8816375019289009,NO_SOBRERREPRESENTADO
CLUSTER_011,proceso_seco_explicito,8,3,0.375,0.1605985037406483,21.44014962593516,2.3350155279503104,1.2234321439488218,3.146021840873635,"[0.871, 12.8]",0.123479149013671,0.2543968009799728,FILTRADO_POR_CRITERIO
CLUSTER_011,scian_textil,8,7,0.875,0.6044887780548629,27.05112219451371,1.4475041254125411,0.5335674599269358,4.590401323955317,"[0.567, 19]",0.1578267359363553,0.3102111706335259,FILTRADO_POR_CRITERIO
CLUSTER_011,scian_acabado_humedo,8,0,0.0,0.0084788029925187,-0.8478802992518699,0.0,,0.0,"[0.383, 120]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,scian_lavanderia,8,1,0.125,0.3955112219451371,-27.05112219451371,0.316046658259773,-1.661790534361696,0.2178458765209553,"[0.0528, 1.76]",0.1578267359363553,0.3102111706335259,NO_SOBRERREPRESENTADO
CLUSTER_011,actividad_lavanderia_tintoreria,8,1,0.125,0.3955112219451371,-27.05112219451371,0.316046658259773,-1.661790534361696,0.2178458765209553,"[0.0528, 1.76]",0.1578267359363553,0.3102111706335259,NO_SOBRERREPRESENTADO
CLUSTER_011,actividad_acabado_textil,8,0,0.0,0.0084788029925187,-0.8478802992518699,0.0,,0.0,"[0.383, 120]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,actividad_confeccion,8,3,0.375,0.3895261845386533,-1.45261845386533,0.962708066581306,-0.0548297160785404,0.9402180885182808,"[0.261, 3.81]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,actividad_fabricacion_telas,8,0,0.0,0.0386533665835411,-3.86533665835411,0.0,,0.0,"[0.0836, 25.3]",1.0,1.0,NO_SOBRERREPRESENTADO
CLUSTER_011,actividad_tejido_hilado,8,0,0.0,0.0895261845386533,-8.95261845386533,0.0,,0.0,"[0.0343, 10.4]",1.0,1.0,NO_SOBRERREPRESENTADO
