cluster_a,cluster_b,distancia_coseno,distancia_js,distancia_combinada,senales_compartidas,scian3_compartidos,diferencias_principales
CLUSTER_015,CLUSTER_017,0.2150399639504884,0.390759056788733,0.3028995103696107,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:18.5% | actividad_lavanderia_tintoreria:13.3%,315:41.3% | 812:13.3% | 314:2.2%,actividad_confeccion:44.2pp | scian_lavanderia:35.6pp | actividad_lavanderia_tintoreria:35.6pp
CLUSTER_006,CLUSTER_016,0.09018311054214645,0.5170824280371583,0.3036327692896524,scian_textil:84.3% | maquila:45.1% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0% | 314:9.8%,maquila:34.9pp | actividad_confeccion:30.6pp | actividad_lavanderia_tintoreria:15.7pp
CLUSTER_006,CLUSTER_019,0.10596010363572606,0.5062562253344352,0.3061081644850806,scian_textil:91.0% | maquila:44.0% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0% | 314:9.0%,maquila:36.0pp | actividad_confeccion:36.0pp | produccion:25.0pp
CLUSTER_009,CLUSTER_017,0.3524358001514297,0.2654255811719103,0.30893069066167,scian_textil:86.7% | textil:16.7% | actividad_confeccion:16.7% | produccion:11.1% | maquila:10.0%,315:84.4% | 314:2.2%,actividad_tejido_hilado:80.0pp | actividad_confeccion:67.8pp | proceso_seco_explicito:14.4pp
CLUSTER_008,CLUSTER_009,0.39926871839678035,0.22178168499822457,0.3105252016975025,scian_textil:92.0% | textil:16.7% | actividad_confeccion:16.7% | produccion:14.8% | maquila:10.0%,315:87.5% | 314:3.0%,actividad_tejido_hilado:78.2pp | actividad_confeccion:69.1pp | maquila:45.8pp
CLUSTER_008,CLUSTER_011,0.21412476793938684,0.4173983143507012,0.315761541145044,scian_textil:87.5% | textil:37.5% | actividad_confeccion:37.5% | proceso_seco_explicito:15.7% | produccion:14.8%,315:50.0% | 812:8.0% | 314:3.0%,maquila:55.8pp | actividad_confeccion:48.3pp | senal_mezclilla_o_pantalon:40.7pp
CLUSTER_011,CLUSTER_015,0.2321592346506055,0.40182769532820917,0.31699346498940734,scian_textil:51.1% | actividad_confeccion:37.5% | textil:22.8% | proceso_seco_explicito:18.5% | produccion:13.0%,315:41.3% | 812:12.5% | 314:8.7%,actividad_lavanderia_tintoreria:36.4pp | scian_lavanderia:36.4pp | scian_textil:36.4pp
CLUSTER_015,CLUSTER_019,0.25736558878899674,0.39423734519134807,0.32580146699017243,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:18.5% | produccion:13.0%,315:41.3% | 812:9.0% | 314:8.7%,scian_textil:39.9pp | scian_lavanderia:39.9pp | actividad_lavanderia_tintoreria:39.9pp
CLUSTER_016,CLUSTER_021,0.2597581720031409,0.40177711486228057,0.3307676434327107,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:15.7% | lavado_generico:15.7% | scian_lavanderia:15.7%,315:29.0% | 812:15.7% | 314:9.8%,actividad_confeccion:44.8pp | maquila:41.9pp | actividad_lavanderia_tintoreria:26.2pp
CLUSTER_004,CLUSTER_010,0.4533174788163683,0.21394779442677678,0.33363263662157255,scian_textil:92.9% | maquila:9.2% | produccion:7.1% | actividad_tejido_hilado:7.1% | actividad_lavanderia_tintoreria:3.5%,315:85.7% | 812:3.5%,actividad_tejido_hilado:87.9pp | actividad_confeccion:77.9pp | maquila:51.6pp
CLUSTER_007,CLUSTER_011,0.20308014179750067,0.46798810620574116,0.3355341240016209,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | produccion:17.2% | proceso_seco_explicito:13.1%,315:34.3% | 812:12.5% | 314:8.1%,scian_textil:31.9pp | scian_lavanderia:31.9pp | actividad_lavanderia_tintoreria:31.9pp
CLUSTER_006,CLUSTER_013,0.14533076039723147,0.5263409560597557,0.3358358582284936,scian_textil:91.9% | actividad_confeccion:40.0% | maquila:36.9% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0% | 314:6.7%,maquila:43.1pp | actividad_confeccion:41.2pp | textil:33.0pp
CLUSTER_009,CLUSTER_016,0.34605257591496574,0.33568863838079854,0.34087060714788214,scian_textil:84.3% | textil:16.7% | actividad_confeccion:16.7% | proceso_seco_explicito:10.0% | maquila:10.0%,315:72.5% | 314:3.3%,actividad_tejido_hilado:78.0pp | actividad_confeccion:53.9pp | maquila:35.1pp
CLUSTER_008,CLUSTER_010,0.5300950600963464,0.1538601475330619,0.34197760381470416,scian_textil:92.0% | produccion:14.8% | maquila:9.2% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:87.5% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:93.3pp | actividad_confeccion:85.1pp | maquila:46.6pp
CLUSTER_010,CLUSTER_017,0.49257573226388984,0.1978998522725078,0.34523779226819884,scian_textil:86.7% | produccion:11.1% | maquila:9.2% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:84.4% | 812:3.5%,actividad_tejido_hilado:95.1pp | actividad_confeccion:83.7pp | proceso_seco_explicito:23.0pp
CLUSTER_013,CLUSTER_015,0.2668291744236264,0.4241799929324979,0.34550458367806214,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:18.5% | maquila:12.0%,315:41.3% | 812:8.1% | 314:6.7%,actividad_confeccion:41.0pp | scian_lavanderia:40.9pp | actividad_lavanderia_tintoreria:40.9pp
CLUSTER_010,CLUSTER_012,0.5193073939719082,0.17738623255176672,0.3483468132618375,scian_textil:92.9% | produccion:21.1% | maquila:9.2% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:86.6% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:93.3pp | actividad_confeccion:83.2pp | textil:62.1pp
CLUSTER_010,CLUSTER_019,0.44966939958527097,0.24777655730661577,0.34872297844594335,scian_textil:91.0% | produccion:21.1% | maquila:9.2% | actividad_tejido_hilado:4.0% | actividad_lavanderia_tintoreria:3.5%,315:80.0% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:91.1pp | actividad_confeccion:75.3pp | textil:35.5pp
CLUSTER_005,CLUSTER_011,0.18513745483502797,0.5138583056040837,0.34949788021955586,scian_textil:87.5% | actividad_confeccion:37.5% | proceso_seco_explicito:27.3% | textil:27.3% | produccion:12.1%,315:50.0% | 812:6.1%,maquila:63.6pp | actividad_confeccion:41.3pp | actividad_bordado_deshilado:25.0pp
CLUSTER_007,CLUSTER_017,0.23168242812301432,0.46991119219466565,0.35079681015884,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | actividad_lavanderia_tintoreria:13.3% | scian_lavanderia:13.3%,315:34.3% | 812:13.3% | 314:2.2%,actividad_confeccion:53.1pp | scian_lavanderia:31.1pp | actividad_lavanderia_tintoreria:31.1pp
CLUSTER_004,CLUSTER_018,0.28845154077569346,0.41503713373814194,0.35174433725691767,scian_textil:59.4% | actividad_confeccion:40.6% | textil:28.6% | scian_lavanderia:7.1% | proceso_seco_explicito:7.1%,315:40.6% | 314:7.1% | 812:7.1%,maquila:57.6pp | actividad_confeccion:37.9pp | actividad_lavanderia_tintoreria:33.5pp
CLUSTER_004,CLUSTER_014,0.3112549961576422,0.39303889117159757,0.35214694366461985,scian_textil:64.3% | actividad_confeccion:42.9% | textil:28.6% | scian_lavanderia:7.1% | proceso_seco_explicito:7.1%,315:42.9% | 314:7.1% | 812:7.1%,maquila:60.7pp | actividad_confeccion:35.7pp | proceso_seco_explicito:35.7pp
CLUSTER_007,CLUSTER_019,0.2658499693265599,0.4396410311495013,0.35274550023803064,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | produccion:17.2% | proceso_seco_explicito:13.1%,315:34.3% | 812:9.0% | 314:8.1%,actividad_confeccion:44.7pp | maquila:41.0pp | actividad_lavanderia_tintoreria:35.4pp
CLUSTER_005,CLUSTER_006,0.05514882800037624,0.6533477914927919,0.35424830974658406,scian_textil:93.9% | maquila:63.6% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0%,actividad_confeccion:38.8pp | maquila:16.4pp | proceso_seco_explicito:12.3pp
CLUSTER_012,CLUSTER_015,0.28039131076870405,0.4348806272062596,0.35763596898748184,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:18.5% | produccion:13.0%,315:41.3% | 812:7.1% | 314:4.9%,actividad_confeccion:43.7pp | textil:42.8pp | actividad_lavanderia_tintoreria:41.8pp
CLUSTER_010,CLUSTER_013,0.502443392407933,0.21417059929789975,0.35830699585291637,scian_textil:91.9% | produccion:9.4% | maquila:9.2% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:85.2% | 812:3.5%,actividad_tejido_hilado:91.7pp | actividad_confeccion:80.5pp | textil:49.5pp
CLUSTER_008,CLUSTER_014,0.2929213266300087,0.43476566761775187,0.3638434971238803,scian_textil:64.3% | textil:42.9% | actividad_confeccion:42.9% | proceso_seco_explicito:15.7% | produccion:14.8%,315:42.9% | 812:8.0% | 314:3.0%,maquila:55.8pp | actividad_confeccion:42.9pp | senal_mezclilla_o_pantalon:40.7pp
CLUSTER_006,CLUSTER_008,0.14711818348236672,0.5843851152595951,0.3657516493709809,scian_textil:92.0% | maquila:55.8% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0% | 314:3.0%,actividad_confeccion:45.8pp | senal_mezclilla_o_pantalon:40.7pp | senal_pantalon:35.9pp
CLUSTER_008,CLUSTER_018,0.28104293180961637,0.45070326979803566,0.365873100803826,scian_textil:59.4% | textil:45.1% | actividad_confeccion:40.6% | proceso_seco_explicito:15.7% | produccion:14.8%,315:40.6% | 812:8.0% | 314:3.0%,maquila:52.7pp | actividad_confeccion:45.1pp | senal_mezclilla_o_pantalon:40.7pp
CLUSTER_004,CLUSTER_015,0.31064943284027613,0.4349955618505732,0.37282249734542466,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | maquila:12.0% | scian_lavanderia:7.1%,315:41.3% | 314:7.1% | 812:7.1%,maquila:48.8pp | scian_textil:41.8pp | scian_lavanderia:41.8pp
CLUSTER_011,CLUSTER_021,0.2936209009956511,0.4546938390647272,0.3741573700301891,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:12.5% | lavado_generico:12.5% | scian_lavanderia:12.5%,315:29.0% | 314:12.9% | 812:12.5%,proceso_seco_explicito:37.5pp | textil:34.3pp | actividad_lavanderia_tintoreria:29.4pp
CLUSTER_006,CLUSTER_012,0.2017099372491472,0.5521127075704892,0.37691132240981823,scian_textil:92.9% | actividad_confeccion:40.0% | maquila:25.0% | textil:20.0% | proceso_seco_explicito:15.0%,315:40.0% | 314:4.9%,maquila:55.0pp | textil:45.6pp | actividad_confeccion:43.9pp
CLUSTER_007,CLUSTER_012,0.28171416265888005,0.4852428614295612,0.3834785120442206,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | produccion:17.2% | proceso_seco_explicito:13.1%,315:34.3% | 812:7.1% | 314:4.9%,actividad_confeccion:52.6pp | textil:41.4pp | actividad_lavanderia_tintoreria:37.3pp
CLUSTER_008,CLUSTER_015,0.3320306320162816,0.4356545324281766,0.3838425822222291,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:15.7% | produccion:13.0%,315:41.3% | 812:8.0% | 314:3.0%,actividad_confeccion:45.5pp | maquila:43.8pp | actividad_lavanderia_tintoreria:40.9pp
CLUSTER_010,CLUSTER_016,0.4698093474195305,0.3047474777204144,0.3872784125699724,scian_textil:84.3% | maquila:9.2% | produccion:5.9% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:72.5% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:93.1pp | actividad_confeccion:69.9pp | maquila:35.9pp
CLUSTER_009,CLUSTER_011,0.2960329409317759,0.4877323090056815,0.3918826249687287,scian_textil:87.5% | produccion:20.0% | actividad_confeccion:16.7% | textil:16.7% | proceso_seco_explicito:10.0%,315:50.0% | 314:3.3%,actividad_tejido_hilado:80.0pp | proceso_seco_explicito:27.5pp | actividad_bordado_deshilado:25.0pp
CLUSTER_007,CLUSTER_013,0.2880834109343572,0.4969622392246399,0.39252282507949854,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | proceso_seco_explicito:13.1% | produccion:9.4%,315:34.3% | 812:8.1% | 314:6.7%,actividad_confeccion:49.9pp | scian_lavanderia:36.4pp | actividad_lavanderia_tintoreria:36.4pp
CLUSTER_006,CLUSTER_017,0.1865896688359031,0.6059340323508373,0.3962618505933702,scian_textil:86.7% | actividad_confeccion:40.0% | textil:20.0% | maquila:17.8% | proceso_seco_explicito:15.0%,315:40.0% | 314:2.2%,maquila:62.2pp | actividad_confeccion:44.4pp | actividad_lavanderia_tintoreria:13.3pp
CLUSTER_017,CLUSTER_021,0.2755310839697035,0.5183675222853742,0.39694930312753884,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:13.3% | lavado_generico:13.3% | scian_lavanderia:13.3%,315:29.0% | 812:13.3% | 314:2.2%,actividad_confeccion:58.6pp | scian_lavanderia:28.6pp | actividad_lavanderia_tintoreria:28.6pp
CLUSTER_005,CLUSTER_014,0.27952512228497617,0.5278472837047943,0.4036862029948852,scian_textil:64.3% | actividad_confeccion:42.9% | proceso_seco_explicito:27.3% | textil:27.3% | produccion:12.1%,315:42.9% | 812:6.1%,maquila:63.6pp | actividad_confeccion:35.9pp | actividad_lavanderia_tintoreria:29.7pp
CLUSTER_019,CLUSTER_021,0.3421353540856751,0.4695411066026162,0.4058382303441457,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:9.0% | scian_lavanderia:9.0% | lavado_generico:8.0%,315:29.0% | 314:9.0% | 812:9.0%,actividad_confeccion:50.2pp | maquila:40.8pp | textil:35.8pp
CLUSTER_005,CLUSTER_015,0.30699871768319154,0.5063977887383572,0.40669825321077435,scian_textil:51.1% | actividad_confeccion:40.2% | textil:22.8% | proceso_seco_explicito:18.5% | produccion:12.1%,315:41.3% | 812:6.1% | 313:1.1%,maquila:51.7pp | scian_textil:42.9pp | scian_lavanderia:42.9pp
CLUSTER_005,CLUSTER_018,0.2749567563157066,0.5400397152751251,0.40749823579541583,scian_textil:59.4% | actividad_confeccion:40.6% | proceso_seco_explicito:27.3% | textil:27.3% | produccion:12.1%,315:40.6% | 812:6.1%,maquila:60.5pp | actividad_confeccion:38.2pp | scian_textil:34.6pp
CLUSTER_007,CLUSTER_008,0.331480175574305,0.4842409583086583,0.40786056694148165,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | produccion:14.8% | proceso_seco_explicito:13.1%,315:34.3% | 812:8.0% | 314:3.0%,actividad_confeccion:54.4pp | maquila:52.8pp | actividad_lavanderia_tintoreria:36.4pp
CLUSTER_004,CLUSTER_007,0.32955853786099887,0.5060068572261527,0.4177826975435758,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | scian_lavanderia:7.1% | proceso_seco_explicito:7.1%,315:34.3% | 314:7.1% | 812:7.1%,maquila:57.7pp | actividad_confeccion:47.3pp | actividad_lavanderia_tintoreria:37.3pp
CLUSTER_005,CLUSTER_007,0.333540542707204,0.5063445664142893,0.41994255456074664,scian_textil:55.6% | actividad_confeccion:31.3% | textil:24.2% | proceso_seco_explicito:13.1% | produccion:12.1%,315:34.3% | 313:6.1% | 812:6.1%,maquila:60.6pp | actividad_confeccion:47.5pp | scian_textil:38.4pp
CLUSTER_016,CLUSTER_020,0.4009990474640722,0.4528873477247341,0.42694319759440313,scian_textil:40.7% | actividad_confeccion:20.9% | actividad_lavanderia_tintoreria:15.7% | lavado_generico:15.7% | scian_lavanderia:15.7%,315:24.1% | 812:15.7% | 314:8.2%,actividad_confeccion:49.7pp | scian_lavanderia:43.7pp | actividad_lavanderia_tintoreria:43.7pp
CLUSTER_006,CLUSTER_009,0.32987151931213643,0.5566176717220003,0.44324459551706835,scian_textil:100.0% | textil:16.7% | actividad_confeccion:16.7% | produccion:10.0% | proceso_seco_explicito:10.0%,315:40.0% | 314:3.3%,actividad_tejido_hilado:80.0pp | maquila:70.0pp | actividad_confeccion:23.3pp
CLUSTER_004,CLUSTER_021,0.3601170948016261,0.539227156520907,0.4496721256612666,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:7.1% | lavado_generico:7.1% | scian_lavanderia:7.1%,315:29.0% | 314:7.1% | 812:7.1%,maquila:57.5pp | actividad_confeccion:52.8pp | actividad_lavanderia_tintoreria:34.8pp
CLUSTER_006,CLUSTER_014,0.4065692085362218,0.49753476439270694,0.4520519864644644,scian_textil:64.3% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0% | produccion:10.0%,315:40.0% | 314:21.4%,maquila:80.0pp | lavado_generico:35.7pp | scian_lavanderia:35.7pp
CLUSTER_013,CLUSTER_021,0.3832874444763664,0.531723179858104,0.4575053121672352,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:8.1% | scian_lavanderia:8.1% | lavado_generico:7.4%,315:29.0% | 812:8.1% | 314:6.7%,actividad_confeccion:55.4pp | textil:49.8pp | proceso_seco_explicito:47.7pp
CLUSTER_011,CLUSTER_020,0.40343888478202783,0.5180839211236185,0.46076140295282314,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | actividad_lavanderia_tintoreria:12.5% | scian_lavanderia:12.5%,315:24.1% | 812:12.5% | 314:8.2%,scian_textil:46.8pp | scian_lavanderia:46.8pp | actividad_lavanderia_tintoreria:46.8pp
CLUSTER_005,CLUSTER_021,0.37535473485694093,0.5496962181743518,0.46252547651564635,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_tejido_hilado:6.5% | produccion:6.5% | actividad_lavanderia_tintoreria:6.1%,315:29.0% | 313:6.1% | 812:6.1%,maquila:60.4pp | actividad_confeccion:53.0pp | actividad_lavanderia_tintoreria:35.9pp
CLUSTER_012,CLUSTER_021,0.4066465317542701,0.5227959787738725,0.4647212552640713,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:7.1% | scian_lavanderia:7.1% | produccion:6.5%,315:29.0% | 812:7.1% | 314:4.9%,textil:62.4pp | actividad_confeccion:58.1pp | proceso_seco_explicito:48.7pp
CLUSTER_006,CLUSTER_018,0.3984912892089534,0.5339459226692193,0.4662186059390863,scian_textil:59.4% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0% | produccion:10.0%,315:40.0% | 314:18.8%,maquila:76.9pp | scian_textil:40.6pp | scian_lavanderia:40.6pp
CLUSTER_010,CLUSTER_011,0.4209789656434263,0.5128301597586621,0.4669045627010442,scian_textil:87.5% | produccion:21.1% | scian_lavanderia:3.5% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:50.0% | 812:3.5%,actividad_tejido_hilado:95.1pp | actividad_confeccion:36.8pp | proceso_seco_explicito:36.1pp
CLUSTER_008,CLUSTER_021,0.4126313275351453,0.5267782958469844,0.46970481169106487,scian_textil:58.1% | actividad_confeccion:25.8% | actividad_lavanderia_tintoreria:8.0% | scian_lavanderia:8.0% | produccion:6.5%,315:29.0% | 812:8.0% | 314:3.0%,actividad_confeccion:60.0pp | maquila:52.6pp | textil:41.9pp
CLUSTER_017,CLUSTER_020,0.41934392696021305,0.5443355739331878,0.4818397504467004,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | actividad_lavanderia_tintoreria:13.3% | scian_lavanderia:13.3%,315:24.1% | 812:13.3% | 314:2.2%,actividad_confeccion:63.6pp | scian_lavanderia:46.0pp | actividad_lavanderia_tintoreria:46.0pp
CLUSTER_019,CLUSTER_020,0.4765460238351402,0.5281194476120705,0.5023327357236054,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | actividad_lavanderia_tintoreria:9.0% | scian_lavanderia:9.0%,315:24.1% | 812:9.0% | 314:8.2%,actividad_confeccion:55.1pp | scian_lavanderia:50.3pp | actividad_lavanderia_tintoreria:50.3pp
CLUSTER_009,CLUSTER_014,0.4532603300988435,0.5555525348046448,0.5044064324517441,scian_textil:64.3% | produccion:20.0% | actividad_confeccion:16.7% | textil:16.7% | proceso_seco_explicito:10.0%,315:42.9% | 314:3.3%,actividad_tejido_hilado:80.0pp | lavado_generico:35.7pp | actividad_lavanderia_tintoreria:35.7pp
CLUSTER_009,CLUSTER_018,0.46347596113065337,0.575249099789179,0.5193625304599162,scian_textil:59.4% | produccion:18.8% | actividad_confeccion:16.7% | textil:16.7% | proceso_seco_explicito:10.0%,315:40.6% | 314:3.3%,actividad_tejido_hilado:80.0pp | scian_lavanderia:40.6pp | actividad_lavanderia_tintoreria:40.6pp
CLUSTER_006,CLUSTER_015,0.42339747732825894,0.6366561720588517,0.5300268246935553,scian_textil:51.1% | actividad_confeccion:40.0% | textil:20.0% | proceso_seco_explicito:15.0% | maquila:12.0%,315:40.0% | 314:8.7%,maquila:68.0pp | scian_lavanderia:48.9pp | actividad_lavanderia_tintoreria:48.9pp
CLUSTER_006,CLUSTER_010,0.43099011864177905,0.6373850066460999,0.5341875626439394,scian_textil:96.5% | produccion:10.0% | maquila:9.2% | textil:3.5% | proceso_seco_explicito:1.4%,315:40.0%,actividad_tejido_hilado:95.1pp | maquila:70.8pp | actividad_confeccion:39.3pp
CLUSTER_013,CLUSTER_020,0.4950897824216812,0.5760792450046196,0.5355845137131504,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 812:8.1% | 314:6.7%,actividad_confeccion:60.3pp | scian_lavanderia:51.3pp | actividad_lavanderia_tintoreria:51.3pp
CLUSTER_012,CLUSTER_020,0.5067523511015573,0.571895883715898,0.5393241174087275,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 812:7.1% | 314:4.9%,actividad_confeccion:63.0pp | scian_lavanderia:52.2pp | actividad_lavanderia_tintoreria:52.2pp
CLUSTER_007,CLUSTER_009,0.44365744505779026,0.637655201276151,0.5406563231669707,scian_textil:55.6% | produccion:17.2% | actividad_confeccion:16.7% | textil:16.7% | proceso_seco_explicito:10.0%,315:34.3% | 314:3.3%,actividad_tejido_hilado:71.9pp | scian_lavanderia:44.4pp | actividad_lavanderia_tintoreria:44.4pp
CLUSTER_007,CLUSTER_010,0.5066742362562071,0.5894407242408748,0.548057480248541,scian_textil:55.6% | produccion:17.2% | actividad_tejido_hilado:8.1% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:34.3% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:87.0pp | scian_textil:40.9pp | actividad_lavanderia_tintoreria:40.9pp
CLUSTER_006,CLUSTER_021,0.45251989011599536,0.6447222497738039,0.5486210699448997,scian_textil:58.1% | actividad_confeccion:25.8% | produccion:6.5% | textil:3.2% | maquila:3.2%,315:29.0% | 314:12.9%,maquila:76.8pp | scian_lavanderia:41.9pp | actividad_lavanderia_tintoreria:41.9pp
CLUSTER_010,CLUSTER_014,0.5612695160643022,0.5441675731508517,0.552718544607577,scian_textil:64.3% | produccion:21.1% | scian_lavanderia:3.5% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:42.9% | 812:3.5%,actividad_tejido_hilado:95.1pp | actividad_confeccion:42.2pp | proceso_seco_explicito:41.4pp
CLUSTER_004,CLUSTER_020,0.521407033622332,0.585562583461815,0.5534848085420735,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | scian_lavanderia:7.1% | proceso_seco_explicito:7.1%,315:24.1% | 314:7.1% | 812:7.1%,maquila:58.6pp | actividad_confeccion:57.7pp | actividad_lavanderia_tintoreria:52.2pp
CLUSTER_009,CLUSTER_015,0.5249158213270078,0.5842577892441052,0.5545868052855565,scian_textil:51.1% | textil:16.7% | actividad_confeccion:16.7% | produccion:13.0% | maquila:10.0%,315:41.3% | 314:3.3%,actividad_tejido_hilado:78.9pp | scian_lavanderia:48.9pp | actividad_lavanderia_tintoreria:48.9pp
CLUSTER_008,CLUSTER_020,0.5405271031143424,0.5706251489575038,0.5555761260359231,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 812:8.0% | 314:3.0%,actividad_confeccion:64.9pp | maquila:53.6pp | actividad_lavanderia_tintoreria:51.3pp
CLUSTER_006,CLUSTER_007,0.4421817266905581,0.6715069450410132,0.5568443358657856,scian_textil:55.6% | actividad_confeccion:31.3% | textil:20.0% | proceso_seco_explicito:13.1% | produccion:10.0%,315:34.3% | 314:8.1%,maquila:77.0pp | scian_textil:44.4pp | scian_lavanderia:44.4pp
CLUSTER_010,CLUSTER_021,0.48893388911816804,0.6334093651786064,0.5611716271483872,scian_textil:58.1% | produccion:6.5% | actividad_tejido_hilado:6.5% | scian_lavanderia:3.5% | actividad_lavanderia_tintoreria:3.5%,315:29.0% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:88.6pp | scian_lavanderia:38.4pp | actividad_lavanderia_tintoreria:38.4pp
CLUSTER_009,CLUSTER_021,0.4547725621660693,0.6711998678569294,0.5629862150114994,scian_textil:58.1% | actividad_confeccion:16.7% | actividad_tejido_hilado:6.5% | produccion:6.5% | maquila:3.2%,315:29.0% | 314:3.3%,actividad_tejido_hilado:73.5pp | scian_lavanderia:41.9pp | actividad_lavanderia_tintoreria:41.9pp
CLUSTER_010,CLUSTER_018,0.5697756411691604,0.5587373860939081,0.5642565136315343,scian_textil:59.4% | produccion:18.8% | scian_lavanderia:3.5% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:40.6% | 812:3.5%,actividad_tejido_hilado:95.1pp | textil:43.4pp | actividad_confeccion:39.9pp
CLUSTER_005,CLUSTER_020,0.5279161410717979,0.6020991112352299,0.5650076261535139,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 313:6.1% | 812:6.1%,maquila:61.5pp | actividad_confeccion:57.9pp | scian_textil:53.3pp
CLUSTER_010,CLUSTER_015,0.5993254910920393,0.5413717889951702,0.5703486400436047,scian_textil:51.1% | produccion:13.0% | maquila:9.2% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:41.3% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:94.0pp | scian_lavanderia:45.4pp | actividad_lavanderia_tintoreria:45.4pp
CLUSTER_010,CLUSTER_020,0.6460934215240035,0.6707397381425247,0.6584165798332642,scian_textil:40.7% | produccion:8.5% | actividad_tejido_hilado:5.8% | textil:3.5% | actividad_lavanderia_tintoreria:3.5%,315:24.1% | 812:3.5% | 313:0.7%,actividad_tejido_hilado:89.3pp | scian_lavanderia:55.8pp | actividad_lavanderia_tintoreria:55.8pp
CLUSTER_006,CLUSTER_020,0.6237857964206998,0.7165575969965429,0.6701716967086213,scian_textil:40.7% | actividad_confeccion:20.9% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 314:8.2%,maquila:77.8pp | scian_textil:59.3pp | scian_lavanderia:59.3pp
CLUSTER_009,CLUSTER_020,0.623908637936675,0.7171186083513773,0.6705136231440261,scian_textil:40.7% | actividad_confeccion:16.7% | textil:14.3% | proceso_seco_explicito:8.5% | produccion:8.5%,315:24.1% | 314:3.3%,actividad_tejido_hilado:74.2pp | scian_lavanderia:59.3pp | actividad_lavanderia_tintoreria:59.3pp
