tipo_ejemplo,id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,localidad,municipio,actividad_denue_original,codigo_scian_original,texto_busqueda_normalizado,etapa_productiva_sugerida,etapa_productiva_secundaria,subtipo_confeccion,presion_ambiental_potencial,confianza_clasificacion,evidencia_clasificacion,palabras_clave_etapa,reglas_activadas,tiene_senal_proceso_humedo,tiene_senal_mezclilla_jeans,tiene_senal_lavado_deslavado,tiene_senal_tenido_tintoreria,tiene_senal_acabado_tratamiento,tiene_senal_industrial,tiene_senal_maquila,es_confeccion_especializada,es_comercio_o_renta,requiere_auditoria_manual,motivo_auditoria,prioridad_auditoria,prioridad_campo,motivo_prioridad_campo,decision_estudio_sugerida,decision_alcance_proyecto,motivo_exclusion_prioritaria,flag_universo_alcance_proyecto,motivo_universo_alcance_proyecto,flag_fuera_alcance_productivo_textil,flag_estudio_prioritario,motivo_flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_confeccion_especializada_baja_relevancia,flag_comercio_o_renta,flag_requiere_auditoria_manual,flag_prioridad_campo,flag_cercania_hidrografia_250m,flag_senal_industrial,flag_texto_ambiguo,flag_posible_falso_positivo,flag_posible_falso_negativo,query_maps,query_web,categoria_auditada,etapa_productiva_auditada,notas_auditoria,fuente_auditoria,decision_estudio,fecha_auditoria,auditor_responsable
universo_alcance_proyecto,10118182,21074812210000811000000000U3,CLEAN CLOTHES,812210,19.14838929,-98.40590617,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000811000000000u3 clean clothes 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",604.9447386743516,False,False,False,True,500-1000 m,Huejotzingo,Huejotzingo,21074812210000811000000000u3 clean clothes 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,clean clothes 21074812210000811000000000u3 clean clothes 812210 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 812210,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: clean clothes,clean clothes,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,CLEAN CLOTHES Huejotzingo Puebla Google Maps,CLEAN CLOTHES Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,
universo_alcance_proyecto,10279073,21074812210000841000000000U0,LAVANDERIA SIN NOMBRE,812210,19.17748238,-98.39006779,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000841000000000u0 lavanderia sin nombre 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",341.4405841073572,False,False,True,True,250-500 m,Huejotzingo,Huejotzingo,21074812210000841000000000u0 lavanderia sin nombre 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia sin nombre 21074812210000841000000000u0 lavanderia sin nombre 812210 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA SIN NOMBRE Huejotzingo Puebla Google Maps,LAVANDERIA SIN NOMBRE Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,
universo_alcance_proyecto,10340864,21074812210000731000000000U3,TINTOWASH,812210,19.16123838,-98.40864821,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000731000000000u3 tintowash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1184.0365846332002,False,False,False,False,>1000 m,Huejotzingo,Huejotzingo,21074812210000731000000000u3 tintowash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,tintowash 21074812210000731000000000u3 tintowash 812210 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 812210,lavanderia_industrial,,,alta,media,SCIAN 812210,,scian_812210,True,False,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,TINTOWASH Huejotzingo Puebla Google Maps,TINTOWASH Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,
universo_alcance_proyecto,10501043,21074812210000801000000000U4,LAVANDERIA RAPIDI WUASH,812210,19.14960063,-98.40921251,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074812210000801000000000u4 lavanderia rapidi wuash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",532.6146971833612,False,False,False,True,500-1000 m,Huejotzingo,Huejotzingo,21074812210000801000000000u4 lavanderia rapidi wuash 812210 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,812210,lavanderia rapidi wuash 21074812210000801000000000u4 lavanderia rapidi wuash 812210 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA RAPIDI WUASH Huejotzingo Puebla Google Maps,LAVANDERIA RAPIDI WUASH Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,
universo_alcance_proyecto,10799209,21074811410000291000000000U5,REPARADORA DE LAVADORAS,811410,19.13788635,-98.41426237,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811410000291000000000u5 reparadora de lavadoras 811410 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811410,lavado,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",264.46759328593674,False,False,True,True,250-500 m,Huejotzingo,Huejotzingo,21074811410000291000000000u5 reparadora de lavadoras 811410 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811410,reparadora de lavadoras 21074811410000291000000000u5 reparadora de lavadoras 811410 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 811410 lavado,lavado_deslavado,,,alta,alta,lavado_deslavado: lavado,lavado,texto_lavado_deslavado,True,False,True,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,REPARADORA DE LAVADORAS Huejotzingo Puebla Google Maps,REPARADORA DE LAVADORAS Huejotzingo Puebla lavado deslavado mezclilla jeans,,,,,,,
excluidos_comercio,3264056,21132561432001211010000000U4,DCREATEX COMERCIALIZADORA TEXTIL Y PUBLICIDAD,323119,19.28727858,-98.43525728,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132561432001211010000000u4 dcreatex comercializadora textil y publicidad 323119 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,323119,textil,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",779.7022693739237,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132561432001211010000000u4 dcreatex comercializadora textil y publicidad 323119 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,323119,dcreatex comercializadora textil y publicidad 21132561432001211010000000u4 dcreatex comercializadora textil y publicidad 323119 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 323119 textil,comercio_simple,estampado_serigrafia,,baja,alta,SCIAN 323119 | comercio: comercializadora,comercializadora,scian_prefijo_323; texto_comercio,False,False,False,False,False,False,False,False,True,False,,baja,baja,,excluir_por_comercio,fuera_alcance_contexto_textil,comercio de prendas o accesorios sin senales productivas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,DCREATEX COMERCIALIZADORA TEXTIL Y PUBLICIDAD San Martin Texmelucan Puebla Google Maps,DCREATEX COMERCIALIZADORA TEXTIL Y PUBLICIDAD San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,3325963,21074315225000111000000000U8,SONIA MENDEZ NOVIAS,315225,19.16396502,-98.40408051,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000111000000000u8 sonia mendez novias 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1041.6673268475884,False,False,False,False,>1000 m,Huejotzingo,Huejotzingo,21074315225000111000000000u8 sonia mendez novias 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sonia mendez novias 21074315225000111000000000u8 sonia mendez novias 315225 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315225,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: novias,novias,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SONIA MENDEZ NOVIAS Huejotzingo Puebla Google Maps,SONIA MENDEZ NOVIAS Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,8121067,21074315225000191000000000U0,MODISTA LUCIA,315225,19.14723262,-98.40603197,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000191000000000u0 modista lucia 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,modista,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",374.40470125587626,False,False,True,True,250-500 m,Huejotzingo,Huejotzingo,21074315225000191000000000u0 modista lucia 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,modista lucia 21074315225000191000000000u0 modista lucia 315225 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315225 modista,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: modista,modista,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,MODISTA LUCIA Huejotzingo Puebla Google Maps,MODISTA LUCIA Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,11315354,21074315225000231000000000U4,SASTRERIA SIN NOMBRE,315225,19.15143593,-98.40374347,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000231000000000u4 sastreria sin nombre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",145.23594613273661,False,True,True,True,100-250 m,Huejotzingo,Huejotzingo,21074315225000231000000000u4 sastreria sin nombre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sastreria sin nombre 21074315225000231000000000u4 sastreria sin nombre 315225 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315225 sastreria,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: sastreria,sastreria,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,True,cercania a hidrografia requiere cautela documental,alta,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,SASTRERIA SIN NOMBRE Huejotzingo Puebla Google Maps,SASTRERIA SIN NOMBRE Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,3426943,21074463211000651010000000U3,ELABORACION DE UNIFORMES ESCOLARES MICHELLE,315223,19.16422176,-98.41181733,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463211000651010000000u3 elaboracion de uniformes escolares michelle 315223 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315223,,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",269.2028233542849,False,False,True,True,250-500 m,Huejotzingo,Huejotzingo,21074463211000651010000000u3 elaboracion de uniformes escolares michelle 315223 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315223,elaboracion de uniformes escolares michelle 21074463211000651010000000u3 elaboracion de uniformes escolares michelle 315223 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315223,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315223 | confeccion_especializada: uniformes escolares,uniformes escolares,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,ELABORACION DE UNIFORMES ESCOLARES MICHELLE Huejotzingo Puebla Google Maps,ELABORACION DE UNIFORMES ESCOLARES MICHELLE Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,8120898,21074315225000181000000000U1,SASTRERIA MORALES,315225,19.15537698,-98.40643859,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000181000000000u1 sastreria morales 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",568.9004584761094,False,False,False,True,500-1000 m,Huejotzingo,Huejotzingo,21074315225000181000000000u1 sastreria morales 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,sastreria morales 21074315225000181000000000u1 sastreria morales 315225 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315225 sastreria,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: sastreria,sastreria,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SASTRERIA MORALES Huejotzingo Puebla Google Maps,SASTRERIA MORALES Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,9567689,21060315225000021000000000U8,VESTIDOS DE NOVIA SIN NOMRE,315225,19.14261702,-98.45347723,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21060315225000021000000000u8 vestidos de novia sin nomre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",361.2385113810431,False,False,True,True,250-500 m,Huejotzingo,Huejotzingo,21060315225000021000000000u8 vestidos de novia sin nomre 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225,vestidos de novia sin nomre 21060315225000021000000000u8 vestidos de novia sin nomre 315225 data raw agebs huejotzingo inegi denue shp inegi denue shp agebs huejotzingo denue 315225,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: vestidos de novia,vestidos de novia,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,VESTIDOS DE NOVIA SIN NOMRE Huejotzingo Puebla Google Maps,VESTIDOS DE NOVIA SIN NOMRE Huejotzingo Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,11700805,21132811499001551000000000U0,SASTRERIA SIN NOMBRE,811499,19.2817114,-98.44311646,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811499001551000000000u0 sastreria sin nombre 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",385.91486200577083,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,21132811499001551000000000u0 sastreria sin nombre 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria sin nombre 21132811499001551000000000u0 sastreria sin nombre 811499 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 811499 sastreria,confeccion_especializada_baja_relevancia,,especializada_baja_relevancia,baja,alta,confeccion_especializada: sastreria,sastreria,texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SASTRERIA SIN NOMBRE San Martin Texmelucan Puebla Google Maps,SASTRERIA SIN NOMBRE San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,3263107,21132315225000181000000000U7,SASTRERIA JR,315225,19.28814066,-98.43787089,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315225000181000000000u7 sastreria jr 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",468.6859473288662,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,21132315225000181000000000u7 sastreria jr 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,sastreria jr 21132315225000181000000000u7 sastreria jr 315225 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315225 sastreria,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315225 | confeccion_especializada: sastreria,sastreria,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SASTRERIA JR San Martin Texmelucan Puebla Google Maps,SASTRERIA JR San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,3264233,21132315229000341000000000U9,NOVIAS DE ANDYS,315229,19.28381129,-98.43463401,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229000341000000000u9 novias de andys 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",644.7983270831284,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315229000341000000000u9 novias de andys 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,novias de andys 21132315229000341000000000u9 novias de andys 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229,confeccion_especializada_baja_relevancia,confeccion_maquila,especializada_baja_relevancia,baja,alta,SCIAN 315229 | confeccion_especializada: novias,novias,scian_prefijo_315; texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,NOVIAS DE ANDYS San Martin Texmelucan Puebla Google Maps,NOVIAS DE ANDYS San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
confeccion_especializada,3323459,21132811499001331000000000U7,SASTRERIA,811499,19.28713398,-98.44178932,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811499001331000000000u7 sastreria 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1189.5871501466845,False,False,False,False,>1000 m,San Martin Texmelucan,San Martin Texmelucan,21132811499001331000000000u7 sastreria 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria 21132811499001331000000000u7 sastreria 811499 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 811499 sastreria,confeccion_especializada_baja_relevancia,,especializada_baja_relevancia,baja,alta,confeccion_especializada: sastreria,sastreria,texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SASTRERIA San Martin Texmelucan Puebla Google Maps,SASTRERIA San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,,,,,,,
