id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,localidad,municipio,actividad_denue_original,codigo_scian_original,texto_busqueda_normalizado,etapa_productiva_sugerida,etapa_productiva_secundaria,subtipo_confeccion,presion_ambiental_potencial,confianza_clasificacion,evidencia_clasificacion,palabras_clave_etapa,reglas_activadas,tiene_senal_proceso_humedo,tiene_senal_mezclilla_jeans,tiene_senal_lavado_deslavado,tiene_senal_tenido_tintoreria,tiene_senal_acabado_tratamiento,tiene_senal_industrial,tiene_senal_maquila,es_confeccion_especializada,es_comercio_o_renta,requiere_auditoria_manual,motivo_auditoria,prioridad_auditoria,prioridad_campo,motivo_prioridad_campo,decision_estudio_sugerida,decision_alcance_proyecto,motivo_exclusion_prioritaria,flag_universo_alcance_proyecto,motivo_universo_alcance_proyecto,flag_fuera_alcance_productivo_textil,flag_estudio_prioritario,motivo_flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_confeccion_especializada_baja_relevancia,flag_comercio_o_renta,flag_requiere_auditoria_manual,flag_prioridad_campo,flag_cercania_hidrografia_250m,flag_senal_industrial,flag_texto_ambiguo,flag_posible_falso_positivo,flag_posible_falso_negativo,query_maps,query_web,estado_auditoria_productiva,decision_estudio_final,etapa_productiva_final,categoria_ambiental_final,categoria_auditada,categoria_auditada_normalizada,etapa_productiva_auditada,notas_auditoria,fuente_auditoria,decision_estudio,fecha_auditoria,auditor_responsable
3323201,21132812210000471000000000U2,LAVANDERIA LAVA FAST,812210,19.28204386,-98.44381225,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132812210000471000000000u2 lavanderia lava fast 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",195.23018543683887,False,True,True,True,100-250 m,San Martin Texmelucan,San Martin Texmelucan,21132812210000471000000000u2 lavanderia lava fast 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,lavanderia lava fast 21132812210000471000000000u2 lavanderia lava fast 812210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,True,,alta,muy_alta,proceso humedo o tratamiento y distancia <= 250 m a hidrografia; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,LAVANDERIA LAVA FAST San Martin Texmelucan Puebla Google Maps,LAVANDERIA LAVA FAST San Martin Texmelucan Puebla lavanderia industrial textil prendas,sin_decision_manual,incluir_prioritario,lavanderia_industrial,alta,,,,,,,,
3323459,21132811499001331000000000U7,SASTRERIA,811499,19.28713398,-98.44178932,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811499001331000000000u7 sastreria 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1189.5871501466845,False,False,False,False,>1000 m,San Martin Texmelucan,San Martin Texmelucan,21132811499001331000000000u7 sastreria 811499 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811499,sastreria 21132811499001331000000000u7 sastreria 811499 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 811499 sastreria,confeccion_especializada_baja_relevancia,,especializada_baja_relevancia,baja,alta,confeccion_especializada: sastreria,sastreria,texto_confeccion_especializada,False,False,False,False,False,False,False,True,False,False,,baja,baja,,excluir_del_universo_prioritario,fuera_alcance_contexto_textil,confeccion especializada o sobre medida sin senales industriales ni humedas,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,SASTRERIA San Martin Texmelucan Puebla Google Maps,SASTRERIA San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,excluir_del_universo_prioritario,confeccion_especializada_baja_relevancia,baja,,,,,,,,
3323717,21132812210000431000000000U6,TINTORERIA Y LAVANDERIA AMERICAN,812210,19.2872467,-98.44530979,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132812210000431000000000u6 tintoreria y lavanderia american 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,lavanderia; tintoreria,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",201.95136894474643,False,True,True,True,100-250 m,San Martin Texmelucan,San Martin Texmelucan,21132812210000431000000000u6 tintoreria y lavanderia american 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,tintoreria y lavanderia american 21132812210000431000000000u6 tintoreria y lavanderia american 812210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 812210 lavanderia tintoreria,lavanderia_industrial,,,alta,alta,SCIAN 812210 | lavanderia_industrial: lavanderia | tenido_tintoreria: tintoreria,lavanderia; tintoreria,scian_812210; texto_lavanderia_industrial; texto_tenido_tintoreria,True,False,True,True,False,False,False,False,False,True,,alta,muy_alta,proceso humedo o tratamiento y distancia <= 250 m a hidrografia; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,TINTORERIA Y LAVANDERIA AMERICAN San Martin Texmelucan Puebla Google Maps,TINTORERIA Y LAVANDERIA AMERICAN San Martin Texmelucan Puebla lavanderia industrial textil prendas,sin_decision_manual,incluir_prioritario,lavanderia_industrial,alta,,,,,,,,
3323737,21132315223000051100000000U7,UNIFORMES DEPORTIVOS DATEPA,315223,19.27883531,-98.44723656,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315223000051100000000u7 uniformes deportivos datepa 315223 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315223,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",559.0368302009772,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315223000051100000000u7 uniformes deportivos datepa 315223 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315223,uniformes deportivos datepa 21132315223000051100000000u7 uniformes deportivos datepa 315223 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315223,revisar,confeccion_maquila,,pendiente,baja,SCIAN 315223,,scian_prefijo_315,False,False,False,False,False,False,False,False,False,True,confeccion generica sin suficiente detalle operativo,media,baja,,mantener_pendiente,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,UNIFORMES DEPORTIVOS DATEPA San Martin Texmelucan Puebla Google Maps,UNIFORMES DEPORTIVOS DATEPA San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,mantener_pendiente,revisar,pendiente,,,,,,,,
3324344,21132315229002941000000000U4,COSTURERO PARA TERCEROS,315229,19.28292186,-98.41616239,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229002941000000000u4 costurero para terceros 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",517.9733463311026,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315229002941000000000u4 costurero para terceros 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costurero para terceros 21132315229002941000000000u4 costurero para terceros 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229,revisar,confeccion_maquila,,pendiente,baja,SCIAN 315229,,scian_prefijo_315,False,False,False,False,False,False,False,False,False,True,confeccion generica sin suficiente detalle operativo,media,baja,,mantener_pendiente,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,COSTURERO PARA TERCEROS San Martin Texmelucan Puebla Google Maps,COSTURERO PARA TERCEROS San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,mantener_pendiente,revisar,pendiente,,,,,,,,
3324548,21132811499000711010000000U1,COSTURA,315225,19.27643389,-98.41850217,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811499000711010000000u1 costura 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",621.0516845818562,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132811499000711010000000u1 costura 315225 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315225,costura 21132811499000711010000000u1 costura 315225 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315225 costura,confeccion_maquila,,generica,media,media,SCIAN 315225 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,COSTURA San Martin Texmelucan Puebla Google Maps,COSTURA San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
3411651,21132315229000881001000000U4,SERVICIO DE COSTURA SIN NOMBRE,315229,19.29447881,-98.4709635,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229000881001000000u4 servicio de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",732.4964471438371,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315229000881001000000u4 servicio de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,servicio de costura sin nombre 21132315229000881001000000u4 servicio de costura sin nombre 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 costura,confeccion_maquila,,generica,media,media,SCIAN 315229 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,SERVICIO DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla Google Maps,SERVICIO DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
3412947,21132315999000041010000000U3,TALLER DE COSTURA DE SUDADERAS SIN NOMBRE,315229,19.2889942,-98.45214564,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315999000041010000000u3 taller de costura de sudaderas sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",257.5808073633171,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,21132315999000041010000000u3 taller de costura de sudaderas sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,taller de costura de sudaderas sin nombre 21132315999000041010000000u3 taller de costura de sudaderas sin nombre 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 costura,confeccion_maquila,,generica,media,media,SCIAN 315229 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,TALLER DE COSTURA DE SUDADERAS SIN NOMBRE San Martin Texmelucan Puebla Google Maps,TALLER DE COSTURA DE SUDADERAS SIN NOMBRE San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
4146540,29019315229000321001000000U2,TALLER DE COSTURA SIN NOMBRE,315229,19.28120037,-98.39833306,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019315229000321001000000u2 taller de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",601.9572037062954,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,29019315229000321001000000u2 taller de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,taller de costura sin nombre 29019315229000321001000000u2 taller de costura sin nombre 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 costura,confeccion_maquila,,generica,media,media,SCIAN 315229 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,TALLER DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla Google Maps,TALLER DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
4185221,29019812210000212002000000U1,LAVANDERIA,812210,19.28120158,-98.39740051,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019812210000212002000000u1 lavanderia 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",202.08583811084117,False,True,True,True,100-250 m,San Martin Texmelucan,San Martin Texmelucan,29019812210000212002000000u1 lavanderia 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,lavanderia 29019812210000212002000000u1 lavanderia 812210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,True,,alta,muy_alta,proceso humedo o tratamiento y distancia <= 250 m a hidrografia; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,LAVANDERIA San Martin Texmelucan Puebla Google Maps,LAVANDERIA San Martin Texmelucan Puebla lavanderia industrial textil prendas,sin_decision_manual,incluir_prioritario,lavanderia_industrial,alta,,,,,,,,
4185239,29019812210000171000000000U9,PLANCHADURIA,812210,19.27838887,-98.39418281,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019812210000171000000000u9 planchaduria 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",401.0330293586992,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,29019812210000171000000000u9 planchaduria 812210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,812210,planchaduria 29019812210000171000000000u9 planchaduria 812210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 812210,lavanderia_industrial,,,alta,media,SCIAN 812210,,scian_812210,True,False,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,PLANCHADURIA San Martin Texmelucan Puebla Google Maps,PLANCHADURIA San Martin Texmelucan Puebla lavanderia industrial textil prendas,sin_decision_manual,incluir_prioritario,lavanderia_industrial,alta,,,,,,,,
6405915,29015313210000016001000000U8,POLITEL,313210,19.31328784,-98.38636114,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29015313210000016001000000u8 politel 313210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,313210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",329.52717220148594,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,29015313210000016001000000u8 politel 313210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,313210,politel 29015313210000016001000000u8 politel 313210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 313210,fabricacion_textil,,,media,media,SCIAN 313210,,scian_prefijo_313,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,POLITEL San Martin Texmelucan Puebla Google Maps,POLITEL San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,fabricacion_textil,media,,,,,,,,
6449931,21143315229000032002000000U1,CONFECCIONES MODA Y DISEÑO,315229,19.30906302,-98.48046317,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143315229000032002000000u1 confecciones moda y diseno 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,confeccion,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",435.5660921041695,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,21143315229000032002000000u1 confecciones moda y diseno 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,confecciones moda y diseno 21143315229000032002000000u1 confecciones moda y diseno 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 confeccion,confeccion_maquila,,generica,media,media,"SCIAN 315229 | confeccion: confeccion, confecciones",,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,CONFECCIONES MODA Y DISEÑO San Martin Texmelucan Puebla Google Maps,CONFECCIONES MODA Y DISEÑO San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
7536378,21132315229003581000000000U7,TALLER DE COSTURA BAUTISTA,315229,19.28113853,-98.46508936,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229003581000000000u7 taller de costura bautista 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",573.5388985453027,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315229003581000000000u7 taller de costura bautista 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,taller de costura bautista 21132315229003581000000000u7 taller de costura bautista 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 costura,confeccion_maquila,,generica,media,media,SCIAN 315229 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,TALLER DE COSTURA BAUTISTA San Martin Texmelucan Puebla Google Maps,TALLER DE COSTURA BAUTISTA San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
7536435,21132315229003592001000000U4,TALLER DE COSTURA SIN NOMBRE,315229,19.28605271,-98.46919739,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132315229003592001000000u4 taller de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,costura,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",685.2408865143422,False,False,False,True,500-1000 m,San Martin Texmelucan,San Martin Texmelucan,21132315229003592001000000u4 taller de costura sin nombre 315229 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315229,taller de costura sin nombre 21132315229003592001000000u4 taller de costura sin nombre 315229 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 315229 costura,confeccion_maquila,,generica,media,media,SCIAN 315229 | confeccion: costura,,scian_prefijo_315; texto_confeccion,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,TALLER DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla Google Maps,TALLER DE COSTURA SIN NOMBRE San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,confeccion_maquila,media,,,,,,,,
7536610,21143463111000011110000000U5,ELABORACION DE SABANAS LA UNION,313210,19.31348047,-98.47805561,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143463111000011110000000u5 elaboracion de sabanas la union 313210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,313210,,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",396.18149074215916,False,False,True,True,250-500 m,San Martin Texmelucan,San Martin Texmelucan,21143463111000011110000000u5 elaboracion de sabanas la union 313210 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,313210,elaboracion de sabanas la union 21143463111000011110000000u5 elaboracion de sabanas la union 313210 data raw agebs san martin inegi denue shp inegi denue shp agebs san martin denue 313210,fabricacion_textil,,,media,media,SCIAN 313210,,scian_prefijo_313,False,False,False,False,False,False,False,False,False,False,,baja,media,contexto productivo textil,incluir_contexto_productivo,fuera_alcance_contexto_textil,,False,textil fuera del alcance operativo definido para este proyecto,True,False,"sin senales suficientes de proceso humedo, tratamiento, mezclilla prioritaria o maquila relevante",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,ELABORACION DE SABANAS LA UNION San Martin Texmelucan Puebla Google Maps,ELABORACION DE SABANAS LA UNION San Martin Texmelucan Puebla textil maquila confeccion lavanderia tintoreria,sin_decision_manual,incluir_contexto_productivo,fabricacion_textil,media,,,,,,,,
