id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado
8672381,21074811192000441000000000U0,AUTO LAVADO CON ESPUMA ACTIVA,811192,19.16162347,-98.4042797,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000441000000000u0 auto lavado con espuma activa 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
8940288,21074811192000341000000000U2,AUTOLAVADO SIN NOMBRE,811192,19.16914658,-98.40516938,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000341000000000u2 autolavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10248328,21074811192000571000000000U4,AUTO LAVADO AUTO SPA,811192,19.14997045,-98.40960256,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000571000000000u4 auto lavado auto spa 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10760160,21074811192000621000000000U7,AUTOLAVADO SIN NOMBRE,811192,19.16033703,-98.41229032,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000621000000000u7 autolavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10788794,21074315225000221000000000U5,BOUTIQUE ADORA,315225,19.16843808,-98.40535238,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000221000000000u5 boutique adora 315225 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315225
10888207,21074811192000581000000000U3,AUTOLAVADO SEYNOS,811192,19.16315076,-98.41860725,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000581000000000u3 autolavado seynos 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
11108254,21074463112000061000000000U5,MAFER TEXTILES,463112,19.1611322,-98.4061261,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463112000061000000000u5 mafer textiles 463112 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,463112
3325938,21074811192000271000000000U1,AUTOLAVADO A PRESION SIN NOMBRE,811192,19.16826782,-98.40520037,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000271000000000u1 autolavado a presion sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
3326626,21074811192000311000000000U5,AUTOLAVADO SIN NOMBRE,811192,19.15466391,-98.40688441,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000311000000000u5 autolavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
3326640,21074811192000211000000000U7,AUTO LAVADO SIN NOMBRE,811192,19.15364475,-98.40253009,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000211000000000u7 auto lavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
3326936,21074811192000221000000000U6,AUTO LAVADO LUPITA,811192,19.14923152,-98.40188077,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000221000000000u6 auto lavado lupita 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
3427083,21074463211000711000000000U5,CONFECCIONES TEYSSIER,463211,19.15972625,-98.40450959,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463211000711000000000u5 confecciones teyssier 463211 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,463211
6855246,21074462112000292001008202S7,OXXO SUC 50E4Y CIUDAD TEXTIL PBF,462112,19.15751769,-98.37973528,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074462112000292001008202s7 oxxo suc 50e4y ciudad textil pbf 462112 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,462112
8088976,21074315224000031000000000U1,VENTA Y RENTA DE TRAJES DE CARNAVAL SIN NOMBRE,315224,19.16451039,-98.40888636,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315224000031000000000u1 venta y renta de trajes de carnaval sin nombre 315224 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315224
8088978,21074315225000171000000000U2,VENTA DE VESTIDOS DE NIÑO DIOS,315229,19.16407641,-98.4083703,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074315225000171000000000u2 venta de vestidos de nino dios 315229 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,315229
8089458,21074811192000411000000000U3,LAVADO DE AUTOS CAR WASH,811192,19.16115366,-98.40433867,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000411000000000u3 lavado de autos car wash 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
8089527,21074811192000421000000000U2,AUTOLAVADO AGUILAR,811192,19.16168318,-98.40604478,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000421000000000u2 autolavado aguilar 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
8858047,21074811192000331000000000U3,AUTOLAVADO SIN NOMBRE,811192,19.17279494,-98.40467168,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000331000000000u3 autolavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
9520733,21074811192000511000000000U0,AUTO LAVADO SINNOMBRE,811192,19.15109438,-98.41335748,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000511000000000u0 auto lavado sinnombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
9532624,21074811192000501000000000U1,AUTO LAVADO CLICK MASTER,811192,19.15579646,-98.40643722,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000501000000000u1 auto lavado click master 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
9577566,21074811192000491000000000U5,AUTOLAVADO VAQUERO,811192,19.1623147,-98.40079243,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000491000000000u5 autolavado vaquero 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
9687833,21074466410000401000000000U8,BAZAR Y COSTURA EL UNIVERSO A LA MODA,466410,19.16045904,-98.41055393,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074466410000401000000000u8 bazar y costura el universo a la moda 466410 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,466410
9751454,21074463111000111000000000U0,TEXTILES ATLANTE,463111,19.15661543,-98.41009072,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463111000111000000000u0 textiles atlante 463111 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,463111
9810486,21074811192000521000000000U9,AUTO LAVADO SIN NOMBRE,811192,19.16930676,-98.41014161,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000521000000000u9 auto lavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10543857,21074811192000601000000000U9,AUTOLAVADO SEINOS,811192,19.15848698,-98.40992721,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000601000000000u9 autolavado seinos 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10948189,21074811192000551000000000U6,AUTOLAVADO DYLAN DE TALL,811192,19.1623782,-98.40591756,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000551000000000u6 autolavado dylan de tall 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
10960065,21074811192000481000000000U6,AUTO LAVADO ALEXIS,811192,19.15133277,-98.4083661,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000481000000000u6 auto lavado alexis 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
11131351,21074811192000561000000000U5,AUTO LAVADO CASA BLANCA,811192,19.16083867,-98.40163252,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000561000000000u5 auto lavado casa blanca 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
11221853,21074811192000591000000000U2,AUTO LAVADO SIN NOMBRE,811192,19.14831335,-98.39398401,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074811192000591000000000u2 auto lavado sin nombre 811192 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,811192
11455076,21074463211001741000000000U1,KATERIN JEANS,463211,19.16098185,-98.40436023,data\raw\agebs\huejotzingo\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\huejotzingo,denue,21074463211001741000000000u1 katerin jeans 463211 data\raw\agebs\huejotzingo\inegi_denue_.shp inegi_denue_.shp agebs\huejotzingo denue,463211
3260411,21132434211000401000000000U5,ACABADOS COREV,467113,19.27652777,-98.44876883,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132434211000401000000000u5 acabados corev 467113 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,467113
3262895,21132811192000311000000000U5,AUTOLAVADO LA LIBERTAD,811192,19.2898228,-98.4444714,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000311000000000u5 autolavado la libertad 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3265376,21132811192000151000000000U1,AUTOLAVADO DE LA ROSA,811192,19.2732988,-98.42884343,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000151000000000u1 autolavado de la rosa 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3324876,21132811192000581000000000U9,AUTOLAVADO ROJITAS,811192,19.27244842,-98.43962328,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000581000000000u9 autolavado rojitas 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
4185282,29019811192000101000000000U7,AUTO LAVADO LA SOMBRITA,811192,19.27068009,-98.38627533,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019811192000101000000000u7 auto lavado la sombrita 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
7535986,21132811192000761000000000U7,AUTOLAVADO EL PICUDO,811192,19.30359603,-98.45500906,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000761000000000u7 autolavado el picudo 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
7583373,21132811192000811000000000U0,AUTO LAVADO LOS TIGRES,811192,19.30575815,-98.45941014,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000811000000000u0 auto lavado los tigres 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
8077001,21132463211004131000000000U8,LATINA JEANS,463211,19.28126394,-98.43534581,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463211004131000000000u8 latina jeans 463211 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463211
8119987,21132811192000991000000000U0,AUTOLAVADO SIN NOMBRE,811192,19.27119547,-98.40737765,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000991000000000u0 autolavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
8120122,21132463111000181000000000U9,TEXTILES SR BOB,463111,19.27676937,-98.43109843,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463111000181000000000u9 textiles sr bob 463111 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463111
8271492,21132811192000861000000000U5,AUTO LAVADO SAN RAFAEL,811192,19.29166706,-98.45538215,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000861000000000u5 auto lavado san rafael 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
8776740,21132811192001051000000000U2,AUTO LAVADO EL BOULEVARD,811192,19.28832607,-98.43699823,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001051000000000u2 auto lavado el boulevard 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
8913490,29019811192000141000000000U3,AUTO LAVADO DE AUTOS SIN NOMBRE,811192,19.29453328,-98.40255608,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019811192000141000000000u3 auto lavado de autos sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10870341,21143467112000031000000000U7,VENTA DE FACHADAS Y ACABADOS SIN NOMBRE,467112,19.30784523,-98.47135262,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143467112000031000000000u7 venta de fachadas y acabados sin nombre 467112 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,467112
11195311,29019463111000151000000000U3,VENTA DE MEZCLILLA SIN NOMBRE,463111,19.28299589,-98.39916452,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019463111000151000000000u3 venta de mezclilla sin nombre 463111 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463111
11471442,21132811192001371000000000U4,AUTOLAVADO SIN NOMBRE,811192,19.27785704,-98.42150832,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001371000000000u4 autolavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3260160,21132811192000421000000000U8,AUTOLAVADO RIVAS,811192,19.28744075,-98.44663094,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000421000000000u8 autolavado rivas 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3264197,21132811192000041000000000U4,AUTOLAVADO ZARAGOZA,811192,19.28789879,-98.43507319,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000041000000000u4 autolavado zaragoza 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3266494,21132463211000511000000000U5,BOUTIQUE PROMO JEANS,463211,19.27986241,-98.43316255,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463211000511000000000u5 boutique promo jeans 463211 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463211
3268164,21132811192000411000000000U9,AUTOLAVADO SPLASH,811192,19.28750688,-98.43074418,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000411000000000u9 autolavado splash 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3325478,21132463310001661000000000U7,ZAPATERIA AU PETI JEANS,463310,19.2827062,-98.43692981,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463310001661000000000u7 zapateria au peti jeans 463310 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463310
4146468,29019463111000031000000000U7,COMERCIALIZADORA TEXTIL SHARON,463111,19.29248214,-98.40908997,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29019463111000031000000000u7 comercializadora textil sharon 463111 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463111
7583417,21132811192000821000000000U9,AUTOLAVADO LA IGUANA,811192,19.28977591,-98.43248327,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000821000000000u9 autolavado la iguana 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
7583567,21132463211003771000000000U2,VENTA DE PANTALONES,463211,19.28372215,-98.46356131,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463211003771000000000u2 venta de pantalones 463211 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,463211
8077302,21132811192000901000000000U9,AUTO LAVADO PRCLEAN,811192,19.28551191,-98.43334752,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000901000000000u9 auto lavado prclean 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
8120058,21132811192001011100000000U6,AUTOLAVADO SIN NOMBRE,811192,19.27442601,-98.4101124,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001011100000000u6 autolavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
9876985,21132811192001331000000000U8,AUTOLAVADO AUTOSPA DELUXE,811192,19.29424892,-98.43419675,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001331000000000u8 autolavado autospa deluxe 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10057191,21132811192001541000000000U2,AUTO LAVADO SIN NOMBRE,811192,19.26713171,-98.43160459,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001541000000000u2 auto lavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10066753,21132811192001271000000000U6,AUTOLAVADO BOTAS,811192,19.28417356,-98.43172711,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001271000000000u6 autolavado botas 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10098696,29015811192000191000000000U6,AUTOLAVADO SIN NOMBRE,811192,19.30963472,-98.38118451,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,29015811192000191000000000u6 autolavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10325525,21143811192000151000000000U8,AUTOLAVADO PEREZ,811192,19.27151086,-98.4730099,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143811192000151000000000u8 autolavado perez 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10363155,21132811192001191000000000U6,AUTOLAVADO SAN JUAN,811192,19.29180037,-98.43337758,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001191000000000u6 autolavado san juan 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10474413,21132811192001531000000000U3,AUTOLAVADO LA CARCACHITA,811192,19.29154628,-98.45432995,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001531000000000u3 autolavado la carcachita 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10496967,21132811192001461000000000U3,AUTO LAVADO EL KARCHER,811192,19.30602422,-98.46123493,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001461000000000u3 auto lavado el karcher 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10730452,21143811192000171000000000U6,AUTOLAVADO MARCIAL,811192,19.30989937,-98.48846692,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21143811192000171000000000u6 autolavado marcial 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10832199,21132811192001131000000000U2,AUTOLAVADO EL CANARITO DE ORO,811192,19.27608432,-98.43015028,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001131000000000u2 autolavado el canarito de oro 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
10892760,21132811192001482000000000U9,AUTOLAVADO LA DUEÑA,811192,19.28775055,-98.4314281,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001482000000000u9 autolavado la duena 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
11003376,21132811192001501000000000U6,LAVADO DE AUTOS JECO,811192,19.27623637,-98.41669712,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001501000000000u6 lavado de autos jeco 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
11152182,21132811192001431000000000U6,AUTOLAVADO SOLANO,811192,19.30239063,-98.45090779,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001431000000000u6 autolavado solano 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
11323278,21132811192001211000000000U2,AUTO LAVADO SIN NOMBRE,811192,19.28596052,-98.44390234,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192001211000000000u2 auto lavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3260118,21132811192000201000000000U4,AUTOLAVADO OJO DE AGUA,811192,19.2876347,-98.45046185,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000201000000000u4 autolavado ojo de agua 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3263005,21132811192000691000000000U6,AUTO LAVADO SIN NOMBRE,811192,19.28854112,-98.43681231,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000691000000000u6 auto lavado sin nombre 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3264028,21132463214000011010000000U0,TIENDA DE DISFRACES MONJE,315224,19.28806172,-98.43764518,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132463214000011010000000u0 tienda de disfraces monje 315224 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,315224
3264076,21132811192000121000000000U4,AUTO LAVADO PATO MOJADO,811192,19.28630836,-98.44001564,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132811192000121000000000u4 auto lavado pato mojado 811192 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,811192
3264083,21132467111000101000000000U3,FERRETERIA Y ACABADOS,467111,19.28640211,-98.44015646,data\raw\agebs\san_martin\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\san_martin,denue,21132467111000101000000000u3 ferreteria y acabados 467111 data\raw\agebs\san_martin\inegi_denue_.shp inegi_denue_.shp agebs\san_martin denue,467111
