id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,source_folder,categoria_relevancia_ambiental,palabras_clave_detectadas,distancia_hidrografia_m,rango_distancia_hidrografia,latitud,longitud,nota_metodologica
10597677,21074313240000023000000000U6,BEKAERTDESLEE,313240,agebs\huejotzingo,revisar,,241.09261209002366,100-250 m,19.17966759,-98.37502579,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10978442,21074812210000741000000000U2,MAGIC WASH SERVICIOS,812210,agebs\huejotzingo,revisar,,754.4336315324291,500-1000 m,19.14958454,-98.40537115,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11095597,21074315224000091000000000U5,MASCARAS DE CARNAVAL,315224,agebs\huejotzingo,revisar,,51.536118971083646,0-100 m,19.15676224,-98.41094181,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11484735,21074313111000021000000000U3,CASA OLIVER,313111,agebs\huejotzingo,revisar,,307.29928807558366,250-500 m,19.16097359,-98.4070651,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11488206,21074315121000023000000000U6,BONETERA DE PUEBLA SAN JOSE,315121,agebs\huejotzingo,revisar,,39.38290354228654,0-100 m,19.14630178,-98.38867009,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11620168,21074315224000081000000000U6,ARTESANIAS PARA CARNAVAL SIN NOMBRE,315224,agebs\huejotzingo,revisar,,454.55666820531616,250-500 m,19.16739713,-98.40361347,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11827938,21074313210000105000000000U4,INDORAMA VENTURES MOBILITY PUEBLA,313210,agebs\huejotzingo,revisar,,211.67224426260253,100-250 m,19.15856927,-98.37948213,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6271697,21132313210000016102003933S9,FABRICA DE SAN MARTIN,313210,agebs\san_martin,revisar,,395.4139758581218,250-500 m,19.29210931,-98.44304428,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7536246,21143314912000011000000000U7,LONAS Y LUMINOSOS KENIA,314912,agebs\san_martin,revisar,,359.4030525006756,250-500 m,19.30979736,-98.48354746,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8787568,29019315229000601000000000U7,COSTUREROS SIN NOMBRE,315229,agebs\san_martin,revisar,,711.8728355839531,500-1000 m,19.27010976,-98.3846676,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9176687,21132315223000301000000000U6,COMPOSTURAS DE ROPA SIN NOMBRE,315223,agebs\san_martin,revisar,,150.22052132002392,100-250 m,19.28815838,-98.42650105,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9329155,29019812210000381010000000U4,PLANCHADURIA,315229,agebs\san_martin,revisar,,222.77620841345762,100-250 m,19.28159353,-98.3957077,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9667233,21132315225000931000000000U5,CYAN COMPANY,315225,agebs\san_martin,revisar,,584.2481742729362,500-1000 m,19.27847,-98.41801427,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9925244,29019314991000071000000000U9,DISEÑOS DE AMOR,314991,agebs\san_martin,revisar,,699.2065962223819,500-1000 m,19.2848487,-98.39822386,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10778198,21132315221000021000000000U4,PIJAMA OOUCH,315221,agebs\san_martin,revisar,,303.7160988032551,250-500 m,19.2887342,-98.46594532,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11161213,21132315229004631000000000U9,PLAYERA BONITA THE SHISTS NICE,315229,agebs\san_martin,revisar,,618.6555335269093,500-1000 m,19.28132185,-98.44226692,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11430400,21132812210001161000000000U8,SERVICLEAN,812210,agebs\san_martin,revisar,,268.7152505527339,250-500 m,19.28668892,-98.43755143,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11477163,29019432111000071000000000U1,K-POTEX DISTRIBUIDOR TEXTIL,432111,agebs\san_martin,revisar,textil,599.2758068777526,500-1000 m,19.28246887,-98.39796648,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11590807,29019315225000101000000000U6,ARMADO DE SUDADERA SIN NOMBRE,315225,agebs\san_martin,revisar,,385.91486200577083,250-500 m,19.28097558,-98.39115614,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3264233,21132315229000341000000000U9,NOVIAS DE ANDYS,315229,agebs\san_martin,revisar,,644.7983270831284,500-1000 m,19.28381129,-98.43463401,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273655,21132315229002402000000000U7,COSTURERO SIN NOMBRE,315229,agebs\san_martin,revisar,,23.118468208725258,0-100 m,19.27342916,-98.4074254,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273661,21132315229000221000000000U3,COSTURERO SIN NOMBRE,315229,agebs\san_martin,revisar,,527.0121935064149,500-1000 m,19.27253528,-98.40871819,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320469,21132811499000691010000000U5,COSER ROPA SIN NOMBRE,315229,agebs\san_martin,revisar,,364.4278740177259,250-500 m,19.2979884,-98.47225307,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321908,21132315229002911002000000U7,GRUPO FREVANY,315229,agebs\san_martin,revisar,,690.4734296714319,500-1000 m,19.29127398,-98.45226588,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3322152,21132465211000651010000000U7,ARTESANIAS SIN NOMBRE,314991,agebs\san_martin,revisar,,585.1094337133537,500-1000 m,19.26349374,-98.40927277,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3323737,21132315223000051100000000U7,UNIFORMES DEPORTIVOS DATEPA,315223,agebs\san_martin,revisar,,559.0368302009772,500-1000 m,19.27883531,-98.44723656,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3324344,21132315229002941000000000U4,COSTURERO PARA TERCEROS,315229,agebs\san_martin,revisar,,517.9733463311026,500-1000 m,19.28292186,-98.41616239,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4185239,29019812210000171000000000U9,PLANCHADURIA,812210,agebs\san_martin,revisar,,401.0330293586992,250-500 m,19.27838887,-98.39418281,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6405915,29015313210000016001000000U8,POLITEL,313210,agebs\san_martin,revisar,,329.52717220148594,250-500 m,19.31328784,-98.38636114,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7582895,21132315225000591000000000U7,COMPOSTURAS DE PRENDAS DE VESTIR,315225,agebs\san_martin,revisar,,614.1617418672181,500-1000 m,19.28425793,-98.45009233,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583005,21132812210000721000000000U0,HIPERCLEAN,812210,agebs\san_martin,revisar,,184.2610883111232,100-250 m,19.28642501,-98.44478408,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583210,21132315225000611000000000U3,GALI DE MEXICO,315225,agebs\san_martin,revisar,,486.02337090517636,250-500 m,19.28928052,-98.43309813,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8125957,29019812210000311100000000U1,SERVICIO DE PLANCHADURIA,812210,agebs\san_martin,revisar,,37.649648070762694,0-100 m,19.27948434,-98.39485024,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8560193,21132315224000011000000000U9,TRAJES DE CARNAVAL SIN NOMBRE,315224,agebs\san_martin,revisar,,18.054003518271344,0-100 m,19.26865071,-98.43722195,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8776893,21132314912000031000000000U8,LONAS CHIQUIS,314912,agebs\san_martin,revisar,,379.33000990834734,250-500 m,19.28951041,-98.41787373,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8777500,21132315225000751010000000U7,MAQUILERO SIN NOMBRE,315229,agebs\san_martin,revisar,,359.4474905514942,250-500 m,19.28818892,-98.43799477,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9398880,29015812210000113000053895S9,LAVARTEX TLAXCALA,812210,agebs\san_martin,revisar,,265.95149923315563,250-500 m,19.31064033,-98.39251059,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9877139,21132315225000811000000000U9,COSTURERIA SIN NOMBRE,315225,agebs\san_martin,revisar,,337.2115192398897,250-500 m,19.28137885,-98.42066995,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10095612,29019812210000511000000000U6,PLANCHADURIA SIN NOMBRE,812210,agebs\san_martin,revisar,,688.3340104306304,500-1000 m,19.27695137,-98.39071184,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10194425,21132315229004361000000000U3,COSTURERO A TERCEROS SIN NOMBRE,315229,agebs\san_martin,revisar,,301.70191105703896,250-500 m,19.28139061,-98.41504036,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10283642,29019812210000521000000000U5,SERVICIO DE PLANCHADO,812210,agebs\san_martin,revisar,,318.15922515765686,250-500 m,19.2797789,-98.39564524,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10287094,21132315229004251000000000U6,IMPRESIONES AGUILAR,315229,agebs\san_martin,revisar,,769.4965481548815,500-1000 m,19.29361113,-98.46651092,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10306393,29019315229001191000000000U8,PLANCHADURIA SIN NOMBRE,315229,agebs\san_martin,revisar,,240.73886815565984,100-250 m,19.28099056,-98.39633592,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10376182,21132314120000221000000000U5,DECORACION DE CORTINAS CREACIONES CESARS EXHIBICION,314120,agebs\san_martin,revisar,,181.75719703091505,100-250 m,19.29220047,-98.44853963,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10686262,21132315229005073000000000U3,FABRICA DE ROPA DE BEBE MARY BABY,315229,agebs\san_martin,revisar,,385.91486200577083,250-500 m,19.29309033,-98.45932159,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10747743,21132315223000391000000000U7,COSTURERO A TERCEROS SIN NOMBRE,315229,agebs\san_martin,revisar,,280.7825815057725,250-500 m,19.28142673,-98.41477167,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10947291,21132315229004792000000000U9,DOVIQUER,315229,agebs\san_martin,revisar,,644.6986009337726,500-1000 m,19.29086845,-98.45148953,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11126971,21132315229004501000000000U4,COSTURERO A TERCEROS SIN NOMBRE,315229,agebs\san_martin,revisar,,327.9707056506964,250-500 m,19.28203879,-98.41452531,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11154016,21143812210000071000000000U7,ACTIVIDADES DENTRO DE LA VIVIENDA,812210,agebs\san_martin,revisar,,378.7943183836415,250-500 m,19.30560952,-98.478712,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11162688,21132315223000441000000000U0,COSTUREROS A TERCEROS SIN NOMBRE,315225,agebs\san_martin,revisar,,400.81689631584607,250-500 m,19.28243119,-98.41579155,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11319881,21132315225000881000000000U2,COSTURERIA SIN NOMBRE,315225,agebs\san_martin,revisar,,429.71573125792435,250-500 m,19.28103146,-98.41848506,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11589651,21132315223000471000000000U7,COSTURERO SIN NOMBRE,315223,agebs\san_martin,revisar,,545.658621868372,500-1000 m,19.2803483,-98.4154286,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3260746,21132315223000031000000000U9,UNIFORMES DEPORTIVOS OLIMPIA,315223,agebs\san_martin,revisar,,519.1349555904076,500-1000 m,19.27932552,-98.4386266,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3262975,21132315229002703001000000U8,GRUPO FREVANY,315229,agebs\san_martin,revisar,,447.3952236063821,250-500 m,19.28969584,-98.43821155,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3263076,21132314120000031000000000U8,CORTINAS Y DECORACIONES OSCAR,314120,agebs\san_martin,revisar,,164.31128609584673,100-250 m,19.28696153,-98.44079974,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3263381,21132315225000211010000000U2,NOVIAS KARLA,315229,agebs\san_martin,revisar,,304.9478644352057,250-500 m,19.28370818,-98.43395994,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3264056,21132561432001211010000000U4,DCREATEX COMERCIALIZADORA TEXTIL Y PUBLICIDAD,323119,agebs\san_martin,revisar,textil,779.7022693739237,500-1000 m,19.28727858,-98.43525728,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3269804,21132314991000112000000000U0,COSTURERO SIN NOMBRE,314991,agebs\san_martin,revisar,,171.9444918319516,100-250 m,19.28027601,-98.41544836,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3273665,21132315229002232000000000U8,COSTURERO SIN NOMBRE,315229,agebs\san_martin,revisar,,194.67903736364795,100-250 m,19.27283355,-98.40919604,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3320182,21143315991000013002000000U6,FABRICA DE GORRAS Y UNIFORMES GASI,315991,agebs\san_martin,revisar,,1075.7726533730327,>1000 m,19.30822969,-98.48284662,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3321778,21132811499000551010000000U1,COSTUREROS SIN NOMBRE,315225,agebs\san_martin,revisar,,169.81670886367002,100-250 m,19.28995866,-98.46411975,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3324123,21132315225000441000000000U5,CREACIONES ROSY,315225,agebs\san_martin,revisar,,134.4334480034459,100-250 m,19.28366246,-98.4336739,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3324789,21132315229003293000000000U9,HERMANOS ROMERO,315229,agebs\san_martin,revisar,,588.2157384994739,500-1000 m,19.27811558,-98.44247159,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3411772,21132463211000691021000000U5,PLAYERAS KALUS,315229,agebs\san_martin,revisar,,257.1280881632171,250-500 m,19.28688772,-98.4660331,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4146345,29019812210000111000000000U5,PLANCHADURIA SIN NOMBRE,812210,agebs\san_martin,revisar,,699.1684338070042,500-1000 m,19.28031164,-98.39443549,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
4185160,29019432111000012001000000U5,TEXTILES BETEX,432111,agebs\san_martin,revisar,textiles,508.37738759930966,500-1000 m,19.28359445,-98.40060152,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6378165,21132315229002885002000000U3,PLAYERAS KALUS,315229,agebs\san_martin,revisar,,385.91486200577083,250-500 m,19.28592366,-98.46626808,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6406480,29019313210000011000012189M1,INDUSTRIAL TEXTIL DE PUEBLA,313210,agebs\san_martin,revisar,textil,20.810824026193384,0-100 m,19.29623138,-98.39827775,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7536382,21132315225000571000000000U9,SE HACE Y SE PEGA BOTON,315225,agebs\san_martin,revisar,,139.61930455931002,100-250 m,19.28627505,-98.47044931,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583401,21132812210000781000000000U4,MAXI CLEAN,812210,agebs\san_martin,revisar,,6.479976602325017,0-100 m,19.28058431,-98.44960573,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583436,21132315229003713000000000U6,FABRICA DE ROPA DE NIÑO COQUETA,315229,agebs\san_martin,revisar,,285.9295551075817,250-500 m,19.29981153,-98.47259161,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
7583600,21132315229003762011000000U3,BODEGA,315223,agebs\san_martin,revisar,,777.5220834689346,500-1000 m,19.28841024,-98.437236,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8076933,21132315223000241000000000U4,ROPA PARA UNIFORMES,315223,agebs\san_martin,revisar,,271.5994973404941,250-500 m,19.28457558,-98.44164905,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8077429,21132812210000981000000000U0,LUCERAMIC,812210,agebs\san_martin,revisar,,171.31167762625893,100-250 m,19.28180271,-98.4305507,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8120125,21132313320000011000000000U7,LONAS Y TOLDOS G M,313320,agebs\san_martin,revisar,,365.6508616624721,250-500 m,19.27700139,-98.43174044,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
