id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,latitud,longitud,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,localidad,municipio,actividad_denue_original,codigo_scian_original,texto_busqueda_normalizado,etapa_productiva_sugerida,etapa_productiva_secundaria,subtipo_confeccion,presion_ambiental_potencial,confianza_clasificacion,evidencia_clasificacion,palabras_clave_etapa,reglas_activadas,tiene_senal_proceso_humedo,tiene_senal_mezclilla_jeans,tiene_senal_lavado_deslavado,tiene_senal_tenido_tintoreria,tiene_senal_acabado_tratamiento,tiene_senal_industrial,tiene_senal_maquila,tiene_senal_planchado,es_confeccion_especializada,es_comercio_o_renta,requiere_auditoria_manual,motivo_auditoria,prioridad_auditoria,prioridad_campo,motivo_prioridad_campo,decision_estudio_sugerida,decision_alcance_proyecto,motivo_exclusion_prioritaria,flag_universo_alcance_proyecto,motivo_universo_alcance_proyecto,flag_fuera_alcance_productivo_textil,flag_estudio_prioritario,motivo_flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_confeccion_especializada_baja_relevancia,flag_comercio_o_renta,flag_requiere_auditoria_manual,flag_prioridad_campo,flag_cercania_hidrografia_250m,flag_senal_industrial,flag_texto_ambiguo,flag_posible_falso_positivo,flag_posible_falso_negativo,query_maps,query_web,categoria_auditada,etapa_productiva_auditada,notas_auditoria,fuente_auditoria,decision_estudio,fecha_auditoria,auditor_responsable,flag_excluido_auditoria_manual_false,categoria_auditada_manual,notas_auditoria_manual,_id_key,fuente_geometria,nombre_mapa,raz_social,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,cve_loc,ageb,manzana,telefono,correoelec,www,tipoUniEco,fecha_alta,regla_exc_nombre_no_objetivo,regla_exc_actividad_no_objetivo,regla_exc_decision_previa,regla_inc_humedo_flags,regla_inc_humedo_texto,regla_inc_humedo_etapa_scian,regla_inc_mezclilla_nombre,regla_inc_mezclilla_etapa,regla_inc_material_textil,flag_foco_estricto_tratamiento,flag_foco_estricto_mezclilla,flag_foco_estricto_material_textil,flag_foco_textil_estricto,reglas_inclusion_activadas,reglas_exclusion_activadas,decision_filtro_estricto,motivo_decision_filtro,categoria_foco_estricto,en_universo_canonico_original,en_mh_filtrado,en_filtrado_2026_santa,senales_foco_estricto,nota_metodologica_foco,Name,DENUE,ID DENUE,en_foco_estricto,perfil_comparacion,comparacion_canonico_vs_mh,comparacion_canonico_vs_foco,membresias_resumen
3428321,21074812210000051011000000U6,LAVANDERIA Y TERMINADOS G C,313310,19.21176794,-98.37981608,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000051011000000u6 lavanderia y terminados g c 313310 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,313310,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",792.7861595870044,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000051011000000u6 lavanderia y terminados g c 313310 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,313310,lavanderia y terminados g c 21074812210000051011000000u6 lavanderia y terminados g c 313310 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 313310 lavanderia,lavanderia_industrial,fabricacion_textil,,alta,media,SCIAN 313310 | lavanderia_industrial: lavanderia,lavanderia,scian_prefijo_313; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA Y TERMINADOS G C Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,LAVANDERIA Y TERMINADOS G C Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,3428321,canonico_original,LAVANDERIA Y TERMINADOS G C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
6861846,21074812210000364001000000U3,STONE LAV,812210,19.21707716,-98.37347932,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000364001000000u3 stone lav 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,,revisar,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",913.596503634522,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000364001000000u3 stone lav 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,stone lav 21074812210000364001000000u3 stone lav 812210 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 812210,lavanderia_industrial,,,alta,media,SCIAN 812210,,scian_812210,True,False,False,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,STONE LAV Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,STONE LAV Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,6861846,canonico_original,STONE LAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,True,en_los_4,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; foco estricto alternativo; filtrado 2026
7742787,21074461160000781011000000U9,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,315229,19.21474593,-98.38036918,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074461160000781011000000u9 taller de maquila y pantalones de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquila; mezclilla; pantalon,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",687.0095651501339,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074461160000781011000000u9 taller de maquila y pantalones de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,taller de maquila y pantalones de mezclilla 21074461160000781011000000u9 taller de maquila y pantalones de mezclilla 315229 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 315229 maquila mezclilla pantalon,fabricacion_mezclilla,confeccion_maquila,maquila_productiva,media,media,"SCIAN 315229 | mezclilla_jeans: mezclilla, pantalones de mezclilla | maquila: maquila | confeccion: pantalon",maquila; mezclilla; pantalones de mezclilla,scian_prefijo_315; texto_confeccion; texto_maquila; texto_mezclilla_jeans,False,True,False,False,False,False,True,False,False,False,True,mezclilla/jeans sin evidencia directa de proceso humedo,alta,media,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla mezclilla jeans maquila textil,,,,,,,,False,,,7742787,canonico_original,TALLER DE MAQUILA Y PANTALONES DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,True,en_los_4,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; foco estricto alternativo; filtrado 2026
8088970,21074315229001671000000000U2,MAQUILADORA DE PANTALONES DE MEZCLILLA,315229,19.20894047,-98.37831876,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074315229001671000000000u2 maquiladora de pantalones de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquila; mezclilla; pantalon,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",486.9181072006298,False,False,True,True,250-500 m,Santa Ana Xalmimilulco,Huejotzingo,21074315229001671000000000u2 maquiladora de pantalones de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquiladora de pantalones de mezclilla 21074315229001671000000000u2 maquiladora de pantalones de mezclilla 315229 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 315229 maquila mezclilla pantalon,fabricacion_mezclilla,confeccion_maquila,maquila_productiva,media,media,"SCIAN 315229 | mezclilla_jeans: mezclilla, pantalones de mezclilla | industrial: maquiladora | maquila: maquila, maquiladora | confeccion: pantalon",maquila; maquiladora; mezclilla; pantalones de mezclilla,scian_prefijo_315; texto_confeccion; texto_industrial; texto_maquila; texto_mezclilla_jeans,False,True,False,False,False,True,True,False,False,False,True,mezclilla/jeans sin evidencia directa de proceso humedo,alta,media,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,MAQUILADORA DE PANTALONES DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,MAQUILADORA DE PANTALONES DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla mezclilla jeans maquila textil,,,,,,,,False,,,8088970,canonico_original,MAQUILADORA DE PANTALONES DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
8089261,21074812210000431000000000U0,LAVANDERIA REY,812210,19.21125165,-98.37655998,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000431000000000u0 lavanderia rey 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1028.491962551902,False,False,False,False,>1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000431000000000u0 lavanderia rey 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia rey 21074812210000431000000000u0 lavanderia rey 812210 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA REY Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,LAVANDERIA REY Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,8089261,canonico_original,LAVANDERIA REY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
8089452,21074812210000451001000000U8,LAVANDERIA RUGLAS,812210,19.20291914,-98.3807764,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000451001000000u8 lavanderia ruglas 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1219.1924555432597,False,False,False,False,>1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000451001000000u8 lavanderia ruglas 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia ruglas 21074812210000451001000000u8 lavanderia ruglas 812210 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA RUGLAS Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,LAVANDERIA RUGLAS Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,8089452,canonico_original,LAVANDERIA RUGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,True,en_los_4,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; foco estricto alternativo; filtrado 2026
8089562,21074812210000471000000000U6,LAVANDERIA SANTY,812210,19.20207742,-98.38492676,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000471000000000u6 lavanderia santy 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",980.1102269871695,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000471000000000u6 lavanderia santy 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia santy 21074812210000471000000000u6 lavanderia santy 812210 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA SANTY Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,LAVANDERIA SANTY Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,8089562,canonico_original,LAVANDERIA SANTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
8090455,21074315229001931000000000U0,TALLER DE MAQUILA DE MEZCLILLA,315229,19.21440504,-98.38432234,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074315229001931000000000u0 taller de maquila de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquila; mezclilla,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",1040.5866121487788,False,False,False,False,>1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074315229001931000000000u0 taller de maquila de mezclilla 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,taller de maquila de mezclilla 21074315229001931000000000u0 taller de maquila de mezclilla 315229 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 315229 maquila mezclilla,fabricacion_mezclilla,confeccion_maquila,maquila_productiva,media,media,SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila,maquila; mezclilla,scian_prefijo_315; texto_maquila; texto_mezclilla_jeans,False,True,False,False,False,False,True,False,False,False,True,mezclilla/jeans sin evidencia directa de proceso humedo,alta,media,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,TALLER DE MAQUILA DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,TALLER DE MAQUILA DE MEZCLILLA Santa Ana Xalmimilulco Huejotzingo Puebla mezclilla jeans maquila textil,,,,,,,,False,,,8090455,canonico_original,TALLER DE MAQUILA DE MEZCLILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,True,en_los_4,canonico_y_mh,canonico_y_foco_estricto,canonico original; MH filtrado; foco estricto alternativo; filtrado 2026
8111334,21074434222000041000000000U0,VAQUIMTEX PRODUCTOS PARA LAVANDERIA,434222,19.21836989,-98.3755234,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074434222000041000000000u0 vaquimtex productos para lavanderia 434222 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,434222,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",788.1700784749129,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074434222000041000000000u0 vaquimtex productos para lavanderia 434222 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,434222,vaquimtex productos para lavanderia 21074434222000041000000000u0 vaquimtex productos para lavanderia 434222 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 434222 lavanderia,lavanderia_industrial,,,alta,media,lavanderia_industrial: lavanderia,lavanderia,texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,VAQUIMTEX PRODUCTOS PARA LAVANDERIA Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,VAQUIMTEX PRODUCTOS PARA LAVANDERIA Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,8111334,canonico_original,VAQUIMTEX PRODUCTOS PARA LAVANDERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,False,canonico_2026_no_foco_no_mh,solo_canonico_original,solo_canonico_original,canonico original; filtrado 2026
8776900,21074812210000521000000000U8,LAVANDERIA MARY,812210,19.20780984,-98.37742389,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074812210000521000000000u8 lavanderia mary 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",497.1135873706967,False,False,True,True,250-500 m,Santa Ana Xalmimilulco,Huejotzingo,21074812210000521000000000u8 lavanderia mary 812210 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,812210,lavanderia mary 21074812210000521000000000u8 lavanderia mary 812210 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 812210 lavanderia,lavanderia_industrial,,,alta,media,SCIAN 812210 | lavanderia_industrial: lavanderia,lavanderia,scian_812210; texto_lavanderia_industrial,True,False,True,False,False,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento; senal especifica de lavado/deslavado/lavanderia,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,LAVANDERIA MARY Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,LAVANDERIA MARY Santa Ana Xalmimilulco Huejotzingo Puebla lavanderia industrial textil prendas,,,,,,,,False,,,8776900,canonico_original,LAVANDERIA MARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
8777526,21074315229002171000000000U2,MAQUILA DESHEBRADO,315229,19.211873,-98.38360262,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074315229002171000000000u2 maquila deshebrado 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,deshebrado; maquila,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",845.840416729103,False,False,False,True,500-1000 m,Santa Ana Xalmimilulco,Huejotzingo,21074315229002171000000000u2 maquila deshebrado 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquila deshebrado 21074315229002171000000000u2 maquila deshebrado 315229 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 315229 deshebrado maquila,fabricacion_mezclilla,confeccion_maquila,maquila_productiva,media,media,SCIAN 315229 | mezclilla_jeans: deshebrado | maquila: maquila,deshebrado; maquila,scian_prefijo_315; texto_maquila; texto_mezclilla_jeans,False,True,False,False,False,False,True,False,False,False,True,mezclilla/jeans sin evidencia directa de proceso humedo,alta,media,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,MAQUILA DESHEBRADO Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,MAQUILA DESHEBRADO Santa Ana Xalmimilulco Huejotzingo Puebla mezclilla jeans maquila textil,,,,,,,,False,,,8777526,canonico_original,MAQUILA DESHEBRADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
8949535,21074315229001601000000000U9,TALLER DE MAQUILA DE MEZCLILLA SIN NOMBRE,315229,19.21556529,-98.38554393,data\raw\agebs\xalmimilulco\INEGI_DENUE_.shp,INEGI_DENUE_.shp,agebs\xalmimilulco,denue,21074315229001601000000000u9 taller de maquila de mezclilla sin nombre 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,maquila; mezclilla,media_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",255.08579908068725,False,False,True,True,250-500 m,Santa Ana Xalmimilulco,Huejotzingo,21074315229001601000000000u9 taller de maquila de mezclilla sin nombre 315229 data\raw\agebs\xalmimilulco\inegi_denue_.shp inegi_denue_.shp agebs\xalmimilulco denue,315229,taller de maquila de mezclilla sin nombre 21074315229001601000000000u9 taller de maquila de mezclilla sin nombre 315229 data raw agebs xalmimilulco inegi denue shp inegi denue shp agebs xalmimilulco denue 315229 maquila mezclilla,fabricacion_mezclilla,confeccion_maquila,maquila_productiva,media,media,SCIAN 315229 | mezclilla_jeans: mezclilla | maquila: maquila,maquila; mezclilla,scian_prefijo_315; texto_maquila; texto_mezclilla_jeans,False,True,False,False,False,False,True,False,False,False,True,mezclilla/jeans sin evidencia directa de proceso humedo,alta,media,contexto productivo textil,validar_documentalmente,dentro_alcance_proyecto,,True,senal de mezclilla/jeans,False,True,contexto productivo textil,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,TALLER DE MAQUILA DE MEZCLILLA SIN NOMBRE Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,TALLER DE MAQUILA DE MEZCLILLA SIN NOMBRE Santa Ana Xalmimilulco Huejotzingo Puebla mezclilla jeans maquila textil,,,,,,,,False,,,8949535,canonico_original,TALLER DE MAQUILA DE MEZCLILLA SIN NOMBRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,,,,,,True,canonico_foco_2026_no_mh,solo_canonico_original,canonico_y_foco_estricto,canonico original; foco estricto alternativo; filtrado 2026
