comparacion,id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,localidad,municipio,etapa_productiva_sugerida,distancia_hidrografia_m,motivo_flag_estudio_prioritario
solo_universo_actual,10866423,21074812210000943000000000U4,LAVANDERIA SAN JOSE,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,375.32439055978523,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11255589,21074812210000961000000000U6,LAVANDERIA NATALI,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,537.5603044903331,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11446479,21074812210000791000000000U7,LAVANDERIA FAST & CLEAN,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,727.8985332344357,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3325844,21074812210000321000000000U3,LAVANDERIA SUNY CLEAN,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,156.14334659337044,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3326451,21074812210000281000000000U9,LAVANDERIA SAN MIGUEL,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,10.842593542600799,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3419521,21074461110000221010000000U1,LAVANDERIA EL CHINO,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,534.0963031912969,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3419622,21074812210000061000000000U5,TINTORERIA LUCY,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,844.1926638683314,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8089409,21074812210000441000000000U9,LAVANDERIA LONDRY CLOTHER,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,68.79651963515347,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,8089467,21074812210000461100000000U7,TINTORERIA SANTIAGO JACOBO,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,739.1519498961986,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8089588,21074812210000481000000000U5,LAVANDERIA CONE ESPUMA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,100.35151564757052,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,8121076,21074812210000511000000000U9,LAVANDERIA LUPITA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,472.10158692614095,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8271822,21074812210000391000000000U6,LAVANDERIA HUEJOTZINGO,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,1138.2309815096196,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8776988,21074812210000531000000000U7,LAVANDERIA LA BURBUJA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,130.87057749329674,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9492182,21074812210000691000000000U9,LAVANDERIA SIN NOMBRE,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,791.6867830367438,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9522648,21074812210000591000000000U1,TINTOWASH,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,105.14881671981743,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9714434,21074812210000851000000000U9,LAVANDERIA LA BURBUJA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,421.64454640528623,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10042837,21074812210000581000000000U2,LAVANDERIA KARAMELOS,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,92.35093098643065,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10152379,21074812210000871000000000U7,LAVANDERIA LA ESTRELLA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,114.47266743672259,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10408987,21074812210000652000000000U1,LAVANDERIA TORRES,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,114.43163326312101,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10664588,21074812210000821000000000U2,LAVANDERIA RAPIDIWASH,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,233.96537148112492,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10732265,21074812210000831000000000U1,LAVANDERIA EXPRESES,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,573.4306404307122,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10772217,21074812210000761000000000U0,LAVANDERIA SAN MIGUELITO,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,997.1420912353991,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10816501,21074812210000621000000000U6,LAVANDERIA LA BURBUJA LOCA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,36.71421014825283,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10978442,21074812210000741000000000U2,MAGIC WASH SERVICIOS,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,754.4336315324291,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11032714,21074312112000281000000000U2,LAVADO DE BOTELLAS,312112,Huejotzingo,Huejotzingo,lavado_deslavado,160.54712001055805,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11495272,21074812210000881000000000U6,LAVANDERIA EASY WASH,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,239.68415433557706,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11499902,21074812210000611000000000U7,LAVANDERIA ATENDERTE ES UN PLACER,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,46.27071678612237,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11580049,21074812210000901000000000U2,LAVANDERIA PLANCHADO Y TINTORERIA BUDY 24,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,17.606644656624738,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11684425,21074812210000701000000000U6,LAVANDERIA,812210,Huejotzingo,Huejotzingo,lavanderia_industrial,541.6830187665789,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3263505,21132812210000241000000000U9,LAVANDERIA MILY,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,313.75907021354396,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3273813,21132315229000691010000000U7,LAVANDERIA SIN NOMBRE,313310,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,644.988036568674,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3325286,21132812210000521000000000U4,LAVANDERIA LULU,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,408.969466203585,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,7583002,21132812210000711000000000U1,LAVANDERIA CONY,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,376.15167917432734,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,7726723,29019812210000232001000000U9,MELASA LAVADO Y PROCESO SECO,812210,San Martin Texmelucan,San Martin Texmelucan,lavado_deslavado,67.64718883838799,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,8125958,29019812210000321010000000U0,LAVANDERIA FLORES,313310,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,587.3262381087603,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8125959,29019315229000811000000000U2,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,479.7937189953456,contexto productivo textil
solo_universo_actual,8126134,29019315229000841010000000U9,MAQUILA PANTALON DE MEZCLILLA DESLAVADO,313310,San Martin Texmelucan,San Martin Texmelucan,lavado_deslavado,277.6758097941454,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8950452,21132812210000911000000000U7,LAVANDERIA CASCADA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,421.5151402191334,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9669717,21132532210000021000000000U4,LAVANDERIATEXTIL,532210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,266.2255126408986,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9801137,29019315229000941000000000U7,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,208.04590254244556,actividad productiva o ambigua cerca de hidrografia
solo_universo_actual,10046052,21132812210001191000000000U5,LAVANDERIA CANDY,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,141.3190076422797,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10170764,21132812210001471000000000U1,LAVANDERIA LAVA FRESH,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,344.78091924760713,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10240997,29019812210000481000000000U2,LAVANDERIA EXPRES,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,67.64718883838799,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10534718,21132812210001311000000000U9,LAVANDERIA SIN NOMBRE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,100.55480868094538,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10760884,29019812210000431000000000U7,LAVANDERIA BURBUJAS,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,28.541544186164135,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10796413,21132812210001521000000000U3,LAVANDERIA GREMMIX,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,251.59930868150664,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10815667,29019315229001611000000000U5,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,12.675830703052847,actividad productiva o ambigua cerca de hidrografia
solo_universo_actual,10913117,29019315229001671000000000U9,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,740.0264249081165,contexto productivo textil
solo_universo_actual,11041629,21132812210001271000000000U5,LA LAVANDERIA SIN NOMBRE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,652.7865004224084,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11108879,21132812210001501000000000U5,LAVANDERIA SIN NOMBRE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,225.66514644828513,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11303863,21132812210001561000000000U9,LAVANDERIA LA BURBUJA DORADA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,51.35541618168324,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11333651,29019315229001591000000000U9,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,593.5500768526898,contexto productivo textil
solo_universo_actual,11430400,21132812210001161000000000U8,SERVICLEAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,268.7152505527339,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11564100,21132812210001651000000000U8,LAVANDERIA JAZMIN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,368.8469385234593,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3264041,21132812210000031000000000U4,LAVANDERIA LAVATEX,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,208.04590254244556,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3267977,21132812210000261000000000U7,LAVANDERIA MORMAC,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,282.2679521293506,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3268936,21132812210000491000000000U0,LAVANDERIA CRISTAL,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,1.1582925523799366,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3273826,21132812210000332000000000U6,LAVANDERIA SIN NOMBRE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,370.18066885613314,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3323201,21132812210000471000000000U2,LAVANDERIA LAVA FAST,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,195.23018543683887,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3323717,21132812210000431000000000U6,TINTORERIA Y LAVANDERIA AMERICAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,201.95136894474643,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,4185221,29019812210000212002000000U1,LAVANDERIA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,202.08583811084117,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,7583005,21132812210000721000000000U0,HIPERCLEAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,184.2610883111232,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,8077338,21132812210000961000000000U2,LAVANDERIAS DE AUTOSERVICIO DOLPHIN CLEAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,543.2283977394627,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8119947,21132812210001031000000000U3,LAVANDERIA LOS VOLCANES,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,394.70253057607266,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8120060,21132812210001041000000000U2,TINTORERIA Y LAVANDERIA YAÑEZ,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,495.1096903700895,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8125899,29019315229000791000000000U6,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,180.61540217021454,actividad productiva o ambigua cerca de hidrografia
solo_universo_actual,8126068,29019315229000831001000000U0,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,272.2035991005979,contexto productivo textil
solo_universo_actual,8126132,29019812210000361010000000U6,LAVANDERIA SIN NOMBRE,313310,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,698.7030552584596,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8126301,29019315229000902001000000U9,MAQUILA Y FABRICACION DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,190.1510944592448,actividad productiva o ambigua cerca de hidrografia
solo_universo_actual,8126350,29019313310000041001000000U6,LAVANDERIA Y TINTORERIA ECOLAK,313310,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,511.21180262629287,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,8272002,21132812210000891000000000U1,LAVANDERIA KADILO,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,385.91486200577083,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9398880,29015812210000113000053895S9,LAVARTEX TLAXCALA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,265.95149923315563,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9541793,21132812210001461000000000U2,LAVANDERIA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,466.3631304842407,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9549827,21132812210001301000000000U0,LAVANDERIA BURBU POP,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,282.1301157868712,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9551535,29019315229001091000000000U0,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,903.654733216334,contexto productivo textil
solo_universo_actual,9626261,21132465311003511000000000U8,GLORIA LAVANDERIA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,88.23295215853511,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9699201,21143812210000141000000000U8,LAVANDERIA GARRITAS CLEAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,276.5975033369674,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9713653,29019315229001501000000000U8,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,169.95486840742853,actividad productiva o ambigua cerca de hidrografia
solo_universo_actual,9738307,21132812210001231000000000U9,LAVANDERIA JOBS,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,304.0976935828767,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,9758014,29019315229001151000000000U2,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,385.91486200577083,contexto productivo textil
solo_universo_actual,9918502,29019812210000491000000000U1,SERVICIO DE LAVANDERIA EL TIBU,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,170.75149555634894,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9960329,21132812210001632000000000U8,LAVANDERIA ALEXANDRA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,82.96601216057526,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9978507,21132812210001391000000000U1,LAVANDERIA MR BUBBLES,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,249.69246141682987,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,9999506,29019812210000451000000000U5,LAVANDERIA DE PANTALON DE MEZCLILLA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,115.45728833362429,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,10031564,29019315229001351000000000U8,FABRICACION DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,444.92297806997465,contexto productivo textil
solo_universo_actual,10154898,21143812210000061000000000U8,LAVANDERIA Y TINTORERIA CRUZ,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,420.20231595846474,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10243314,29019315123000061000000000U9,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,304.8406834181382,contexto productivo textil
solo_universo_actual,10373718,21132812210001611000000000U2,LAVANDERIA BRILLANTE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,590.8948834460585,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10426855,29019812210000401000000000U0,LAVANDERIA LA TORTUGA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,650.4937352291363,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10629510,29019313310000122000000000U4,LAVANDERIA SAN MIGUEL,313310,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,430.7070684827034,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10701786,21132812210001341000000000U6,LAVANDERIA SIN NOMBRE,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,385.91486200577083,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,10881479,29019315229001701000000000U4,MAQUILA DE PANTALON DE MEZCLILLA,315229,San Martin Texmelucan,San Martin Texmelucan,fabricacion_mezclilla,562.7614522549773,contexto productivo textil
solo_universo_actual,11154016,21143812210000071000000000U7,ACTIVIDADES DENTRO DE LA VIVIENDA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,378.7943183836415,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,11341985,21132812210001351000000000U5,AUXILIAR TINTORERIA Y LAVANDERIA YAÑEZ,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,21.67254352432542,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,11429037,21132812210001211000000000U1,LAVANDERIA MINY,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,130.05761110479125,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento y distancia <= 250 m a hidrografia
solo_universo_actual,3260147,21132541110000331010000000U8,LAVANDERIA ECOTEX,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,278.3470359180488,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3260321,21132812210000061000000000U1,LAVANDERIA LA ESTRELLA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,397.25101389018613,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3265607,21132812210000311000000000U0,TINTORERIA AMERICAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,434.88980179020854,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3265664,21132812210000271000000000U6,TINTORERIAS Y LAVANDERIAS CABRERA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,385.91486200577083,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3267098,21132812210000201000000000U3,TINTORERIA AMERICAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,536.7388653053159,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3267105,21132812210000161000000000U9,LAVANDERIA AMERICAN,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,521.519523133167,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
solo_universo_actual,3268785,21132722219001371020000000U3,LAVANDERIA ESPINOZA,812210,San Martin Texmelucan,San Martin Texmelucan,lavanderia_industrial,1129.541455517534,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento
