grupo_espacial,scian_4,n,pct_grupo
CLUSTER_004,3141,1,3.5714285714285716
CLUSTER_004,3149,1,3.5714285714285716
CLUSTER_004,3151,2,7.142857142857143
CLUSTER_004,3152,22,78.57142857142857
CLUSTER_004,8122,2,7.142857142857143
CLUSTER_005,3132,2,6.0606060606060606
CLUSTER_005,3151,3,9.090909090909092
CLUSTER_005,3152,26,78.78787878787878
CLUSTER_005,8122,2,6.0606060606060606
CLUSTER_006,3141,1,5.0
CLUSTER_006,3149,11,55.0
CLUSTER_006,3152,8,40.0
CLUSTER_007,3131,6,6.0606060606060606
CLUSTER_007,3132,6,6.0606060606060606
CLUSTER_007,3133,1,1.0101010101010102
CLUSTER_007,3141,1,1.0101010101010102
CLUSTER_007,3149,7,7.070707070707071
CLUSTER_007,3151,2,2.0202020202020203
CLUSTER_007,3152,31,31.31313131313131
CLUSTER_007,3159,1,1.0101010101010102
CLUSTER_007,8122,44,44.44444444444444
CLUSTER_008,3132,1,0.29673590504451036
CLUSTER_008,3133,4,1.1869436201780414
CLUSTER_008,3141,2,0.5934718100890207
CLUSTER_008,3149,8,2.373887240356083
CLUSTER_008,3151,6,1.7804154302670623
CLUSTER_008,3152,289,85.7566765578635
CLUSTER_008,8122,27,8.011869436201781
CLUSTER_009,3141,1,3.3333333333333335
CLUSTER_009,3151,24,80.0
CLUSTER_009,3152,5,16.666666666666668
CLUSTER_010,3133,1,0.704225352112676
CLUSTER_010,3151,135,95.07042253521126
CLUSTER_010,3152,1,0.704225352112676
CLUSTER_010,8122,5,3.5211267605633805
CLUSTER_011,3149,3,37.5
CLUSTER_011,3152,3,37.5
CLUSTER_011,3159,1,12.5
CLUSTER_011,8122,1,12.5
CLUSTER_012,3133,3,1.3392857142857142
CLUSTER_012,3141,1,0.44642857142857145
CLUSTER_012,3149,10,4.464285714285714
CLUSTER_012,3151,4,1.7857142857142858
CLUSTER_012,3152,188,83.92857142857143
CLUSTER_012,3159,2,0.8928571428571429
CLUSTER_012,8122,16,7.142857142857143
CLUSTER_013,3141,5,3.3557046979865772
CLUSTER_013,3149,5,3.3557046979865772
CLUSTER_013,3151,5,3.3557046979865772
CLUSTER_013,3152,121,81.20805369127517
CLUSTER_013,3159,1,0.6711409395973155
CLUSTER_013,8122,12,8.053691275167786
CLUSTER_014,3149,3,21.428571428571427
CLUSTER_014,3152,6,42.857142857142854
CLUSTER_014,8122,5,35.714285714285715
CLUSTER_015,3133,1,1.0869565217391304
CLUSTER_015,3141,3,3.260869565217391
CLUSTER_015,3149,5,5.434782608695652
CLUSTER_015,3151,1,1.0869565217391304
CLUSTER_015,3152,37,40.21739130434783
CLUSTER_015,8122,45,48.91304347826087
CLUSTER_016,3133,1,1.9607843137254901
CLUSTER_016,3141,2,3.9215686274509802
CLUSTER_016,3149,3,5.882352941176471
CLUSTER_016,3151,1,1.9607843137254901
CLUSTER_016,3152,36,70.58823529411765
CLUSTER_016,8122,8,15.686274509803921
CLUSTER_017,3149,1,2.2222222222222223
CLUSTER_017,3152,38,84.44444444444444
CLUSTER_017,8122,6,13.333333333333334
CLUSTER_018,3141,2,6.25
CLUSTER_018,3149,4,12.5
CLUSTER_018,3152,13,40.625
CLUSTER_018,8122,13,40.625
CLUSTER_019,3132,2,2.0
CLUSTER_019,3149,9,9.0
CLUSTER_019,3151,4,4.0
CLUSTER_019,3152,76,76.0
CLUSTER_019,8122,9,9.0
CLUSTER_020,3131,61,3.054581872809214
CLUSTER_020,3132,84,4.206309464196295
CLUSTER_020,3133,22,1.101652478718077
CLUSTER_020,3141,51,2.553830746119179
CLUSTER_020,3149,112,5.6084126189283925
CLUSTER_020,3151,55,2.7541311967951927
CLUSTER_020,3152,417,20.881321982974463
CLUSTER_020,3159,10,0.5007511266900351
CLUSTER_020,8122,1185,59.339008512769155
CLUSTER_021,3131,2,6.451612903225806
CLUSTER_021,3132,3,9.67741935483871
CLUSTER_021,3149,4,12.903225806451612
CLUSTER_021,3152,8,25.806451612903224
CLUSTER_021,3159,1,3.225806451612903
CLUSTER_021,8122,13,41.935483870967744
RUIDO_DISPERSO,3131,13,2.2491349480968856
RUIDO_DISPERSO,3132,19,3.28719723183391
RUIDO_DISPERSO,3133,5,0.8650519031141869
RUIDO_DISPERSO,3141,29,5.017301038062284
RUIDO_DISPERSO,3149,41,7.093425605536332
RUIDO_DISPERSO,3151,35,6.055363321799308
RUIDO_DISPERSO,3152,237,41.003460207612456
RUIDO_DISPERSO,3159,6,1.0380622837370241
RUIDO_DISPERSO,8122,193,33.391003460207614
