_id_key,id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,localidad,categoria_foco_textil,senales_foco_textil,comparacion_mh_foco,fuente_comparacion,nombre_mapa,Name,DENUE,ID DENUE
11119679,11119679,21074315223000201000000000U2,ELABORACION DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,ELABORACION DE PANTALON,,,
8776952,8776952,21074315229002131001000000U6,ELABORACION DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,ELABORACION DE PANTALON,,,
3538483,3538483,21074315229001255003000000U4,HERA APPAREL,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,foco_y_mh,foco_textil,HERA APPAREL,,,
11303687,11303687,21074315223001141000000000U9,MAQUILADORA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,foco_y_mh,foco_textil,MAQUILADORA,,,
9496523,9496523,21074315223001132000000000U8,MAQUILADORA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILADORA,,,
10394844,10394844,21074315229002831000000000U1,MAQUILADORA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILADORA,,,
9890969,9890969,21074315229002451000000000U8,MAQUILADORA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILADORA,,,
9894257,9894257,21074315229002661000000000U2,MAQUILA SON NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SON NOMBRE,,,
11310014,11310014,21074315229002331000000000U2,MAQUILA SON NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SON NOMBRE,,,
10267780,10267780,21074315223001091000000000U6,MAQUILA UNIFORMES,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA UNIFORMES,,,
8089267,8089267,21074315229001831000000000U2,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
11450697,11450697,21074315123000051000000000U3,MAQUILA SIN NOMBRE,315123,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
8089214,8089214,21074315229001761010000000U1,MAQUILA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
8090624,8090624,21074315229001991000000000U4,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
9758856,9758856,21074315229002651000000000U3,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
9552490,9552490,21074315223000551000000000U0,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
6450047,6450047,21074315229000221000000000U7,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
11290346,11290346,21074315229002791000000000U7,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
11289661,11289661,21074315223000981000000000U9,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10786863,10786863,21074315223000772000000000U2,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
11218866,11218866,21074315229002481000000000U5,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10381013,10381013,21074315229002931000000000U9,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
11492967,11492967,21074315229002701000000000U6,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10642697,10642697,21074315223000921000000000U5,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10749897,10749897,21074315223000611000000000U2,MAQUILA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
9577301,9577301,21074315223000061000000000U0,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10318667,10318667,21074315223000701000000000U1,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10398573,10398573,21074315229002952000000000U5,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
10655916,10655916,21074315229002561000000000U4,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
9737328,9737328,21074315229002871000000000U7,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
11537868,11537868,21074315229002641000000000U4,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10170954,10170954,21074315229002471000000000U6,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
11359086,11359086,21074315223000331000000000U7,MAQUILA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
10217042,10217042,21074315223001001000000000U5,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
10855925,10855925,21074315223000181000000000U6,MAQUILA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
8718752,8718752,21074313310000061010000000U7,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILA SIN NOMBRE,,,
3428048,3428048,21074315229000581000000000U4,MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILA SIN NOMBRE,,,
8088970,8088970,21074315229001671000000000U2,MAQUILADORA DE PANTALONES DE MEZCLILLA,315229,Santa Ana Xalmimilulco,mezclilla_produccion,mezclilla/jeans; maquila/confeccion,solo_foco,foco_textil,MAQUILADORA DE PANTALONES DE MEZCLILLA,,,
8088968,8088968,21074315229001651000000000U4,MAQUILADORA DE PANTALON SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA DE PANTALON SIN NOMBRE,,,
10579458,10579458,21074315229002422000000000U9,MAQUILADORA BRESKA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA BRESKA,,,
6379033,6379033,21074313112000046000000000U8,ESPINTEX,313112,El Carmen [Parque Industrial],maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,ESPINTEX,,,
10262715,10262715,21074313310000111000000000U0,IMPRESOS EN SERVILLETAS PARA RECUERDO,313310,Santa Ana Xalmimilulco,lavado_acabado_proceso_humedo,lavanderia o proceso humedo; acabado/tratamiento,solo_foco,foco_textil,IMPRESOS EN SERVILLETAS PARA RECUERDO,,,
10724349,10724349,21074315229002943000000000U4,LIDER CORDOBA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,LIDER CORDOBA,,,
3428321,3428321,21074812210000051011000000U6,LAVANDERIA Y TERMINADOS G C,313310,Santa Ana Xalmimilulco,lavado_acabado_proceso_humedo,lavado/deslavado; lavanderia o proceso humedo; acabado/tratamiento,solo_foco,foco_textil,LAVANDERIA Y TERMINADOS G C,,,
11084020,11084020,21074315229002962000000000U4,MAQUILLADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLADORA SIN NOMBRE,,,
11313187,11313187,21074315229002392000000000U4,MAQUILLADORA SOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILLADORA SOMBRE,,,
10815242,10815242,21074315229002311000000000U4,MAQUILLADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLADORA SIN NOMBRE,,,
11352441,11352441,21074315229002761000000000U0,MAQUILLA DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA DE PANTALON,,,
6272576,6272576,21074313310000034103000000U4,LAVADOS NACIONALES,313310,Los Encinos,lavado_acabado_proceso_humedo,lavado/deslavado; lavanderia o proceso humedo; acabado/tratamiento,foco_y_mh,foco_textil,LAVADOS NACIONALES,,,
10416578,10416578,21074315229002972000000000U3,MAQUILLADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILLADORA SIN NOMBRE,,,
10122074,10122074,21074315229000271000000000U2,MAQUILLADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILLADORA SIN NOMBRE,,,
10328922,10328922,21074315229002573000000000U9,MAQUILLADORA LOS HERMANOS,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLADORA LOS HERMANOS,,,
10516759,10516759,21074315229002271000000000U0,MAQUILLA V SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILLA V SIN NOMBRE,,,
11521781,11521781,21074315229002362000000000U7,MAQUILLADORA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILLADORA,,,
9804661,9804661,21074315229002591000000000U1,MAQUILLA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILLA SIN NOMBRE,,,
10687795,10687795,21074315229002672000000000U9,MAQUILLA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILLA SIN NOMBRE,,,
11467703,11467703,21074315229002382000000000U5,MAQUILLA JUAREZ,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA JUAREZ,,,
10541104,10541104,21074315229002441000000000U9,MAQUILLA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA SIN NOMBRE,,,
9650425,9650425,21074315229002291000000000U8,MAQUILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA,,,
9877804,9877804,21074315229002611000000000U7,MAQUILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA,,,
10029125,10029125,21074315229002351000000000U0,MAQUILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA,,,
10500192,10500192,21074315229002261000000000U1,MAQUILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILLA,,,
9800677,9800677,21074315229002321000000000U3,MARQUILLA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MARQUILLA SIN NOMBRE,,,
3428228,3428228,21074315229000811002000000U5,MAQUILAR PANTALON DE MEZCLILLA,315229,Santa Ana Xalmimilulco,mezclilla_produccion,mezclilla/jeans; maquila/confeccion,solo_foco,foco_textil,MAQUILAR PANTALON DE MEZCLILLA,,,
10275055,10275055,21074315223000151000000000U9,ELABORACION DE FALDA ESCOLAR,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,ELABORACION DE FALDA ESCOLAR,,,
8089455,8089455,21074315229001911000000000U2,MAQUILADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,MAQUILADORA SIN NOMBRE,,,
9627768,9627768,21074315229002511000000000U9,MAQUILADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,MAQUILADORA SIN NOMBRE,,,
8777006,8777006,21074315229002152001000000U2,MAQUILADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA SIN NOMBRE,,,
9706371,9706371,21074315229002251000000000U2,JAVIER SANDOVAL CORDERO,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,JAVIER SANDOVAL CORDERO,,,
9834409,9834409,21074315229002603000000000U4,MAQUILADORA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA SIN NOMBRE,,,
8089448,8089448,21074316991000021000000000U5,MAQUILADORA SIN NOMBRE,316991,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA SIN NOMBRE,,,
9629047,9629047,21074315229002721000000000U4,MAQUILADORA RAQUEL,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,MAQUILADORA RAQUEL,,,
11198278,11198278,21074315223001051000000000U0,PRETINADOR,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,PRETINADOR,,,
3427200,3427200,21074315229000551000000000U7,PRETINA Y PRESILLA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,Santa Ana Xalmimilulco,mezclilla_produccion,mezclilla/jeans,solo_foco,foco_textil,PRETINA Y PRESILLA DE PANTALON DE MEZCLILLA SIN NOMBRE,,,
9858680,9858680,21074315223000951000000000U2,PREPARADO DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PREPARADO DE PANTALON,,,
10623693,10623693,21074315223000671000000000U6,PRESILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PRESILLA,,,
10860435,10860435,21074315223000281000000000U4,PREPARADO DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PREPARADO DE PANTALON,,,
11339946,11339946,21074315223000841000000000U5,TALLER DE COSTURA,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA,,,
8559579,8559579,21074315229001531000000000U8,PRECILLADORA DE PANTALON SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PRECILLADORA DE PANTALON SIN NOMBRE,,,
8089023,8089023,21074315229001681000000000U1,PLANCAHADO DE MAQUILA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PLANCAHADO DE MAQUILA SIN NOMBRE,,,
3428329,3428329,21074812210000243010000000U9,POLIPROCESO,313310,Santa Ana Xalmimilulco,lavado_acabado_proceso_humedo,lavanderia o proceso humedo; acabado/tratamiento,foco_y_mh,foco_textil,POLIPROCESO,,,
3428080,3428080,21074315229000661000000000U4,TALLER DE COSTURA DE PANTALON DE MESCLILLA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA DE PANTALON DE MESCLILLA,,,
3326075,3326075,21074315229001442001000000U8,TALLER DE COSTURA DE PANTALON SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA DE PANTALON SIN NOMBRE,,,
3427871,3427871,21074812210000202021000000U5,PEGADO DE PRESILLA SIN NOMBRE,315123,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PEGADO DE PRESILLA SIN NOMBRE,,,
10363670,10363670,21074315223001221000000000U9,TALLER DE COSTURA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA SIN NOMBRE,,,
10105987,10105987,21074314120000061000000000U9,MONICA SANDOVAL JUAREZ,314120,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,MONICA SANDOVAL JUAREZ,,,
10401755,10401755,21074315229002801000000000U4,PASIFIC BRASH,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,PASIFIC BRASH,,,
3428120,3428120,21074315229000491001000000U6,TALLER DE COSTURA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA,,,
11483581,11483581,21074315223000851000000000U4,TALLER DE COSTURA,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA,,,
11293300,11293300,21074315223000861000000000U3,TALER DE COSTURA,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALER DE COSTURA,,,
3326365,3326365,21074314991000141020000000U3,TALLER DE BORDADO,314991,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,TALLER DE BORDADO,,,
8089083,8089083,21074314991000181000000000U9,TALLER DE BORDADO,314991,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,TALLER DE BORDADO,,,
10980534,10980534,21074315223000291000000000U3,TALLER DE COSTURA SIN NOMBRE,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA SIN NOMBRE,,,
8090510,8090510,21074315229001961000000000U7,TALLER DE COSTURA SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE COSTURA SIN NOMBRE,,,
6859807,6859807,21074313230000016002000000U1,SKYFELT,313230,Los Volcanes,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,SKYFELT,,,
6379890,6379890,21074313210000047100000000U8,SKYTEX MEXICO,313210,La Concepci�n,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,SKYTEX MEXICO,,,
11633655,11633655,21074315223000432000000000U3,TALLER FAMILIAR,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,TALLER FAMILIAR,,,
9910704,9910704,21074315223000891000000000U0,TALLER FAMILIAR,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER FAMILIAR,,,
9948104,9948104,21074315223000581000000000U7,TALLER FAMILIAR,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER FAMILIAR,,,
9825379,9825379,21074315223001031000000000U2,TALLER FAMILIAR DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER FAMILIAR DE MAQUILA,,,
10773335,10773335,21074315223000221000000000U0,TALLER MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER MAQUILA,,,
3427972,3427972,21074463310000331010000000U2,TALLER MAQUILA DE ZAPATO,316213,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER MAQUILA DE ZAPATO,,,
11023311,11023311,21074315123000021000000000U6,TALLER SIN NOMBRE,315123,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER SIN NOMBRE,,,
11666621,11666621,21074315229002242000000000U1,TRAILER DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TRAILER DE PANTALON,,,
11332144,11332144,21074315223000751000000000U6,TRABAJO DE OVER,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TRABAJO DE OVER,,,
10530864,10530864,21074315229002901000000000U2,TALLER DE ROPA POR PARA NI�O,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE ROPA POR PARA NI�O,,,
11179294,11179294,21074315223000911000000000U6,TALLER DE TERMINADO,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,cercania <=250m hidrografia,foco_y_mh,foco_textil,TALLER DE TERMINADO,,,
10764782,10764782,21074315223000091000000000U7,TALLER DE TERMINADO,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,produccion/confeccion textil,solo_foco,foco_textil,TALLER DE TERMINADO,,,
10732616,10732616,21074315223001322000000000U5,TALLER DE TERMINADO DE PANTALON SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE TERMINADO DE PANTALON SIN NOMBRE,,,
8090459,8090459,21074315229001941000000000U9,TALLER DE TERMINADO SIN NOMBRE,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE TERMINADO SIN NOMBRE,,,
3427899,3427899,21074315229000831002000000U3,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,TALLER DE MAQUILA,,,
3427858,3427858,21074314991000122002000000U3,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,foco_y_mh,foco_textil,TALLER DE MAQUILA,,,
8118994,8118994,21074315229002083001000000U9,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8089256,8089256,21074315229001801000000000U5,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
10110594,10110594,21074315229002501000000000U0,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
9970863,9970863,21074315223000501000000000U5,TALLER DE MAQUILA,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8776906,8776906,21074315229002121000000000U7,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
10740318,10740318,21074315223001272000000000U2,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8090460,8090460,21074315229001953001000000U4,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
10730020,10730020,21074315223000531000000000U2,TALLER DE MAQUILA,315223,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
11239535,11239535,21074315223000441000000000U4,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion; cercania <=250m hidrografia,solo_foco,foco_textil,TALLER DE MAQUILA,,,
9819742,9819742,21074315223001041000000000U1,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
9607623,9607623,21074315223000382000000000U0,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
9888228,9888228,21074315223000372000000000U1,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8090635,8090635,21074315229002042001000000U5,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8089254,8089254,21074315229001791000000000U8,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
8090636,8090636,21074315229002053001000000U2,TALLER DE MAQUILA,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA,,,
3428312,3428312,21074315229000781000000000U0,TALLER DE MAQUILA DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA DE PANTALON,,,
3428278,3428278,21074315229000281000000000U1,TALLER DE MAQUILA DE PANTALON,315229,Santa Ana Xalmimilulco,maquila_confeccion_textil,maquila/confeccion,solo_foco,foco_textil,TALLER DE MAQUILA DE PANTALON,,,
