id,clee,localidad,etapa_productiva_sugerida,decision_estudio_sugerida,flag_estudio_prioritario
3428278,21074315229000281000000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3427268,21074315229000111002000000U0,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8090628,21074315229002012001000000U8,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8090455,21074315229001931000000000U0,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
8949535,21074315229001601000000000U9,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
10666717,21074315229002923000000000U6,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
7742903,21074315229001572001000000U2,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3326348,21074315229001403002000000U0,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
3428342,21074315229001122000000000U6,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3428340,21074315229000191000000000U2,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3428202,21074315229001102001000000U8,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10299932,21074315229002631000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11085300,21074315223000521000000000U3,Santa Ana Xalmimilulco,revisar,mantener_pendiente,False
10768303,21074315223000212000000000U9,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10935752,21074315223001242000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10385075,21074315229002911000000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10149604,21074315223000601000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
9880349,21074315223001021000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089131,21074315229001712001000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11109263,21074315223000392000000000U9,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11162051,21074315223000421000000000U6,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3427887,21074315229001142001000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3427182,21074333291000022001000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3428168,21074315229000051002000000U8,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3326347,21074315229001391002000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
9655787,21074315223000621000000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
9725562,21074315229002411000000000U2,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
10708110,21074315223000691000000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8090456,21074315223000032000000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
7742904,21074315229001581000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089132,21074315229001721000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8090625,21074315229002001000000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11699604,21074314120000031000000000U2,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
7742787,21074461160000781011000000U9,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
11173772,21074315229002821000000000U2,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,True
11112789,21074315229002882000000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10772582,21074315229002712000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10975166,21074315223000352000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3428137,21074315229000121002000000U9,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
9730300,21074315223001162000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089248,21074315229001771000000000U0,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11119257,21074315123000031000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089208,21074315229001731000000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10211267,21074315223001151000000000U8,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8119047,21074315229002092000000000U0,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8777012,21074315229002161000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
3428078,21074315229000992000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8777005,21074315229002141000000000U5,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089265,21074313310000072001000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10591920,21074315223000903000000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10295653,21074315223000711000000000U0,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089209,21074315229001742001000000U1,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10752985,21074315223000963000000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089442,21074315229001883001000000U3,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8692051,21074315229002201000000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10567965,21074315223001291000000000U2,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10532361,21074315223000171000000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11166293,21074315223000511000000000U4,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
8089324,21074315229001842001000000U9,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
11573367,21074315223000071000000000U9,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,False
9637988,21074315223000192000000000U3,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,False
9605960,21074315229002531000000000U7,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,False
9811409,21074315223001281000000000U3,Santa Ana Xalmimilulco,fabricacion_mezclilla,validar_documentalmente,False
8692099,21074541430000062111000000U5,Santa Ana Xalmimilulco,revisar,mantener_pendiente,False
8111334,21074434222000041000000000U0,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3428154,21074464111000091010000000U3,Santa Ana Xalmimilulco,revisar,mantener_pendiente,False
11194114,21074812210000891000000000U5,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
11183668,21074812210000251000000000U2,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
11081907,21074812210000921000000000U0,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
10604685,21074811499000241000000000U3,Santa Ana Xalmimilulco,confeccion_especializada_baja_relevancia,excluir_del_universo_prioritario,False
10941241,21074812210000781000000000U8,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
3428283,21074812210000121001000000U7,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3326066,21074812210000262001000000U9,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3428174,21074812210000172002000000U0,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
11085776,21074812210000721000000000U4,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
11341938,21074812210000661000000000U2,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
10747145,21074812210000631000000000U5,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
10324576,21074812210000711000000000U5,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
10124187,21074811410000281000000000U6,Santa Ana Xalmimilulco,no_pertinente,excluir_del_universo_prioritario,False
3326130,21074812210000351000000000U0,Santa Ana Xalmimilulco,planchado_sin_proceso_humedo,excluir_del_universo_prioritario,False
10344313,21074812210000951000000000U7,Santa Ana Xalmimilulco,planchado_sin_proceso_humedo,excluir_del_universo_prioritario,False
9920113,21074812210000971000000000U5,Santa Ana Xalmimilulco,planchado_sin_proceso_humedo,excluir_del_universo_prioritario,False
11297294,21074812210000932000000000U7,Santa Ana Xalmimilulco,planchado_sin_proceso_humedo,excluir_del_universo_prioritario,False
11099113,21074812210000911000000000U1,Santa Ana Xalmimilulco,planchado_sin_proceso_humedo,excluir_del_universo_prioritario,False
9624559,21074812210000681000000000U0,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
10801837,21074812210000772000000000U7,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
10279073,21074812210000841000000000U0,Rancho de los Caballos,lavanderia_industrial,incluir_prioritario,True
3427993,21074812210000213002000000U2,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
11149643,21074812210000672000000000U9,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
10876257,21074812210000751000000000U1,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3427213,21074812210000342001000000U9,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
10086701,21074812210000601000000000U8,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
8776900,21074812210000521000000000U8,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3428103,21074812210000192001000000U8,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3428125,21074812210000182000000000U9,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
8089562,21074812210000471000000000U6,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3428134,21074812210000223001000000U1,Santa Ana Xalmimilulco,lavado_deslavado,incluir_prioritario,True
8089261,21074812210000431000000000U0,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
8089452,21074812210000451001000000U8,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
8692049,21074811499000183001000000U7,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
9051736,21074811499000172001000000U0,Santa Ana Xalmimilulco,confeccion_maquila,incluir_contexto_productivo,False
10451408,21074812210000861000000000U8,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
6861846,21074812210000364001000000U3,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3427228,21074812210000141000000000U5,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
3427244,21074812210000131000000000U6,Santa Ana Xalmimilulco,lavanderia_industrial,incluir_prioritario,True
