grupo_espacial,senal,n_grupo,conteo_senal,prevalencia_grupo,prevalencia_universo,diferencia_prevalencia,lift,log2_lift,odds_ratio_fisher,or_ic95_inf,or_ic95_sup,p_fisher,p_ajustada_bh,evidencia_descriptiva_suficiente
CLUSTER_004,textil,28,8,0.2857142857142857,0.2483790523690773,0.037335233345208385,1.1503155479059093,0.2020296672165975,1.2121457489878542,0.5627987781620526,2.8033173889087495,0.6616547769935346,0.9087788503284692,False
CLUSTER_004,mezclilla,28,2,0.07142857142857142,0.018453865336658354,0.05297470609191307,3.8706563706563704,1.9525782336557287,4.177350427350428,1.362835344365471,18.99911837073236,0.09335981449517657,0.2086866441656888,False
CLUSTER_004,humedo_explicito,28,0,0.0,0.09226932668329177,-0.09226932668329177,0.0,,0.0,0.010421749416082834,2.8076886664066647,0.10476805046310098,0.23112807507735128,False
CLUSTER_004,lavado_generico,28,2,0.07142857142857142,0.29925187032418954,-0.22782329889561811,0.23869047619047618,-2.0667870912112023,0.17875947091306024,0.05982147125725976,0.8030628713018135,0.006182240260207342,0.018071163837529155,False
CLUSTER_004,produccion,28,2,0.07142857142857142,0.12194513715710723,-0.0505165657285358,0.5857434998539293,-0.7716590556675553,0.5520454904438478,0.1843097220393222,2.482615132057355,0.568809187095529,0.8494879562736721,False
CLUSTER_004,maquila,28,17,0.6071428571428571,0.14688279301745635,0.46026006412540077,4.133519282076158,2.047370616704557,9.213286713286713,4.285268110793809,19.177303583058997,2.457689196593836e-08,1.293122623438603e-07,True
CLUSTER_004,proceso_seco_explicito,28,2,0.07142857142857142,0.16059850374064838,-0.08916993231207695,0.4447648624667258,-1.1688852788299384,0.4001917086029236,0.1337398898763887,1.7988874684422738,0.2992410893646183,0.5358138877628243,False
CLUSTER_004,scian_textil,28,26,0.9285714285714286,0.6044887780548629,0.3240826505165657,1.536126826968411,0.6192973339528196,8.587155963302752,1.9116378201008983,25.651405015800815,0.00027544995334730815,0.0009612641229059121,True
CLUSTER_004,scian_acabado_humedo,28,0,0.0,0.008478802992518703,-0.008478802992518703,0.0,,0.0,0.1201515591282647,33.55420646350719,1.0,1.0,False
CLUSTER_004,scian_lavanderia,28,2,0.07142857142857142,0.39551122194513716,-0.3240826505165657,0.180598090434156,-2.4691454564193,0.11645299145299146,0.0389842193589013,0.5231116425323804,0.00027544995334730815,0.0009612641229059121,False
CLUSTER_004,actividad_lavanderia_tintoreria,28,2,0.07142857142857142,0.39551122194513716,-0.3240826505165657,0.180598090434156,-2.4691454564193,0.11645299145299146,0.0389842193589013,0.5231116425323804,0.00027544995334730815,0.0009612641229059121,False
CLUSTER_004,actividad_acabado_textil,28,0,0.0,0.008478802992518703,-0.008478802992518703,0.0,,0.0,0.1201515591282647,33.55420646350719,1.0,1.0,False
CLUSTER_004,actividad_confeccion,28,22,0.7857142857142857,0.38952618453865334,0.39618810117563236,2.017102615694165,1.0122844797799964,5.814285714285714,2.2876313578820584,13.167339137230105,3.9302471620241366e-05,0.00016194512402557286,True
CLUSTER_004,actividad_fabricacion_telas,28,0,0.0,0.03865336658354115,-0.03865336658354115,0.0,,0.0,0.026242087231490293,7.105939831932498,0.6254547259216691,0.8816375019289009,False
CLUSTER_004,actividad_tejido_hilado,28,2,0.07142857142857142,0.08952618453865337,-0.018097613110081942,0.7978511738957421,-0.3258084345383728,0.7810816634346046,0.2603955959875503,3.5151054766706404,1.0,1.0,False
CLUSTER_004,actividad_bordado_deshilado,28,0,0.0,0.04463840399002494,-0.04463840399002494,0.0,,0.0,0.02260414995924934,6.113642567214132,0.6347867159684915,0.8816375019289009,False
CLUSTER_004,senal_pantalon,28,2,0.07142857142857142,0.036658354114713215,0.03477021731385821,1.9484936831875608,0.9623592544483142,2.0355437665782494,0.6731785144141657,9.196632101531721,0.27409125883948837,0.49597465885240755,False
