escenario_a,escenario_b,ari
dbscan__eps_m-1200__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.8854544018916342
dbscan__eps_m-1200__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.3629435106490735
dbscan__eps_m-1200__min_samples-25,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.10491383727197055
dbscan__eps_m-1200__min_samples-25,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.32033420661454415
dbscan__eps_m-1200__min_samples-25,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.35390599946998275
dbscan__eps_m-1600__min_samples-5,dbscan__eps_m-1600__min_samples-10,0.9842119353636376
dbscan__eps_m-1600__min_samples-5,dbscan__eps_m-1600__min_samples-15,0.8785224604780214
dbscan__eps_m-1600__min_samples-5,dbscan__eps_m-1600__min_samples-25,0.835175053655394
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.1472340586919119
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.04198925647489842
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.20903572672980172
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.061834513380389096
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.6765974740314005
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.10663791494759868
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.14625740246305233
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.06021318271795605
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.7181804156050731
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.09423835803066058
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.6748808566725812
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.13623046300959807
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.8577541602443383
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.07192831735615306
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.7180069110120224
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.09799354141355732
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.6685472365180795
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.1469612030103168
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.8829921048549958
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.1014644070596301
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.8144052312461735
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.13599043009016296
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.7826143861783419
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.3719309241401619
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.8799646706568253
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.2725566394507855
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.828621390786302
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.3030250264489098
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.7770188254988248
dbscan__eps_m-1600__min_samples-5,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.41615916407647635
dbscan__eps_m-1600__min_samples-5,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.1436071002080789
dbscan__eps_m-1600__min_samples-5,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.3939632085677009
dbscan__eps_m-1600__min_samples-5,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.40315901161025897
dbscan__eps_m-1600__min_samples-10,dbscan__eps_m-1600__min_samples-15,0.8939434328098191
dbscan__eps_m-1600__min_samples-10,dbscan__eps_m-1600__min_samples-25,0.8492808175099779
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.14828622968701516
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.04268590932111007
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.21012560386853818
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.06341539748807344
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.6881016018338391
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.1041281691512138
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.14033321163082185
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.05310656424187549
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.7312592272121319
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.09563922342122497
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.6863728307242806
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.13323849085550363
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.8713928066701775
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.06516375811170644
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.7312039655912086
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.09932381509237949
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.6802093704751794
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.1441237660137291
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.8970466373679448
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.09426560912251504
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.8291540421700772
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.13800598340563627
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.7951877215686849
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.36192632728493535
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.8939937017996809
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.26360562382992825
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.8426555219133575
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.2940444887118772
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.7895494562811799
dbscan__eps_m-1600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.40554013144130296
dbscan__eps_m-1600__min_samples-10,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.14751058686961857
dbscan__eps_m-1600__min_samples-10,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.39457119533803425
dbscan__eps_m-1600__min_samples-10,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.40212376246202886
dbscan__eps_m-1600__min_samples-15,dbscan__eps_m-1600__min_samples-25,0.9527288525968547
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.16988678362767978
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.06168966532312121
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.2320818879314147
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.08928205670548321
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.778889126667701
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.13431594227021823
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.15651354626159344
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.06804771063912624
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.8252286975295933
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.10741214021628402
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.7770438070238412
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.15959000615587307
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.8968544044769549
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.08220396824115951
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.8273843378157026
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.12374248527326534
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.7711116833568781
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.17135070718925835
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.924075973428406
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.10169417561409348
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.893312011073283
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.14571215388478456
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.8924923681083382
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.36599582706444916
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.9208964797519764
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.2775698173766505
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.9071753481781694
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.30479321958007505
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.8864615463868968
dbscan__eps_m-1600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.4106040797247716
dbscan__eps_m-1600__min_samples-15,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.1372335045076081
dbscan__eps_m-1600__min_samples-15,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.37622200247655735
dbscan__eps_m-1600__min_samples-15,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.42061439856156263
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.17195468768283287
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.06259537836781671
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.21566079993055493
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.07313870816156318
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.8070271622172094
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.11510067239932353
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.15341139263308937
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.0623530423492215
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.8369305204794963
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.0872759726651172
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.8067459878557155
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.1414048646767695
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.8554591448771515
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.06960241253571682
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.8394949166395805
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.10408171105548182
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.8060134343164458
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.15796007843536142
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.8877338208751929
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.09392082297352798
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.8816643966293051
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.13312517421693523
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.9178047271958889
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.34987103942022296
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.8864410962769883
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.2654183815492986
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.9003032865382022
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.29342678130265276
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.9143912112076013
dbscan__eps_m-1600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.3945995749017331
dbscan__eps_m-1600__min_samples-25,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.12352209428201534
dbscan__eps_m-1600__min_samples-25,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.3546153812080789
dbscan__eps_m-1600__min_samples-25,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.3974002388840265
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.5763420751225589
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.523971391970587
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.25438483417719154
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.1970057513513313
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.15091998159483216
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.6183994965520252
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.38791216529252137
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.19155265547148725
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.22345939622931543
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.19613833679717754
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.17189511624351858
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.18495607078523918
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.29052651153620684
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.19066451580991356
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.23887521722217891
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.19290841386002508
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.16528786913733817
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.17183846649243084
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.22299945104160648
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.1759091741829661
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.20504018776524494
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.17808706607081326
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.2358178457082934
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.1706788726892225
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.20059844064801116
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.16559799752675544
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.2583057827779367
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.17569300580039454
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.18983498877114008
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.11463418219771562
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.13784708229085527
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.12079258670288069
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.33873812952809773
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.41445561624262883
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.0739375962528731
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.24085168142465754
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.2979395039054661
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.525428446386257
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.06997439633949308
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.3354107186672583
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.07319513770364812
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.22372296369576897
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.06659176227697443
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.3392457585706263
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.06911291543067641
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.32792907333686433
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.07041828043110507
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.2026026077818124
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.05859806610554578
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.1754935807243509
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.05731278973900997
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.2158650459280544
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.06076801599104898
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.11213221805268395
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.057533183886544055
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.06760781017097614
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.05032212764952107
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.10782279686762969
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.05862573102943393
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.07707241585754503
hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.15475485078857518
