escenario_a,escenario_b,ari
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.4804244303737571
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.1383313727226083
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.4059200682185467
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.1438530073774411
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.4022965117637
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.1804753404845745
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.45871948492401854
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.2633924864705874
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.4038654250911061
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.21821371441934598
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.4257388374124063
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.30348464748258547
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.4543353711072131
dbscan__eps_m-600__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.20417406234817392
dbscan__eps_m-600__min_samples-10,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.07570817061991834
dbscan__eps_m-600__min_samples-10,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.15792656353378662
dbscan__eps_m-600__min_samples-10,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.21152647009896944
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-600__min_samples-25,0.335298003139691
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-800__min_samples-5,0.33138400758274783
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-800__min_samples-10,0.36696171556185486
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-800__min_samples-15,0.485151134223029
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-800__min_samples-25,0.7967053510978693
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1200__min_samples-5,0.3261493038491665
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1200__min_samples-10,0.31943038741132795
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1200__min_samples-15,0.33573211663999736
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1200__min_samples-25,0.36530618588274605
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1600__min_samples-5,0.304058432390496
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1600__min_samples-10,0.30162327648776494
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1600__min_samples-15,0.32193662301077763
dbscan__eps_m-600__min_samples-15,dbscan__eps_m-1600__min_samples-25,0.33246960683988686
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.2843472004326064
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.11247365965931512
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.34777538337632974
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.13264209779702638
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.3703927665029526
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.1519480658283828
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.36824419714317635
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.18729732647260927
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.3584138843992176
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.20019253747047758
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.3730958751384031
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.21261260345497401
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.3469237274205158
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.2292478646346017
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.359597861833041
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.22117236931576034
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.3827601347989073
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.2506022221661414
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.34814519897205826
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.28806649439654763
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.36225723927969633
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.29162390386104836
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.3637572295884229
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.39340131883497637
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.34661620645687463
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.32721312282214504
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.3505643443893252
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.3965679731110518
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.36067611840924957
dbscan__eps_m-600__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.33186337960313705
dbscan__eps_m-600__min_samples-15,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.17589694655907934
dbscan__eps_m-600__min_samples-15,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.2537516762599264
dbscan__eps_m-600__min_samples-15,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.2505405722234667
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-800__min_samples-5,0.37486666963383825
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-800__min_samples-10,0.3488731513027284
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-800__min_samples-15,0.26603866224149825
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-800__min_samples-25,0.38749754774547085
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1200__min_samples-5,0.42414475502658927
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1200__min_samples-10,0.3832655779559881
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1200__min_samples-15,0.3584745967514608
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1200__min_samples-25,0.35492606059438075
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1600__min_samples-5,0.4305526013742797
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1600__min_samples-10,0.41961654648005775
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1600__min_samples-15,0.3953268298949475
dbscan__eps_m-600__min_samples-25,dbscan__eps_m-1600__min_samples-25,0.38037545414100726
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.1965735061516977
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.08202286885951858
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.28551188946054595
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.0942999850468249
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.3643931673852208
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.2496963728052757
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.25091205289631197
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.14990894654666112
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.37632399530199534
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.2152959787261111
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.36673514390233175
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.3118494242710838
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.4623275734752555
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.19981524435557466
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.3749220359562252
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.22583876688820564
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.3753735773438421
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.3651624416895159
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.4460821788632863
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.3195507017019011
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.44118799970187855
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.3287052730639714
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.40074167466537647
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.5764370762617751
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.44916152986579594
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.48328960137787735
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.4291490266920251
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.48619136939331115
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.4077256753592764
dbscan__eps_m-600__min_samples-25,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.6869196311017004
dbscan__eps_m-600__min_samples-25,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.3819958990422312
dbscan__eps_m-600__min_samples-25,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.4948038447941845
dbscan__eps_m-600__min_samples-25,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.42335326180185096
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-800__min_samples-10,0.9158704342451096
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-800__min_samples-15,0.6939724649981628
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-800__min_samples-25,0.3252759406260758
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1200__min_samples-5,0.8743833040467294
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1200__min_samples-10,0.9278785653946573
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1200__min_samples-15,0.9143575334974358
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1200__min_samples-25,0.8745443826873104
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1600__min_samples-5,0.7961647935364085
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1600__min_samples-10,0.8103558171914002
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1600__min_samples-15,0.9106370716665584
dbscan__eps_m-800__min_samples-5,dbscan__eps_m-1600__min_samples-25,0.9107835340092283
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.18204662978967268
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.06438325209859228
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.22233506652769894
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.06630480399592481
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.847113254867998
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.10647891079390037
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.14279271723557233
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.04266118991990145
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.8800103396315957
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.07948682925903262
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.8450691616124985
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.14206205440059963
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.8733061417989804
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.05482846798804932
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.8811993973910766
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.09549253063217426
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.8374472784527344
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.1532456650387976
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.8965856733339668
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.08104987308795787
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.9034967840798281
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.12183951256094855
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.9371666727093587
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.34429494531399657
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.8933647818261832
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.25688488480106497
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.9186703011282925
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.2840550919003458
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.9308169973281303
dbscan__eps_m-800__min_samples-5,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.389048552492827
dbscan__eps_m-800__min_samples-5,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.11749026191351201
dbscan__eps_m-800__min_samples-5,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.3489285451544548
dbscan__eps_m-800__min_samples-5,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.38450794418435874
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-800__min_samples-15,0.7724824835333791
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-800__min_samples-25,0.35191817083347415
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1200__min_samples-5,0.8007619048156398
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1200__min_samples-10,0.8513667526866734
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1200__min_samples-15,0.9038063119275342
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1200__min_samples-25,0.931279867441698
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1600__min_samples-5,0.7288347742256012
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1600__min_samples-10,0.7409025640622827
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1600__min_samples-15,0.8378822118426186
dbscan__eps_m-800__min_samples-10,dbscan__eps_m-1600__min_samples-25,0.868527433928399
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.1932204937510787
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.07183299407509534
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.22264071004747646
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.06429979767002844
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.9068968419052382
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.10285974780459946
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.1584186365029283
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.053070167267360156
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.9013436284317339
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.07649402597363576
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.9047354246030131
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.13802115279739283
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.801857799852531
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.06260650452950424
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.902079452801944
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.09208277391022626
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.9017580639847763
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.15397164319662912
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.8261927370297746
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.07633902060668254
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.8421050387873952
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.10925102354829826
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.9002792374049529
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.3194641181656927
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.8230496477772986
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.2372810733630259
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.8601975523703191
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.2666361972895167
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.8939331155166761
dbscan__eps_m-800__min_samples-10,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.3593565171162866
dbscan__eps_m-800__min_samples-10,optics__min_samples-10__xi-0p05__min_cluster_size_frac-0p01,0.0993434256529634
dbscan__eps_m-800__min_samples-10,optics__min_samples-20__xi-0p05__min_cluster_size_frac-0p01,0.31605976549626796
dbscan__eps_m-800__min_samples-10,optics__min_samples-30__xi-0p05__min_cluster_size_frac-0p01,0.3483447551133494
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-800__min_samples-25,0.4642603202589285
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1200__min_samples-5,0.6020168941985835
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1200__min_samples-10,0.6419040640495424
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1200__min_samples-15,0.6899127965911255
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1200__min_samples-25,0.7301538661005932
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1600__min_samples-5,0.5448010488417895
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1600__min_samples-10,0.5531041966090781
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1600__min_samples-15,0.6320790609020155
dbscan__eps_m-800__min_samples-15,dbscan__eps_m-1600__min_samples-25,0.6597485039402529
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-eom,0.21679803941640421
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-5__cluster_selection_method-leaf,0.07563948242850932
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-eom,0.2632493529969025
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-10__cluster_selection_method-leaf,0.10016174872101756
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-eom,0.7316983258815971
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-10__min_samples-20__cluster_selection_method-leaf,0.10103180730793912
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-eom,0.21457579825355869
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-5__cluster_selection_method-leaf,0.09108223330093146
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-eom,0.7000077043212142
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-10__cluster_selection_method-leaf,0.10424136873121796
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-eom,0.7301092343635742
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-20__min_samples-20__cluster_selection_method-leaf,0.1519704722331471
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-eom,0.5950793466281176
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-5__cluster_selection_method-leaf,0.09533956887174315
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-eom,0.6985630234834541
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-10__cluster_selection_method-leaf,0.09488275443573504
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-eom,0.7296555729888419
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-30__min_samples-20__cluster_selection_method-leaf,0.170007722901787
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-eom,0.6261921101936555
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-5__cluster_selection_method-leaf,0.11242970354939619
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-eom,0.6315208734849421
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-10__cluster_selection_method-leaf,0.13487060623194508
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-eom,0.6940073185824126
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-50__min_samples-20__cluster_selection_method-leaf,0.33029952270097335
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-eom,0.6233927900592534
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-5__cluster_selection_method-leaf,0.22779352046822945
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-eom,0.65431393250474
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-10__cluster_selection_method-leaf,0.2895492054864517
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-eom,0.6881990314109888
dbscan__eps_m-800__min_samples-15,hdbscan__min_cluster_size-75__min_samples-20__cluster_selection_method-leaf,0.3284446606988663
