id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,source_path,source_file,source_folder,layer_type,texto_busqueda,codigo_scian_detectado,palabras_clave_detectadas,categoria_relevancia_ambiental,nota_metodologica,distancia_hidrografia_m,en_buffer_100m,en_buffer_250m,en_buffer_500m,en_buffer_1000m,rango_distancia_hidrografia,actividad_denue_original,codigo_scian_original,texto_busqueda_normalizado,etapa_productiva_sugerida,etapa_productiva_secundaria,subtipo_confeccion,presion_ambiental_potencial,confianza_clasificacion,evidencia_clasificacion,palabras_clave_etapa,reglas_activadas,tiene_senal_proceso_humedo,tiene_senal_mezclilla_jeans,tiene_senal_lavado_deslavado,tiene_senal_tenido_tintoreria,tiene_senal_acabado_tratamiento,tiene_senal_industrial,tiene_senal_maquila,tiene_senal_planchado,es_confeccion_especializada,es_comercio_o_renta,requiere_auditoria_manual,motivo_auditoria,prioridad_auditoria,prioridad_campo,motivo_prioridad_campo,decision_estudio_sugerida,decision_alcance_proyecto,motivo_exclusion_prioritaria,flag_universo_alcance_proyecto,motivo_universo_alcance_proyecto,flag_fuera_alcance_productivo_textil,flag_estudio_prioritario,motivo_flag_estudio_prioritario,flag_proceso_humedo_relevante,flag_mezclilla_jeans,flag_lavado_deslavado,flag_tenido_tintoreria,flag_acabado_tratamiento,flag_maquila_productiva,flag_confeccion_especializada_baja_relevancia,flag_comercio_o_renta,flag_requiere_auditoria_manual,flag_prioridad_campo,flag_cercania_hidrografia_250m,flag_senal_industrial,flag_texto_ambiguo,flag_posible_falso_positivo,flag_posible_falso_negativo,query_maps,query_web,categoria_auditada,etapa_productiva_auditada,notas_auditoria,fuente_auditoria,decision_estudio,fecha_auditoria,auditor_responsable,flag_excluido_auditoria_manual_false,categoria_auditada_manual,notas_auditoria_manual,_id_key,comparacion,fuente_mapa,nombre_mapa
11444709,21074221312000021000000000U8,AGUA POTABLE COAPAXAL,PRESIDENCIA AUXILIAR,221312,"Captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",6 a 10 personas,CALLE,PROVIDENCIA,CALLEJON,Callej�n del Refugio,CALLE,Reforma,CALLE,Calle del Refugio,17,,,,,,COLONIA,PRIMER SECCION,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,001,,,,Fijo,19.21253062,-98.38241370000001,2024-11,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue,"11444709 21074221312000021000000000u8 agua potable coapaxal presidencia auxiliar 221312 captaci�n, tratamiento y suministro de agua realizados por el sector p�blico 6 a 10 personas calle providencia callejon callej�n del refugio calle reforma calle calle del refugio 17 colonia primer seccion 74169 21 puebla 074 huejotzingo 0029 santa ana xalmimilulco 0190 001 fijo 2024-11 data\raw\denue2026\denue26 area estudio.shp denue26 area estudio.shp denue2026 denue",221312,tratamiento,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",681.5176854147586,False,False,False,True,500-1000 m,"11444709 21074221312000021000000000u8 agua potable coapaxal presidencia auxiliar 221312 captaci�n, tratamiento y suministro de agua realizados por el sector p�blico 6 a 10 personas calle providencia callejon callej�n del refugio calle reforma calle calle del refugio 17 colonia primer seccion 74169 21 puebla 074 huejotzingo 0029 santa ana xalmimilulco 0190 001 fijo 2024-11 data\raw\denue2026\denue26 area estudio.shp denue26 area estudio.shp denue2026 denue",221312,agua potable coapaxal 11444709 21074221312000021000000000u8 agua potable coapaxal presidencia auxiliar 221312 captaci n tratamiento y suministro de agua realizados por el sector p blico 6 a 10 personas calle providencia callejon callej n del refugio calle reforma calle calle del refugio 17 colonia primer seccion 74169 21 puebla 074 huejotzingo 0029 santa ana xalmimilulco 0190 001 fijo 2024 11 data raw denue2026 denue26 area estudio shp denue26 area estudio shp denue2026 denue 221312 tratamiento,acabado_textil,,,alta,alta,acabado_tratamiento: tratamiento,tratamiento,texto_acabado_tratamiento,True,False,False,False,True,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,AGUA POTABLE COAPAXAL Santa Ana Xalmimilulco Huejotzingo Puebla Google Maps,AGUA POTABLE COAPAXAL Santa Ana Xalmimilulco Huejotzingo Puebla acabado textil tratamiento prendas,,,,,,,,False,,,11444709,posible_falso_positivo_2026,universo_2026,AGUA POTABLE COAPAXAL
12292251,21074221312000032000000000U5,SOSAPAHUE,PRESIDENCIA MUNICIPAL HUEJOTZINGO,221312,"Captaci�n, tratamiento y suministro de agua realizados por el sector p�blico",6 a 10 personas,CALLE,AVENIDA ALBA,CALLE,PASEO ARALIA,CALLE,PASEO ARALIA,CALLE,PASEO ARALIA,,SN,,,,,FRACCIONAMIENTO,PASEO DE LOS SAUCES,,,,74160,21,Puebla,074,Huejotzingo,0095,Rancho de los Caballos,0311,007,2481630309,,,Fijo,19.17771426,-98.39335376999999,2026-04,data\raw\denue2026\Denue26 area estudio.shp,Denue26 area estudio.shp,denue2026,denue,"12292251 21074221312000032000000000u5 sosapahue presidencia municipal huejotzingo 221312 captaci�n, tratamiento y suministro de agua realizados por el sector p�blico 6 a 10 personas calle avenida alba calle paseo aralia calle paseo aralia calle paseo aralia sn fraccionamiento paseo de los sauces 74160 21 puebla 074 huejotzingo 0095 rancho de los caballos 0311 007 2481630309 fijo 2026-04 data\raw\denue2026\denue26 area estudio.shp denue26 area estudio.shp denue2026 denue",221312,tratamiento,alta_relevancia_ambiental,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa.",485.1222636245697,False,False,True,True,250-500 m,"12292251 21074221312000032000000000u5 sosapahue presidencia municipal huejotzingo 221312 captaci�n, tratamiento y suministro de agua realizados por el sector p�blico 6 a 10 personas calle avenida alba calle paseo aralia calle paseo aralia calle paseo aralia sn fraccionamiento paseo de los sauces 74160 21 puebla 074 huejotzingo 0095 rancho de los caballos 0311 007 2481630309 fijo 2026-04 data\raw\denue2026\denue26 area estudio.shp denue26 area estudio.shp denue2026 denue",221312,sosapahue 12292251 21074221312000032000000000u5 sosapahue presidencia municipal huejotzingo 221312 captaci n tratamiento y suministro de agua realizados por el sector p blico 6 a 10 personas calle avenida alba calle paseo aralia calle paseo aralia calle paseo aralia sn fraccionamiento paseo de los sauces 74160 21 puebla 074 huejotzingo 0095 rancho de los caballos 0311 007 2481630309 fijo 2026 04 data raw denue2026 denue26 area estudio shp denue26 area estudio shp denue2026 denue 221312 tratamiento,acabado_textil,,,alta,alta,acabado_tratamiento: tratamiento,tratamiento,texto_acabado_tratamiento,True,False,False,False,True,False,False,False,False,False,False,,alta,alta,proceso humedo o tratamiento; senal compatible con proceso humedo o tratamiento de prendas,incluir_prioritario,dentro_alcance_proyecto,,True,senal de proceso humedo o tratamiento,False,True,senal compatible con proceso humedo o tratamiento de prendas; proceso humedo o tratamiento,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,SOSAPAHUE Rancho de los Caballos Huejotzingo Puebla Google Maps,SOSAPAHUE Rancho de los Caballos Huejotzingo Puebla acabado textil tratamiento prendas,,,,,,,,False,,,12292251,posible_falso_positivo_2026,universo_2026,SOSAPAHUE
